thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,text.stopped,Instructions.stopped,trial.started,Fixation.started,Fixation.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,down,1,0.5637497999996413,None,-5,5,0.845449299988104,9,0,9,0,40.94437569999718,,,,,,40.92562949997955,40.94437569999718,41.941196999978274,41.927635300002294,42.4926932999806,down,1,0.5637497999996413,None,-5,42.496541000000434,42.50793779999367,42.50793779999367,43.358531399979256,5,0.845449299988104,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
10,0,10,up,1,0.7705167000240181,None,0,5,1.86399139999412,10,0,10,0,43.377281099994434,,,,,,43.35879450000357,43.377281099994434,44.374307399993995,44.36076779998257,45.141675799997756,up,1,0.7705167000240181,None,0,45.14477459999034,45.15756649998366,45.15756649998366,47.025159899989376,5,1.86399139999412,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
11,0,11,down,1,0.5312596999865491,None,-7,5,1.115872099995613,11,0,11,0,47.043679900001734,,,,,,47.0254830000049,47.043679900001734,48.04041469999356,48.027167699998245,48.574013000004925,down,1,0.5312596999865491,None,-7,48.57568809998338,48.59023599998909,48.59023599998909,49.70762770000147,5,1.115872099995613,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
12,0,12,up,1,0.713107100018533,None,0,4.988888888888889,1.0332521000236738,12,0,12,0,49.726810399995884,,,,,,49.70785429998068,49.726810399995884,50.72355259998585,50.71036629998707,51.4401495999773,up,1,0.713107100018533,None,0,51.441871399991214,51.45711239997763,51.45711239997763,52.49118759998237,4.988888888888889,1.0332521000236738,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
13,0,13,down,1,0.5537059000052977,None,8,5.0,1.0633275999862235,13,0,13,0,52.51003559998935,,,,,,52.491518499999074,52.51003559998935,53.5065154999902,53.49406450000242,54.05702229999588,down,1,0.5537059000052977,None,8,54.06063140000333,54.072848699986935,54.072848699986935,55.1408694999991,5.0,1.0633275999862235,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
14,0,14,down,1,0.5564913999987766,None,8,5,0.9646739999880083,14,0,14,0,55.15950159999193,,,,,,55.14108989998931,55.15950159999193,56.156529100000625,56.14298209999106,56.7071425000031,down,1,0.5564913999987766,None,8,56.71025340000051,56.72311229998013,56.72311229998013,57.69007799998508,5,0.9646739999880083,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
15,0,15,down,1,0.711770299996715,None,4,5,0.9798201999801677,15,0,15,0,57.70924359999481,,,,,,57.690282900002785,57.70924359999481,58.70625099999597,58.692808399995556,59.40690770000219,down,1,0.711770299996715,None,4,59.41058830000111,59.42281799999182,59.42281799999182,60.40691550000338,5,0.9798201999801677,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
16,0,16,down,1,0.4569740000006277,None,8,5,0.8801735000160988,16,0,16,0,60.425678899977356,,,,,,60.407130299980054,60.425678899977356,61.42298750000191,61.409298999991734,61.87312559998827,down,1,0.4569740000006277,None,8,61.8766366999771,61.88942120000138,61.88942120000138,62.77300349998404,5,0.8801735000160988,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
17,0,17,up,1,0.6246566000045277,None,0,5,0.8324564000067767,17,0,17,0,62.791997399996035,,,,,,62.77326809999067,62.791997399996035,63.78911589999916,63.77554489998147,64.40622989999247,up,1,0.6246566000045277,None,0,64.40934559999732,64.42233339999802,64.42233339999802,65.25622129999101,5,0.8324564000067767,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
18,0,18,down,1,0.40694169999915175,None,4,3.985185185185185,1.429984999995213,18,0,18,0,65.27479629998561,,,,,,65.25647140000365,65.27479629998561,66.27216239998234,66.25853979997919,66.67306289999397,down,1,0.40694169999915175,None,4,66.67647760000546,66.68919139998616,66.68919139998616,68.12264829999185,3.985185185185185,1.429984999995213,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
19,0,19,down,1,0.48443710000719875,None,-8,5,1.1629169000079855,19,0,19,0,68.1416229000024,,,,,,68.12290230000508,68.1416229000024,69.13859249997768,69.12517089999164,69.62299649999477,down,1,0.48443710000719875,None,-8,69.62644749999163,69.6391808000044,69.6391808000044,70.8056403999799,5,1.1629169000079855,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
20,0,20,up,1,0.589341399987461,None,0,5,0.9969207000103779,20,0,20,0,70.82460379999247,,,,,,70.8059945999994,70.82460379999247,71.82163609997951,71.80814999999711,72.4054261999845,up,1,0.589341399987461,None,0,72.40851710000425,72.42137890000595,72.42137890000595,73.42199439997785,5,0.9969207000103779,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
21,0,21,up,1,0.6595825999975204,None,0,4.988888888888889,0.8799405000172555,21,0,21,0,73.44101539999247,,,,,,73.42218929997762,73.44101539999247,74.43802839997807,74.42447019999963,75.08849219998228,up,1,0.6595825999975204,None,0,75.09202379998169,75.10461379998014,75.10461379998014,75.98839469999075,4.988888888888889,0.8799405000172555,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
22,0,22,up,0,0.48219469998730347,None,-2,5,1.7795254999946337,22,0,22,0,76.00764090000303,,,,,,75.98862170000211,76.00764090000303,77.0044646000024,76.99081149999984,77.48863320000237,up,0,0.48219469998730347,None,-2,77.49209799998789,77.50429839998833,77.50429839998833,79.28811729999143,5,1.7795254999946337,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
23,0,23,down,0,0.7713842999946792,None,0,1,1.4966386999876704,23,0,23,0,79.30693190000602,,,,,,79.28833630000008,79.30693190000602,80.30418179999106,80.29091199999675,81.07207749999361,down,0,0.7713842999946792,None,0,81.07540430000518,81.08731239999179,81.08731239999179,82.58778030000394,1,1.4966386999876704,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
24,0,24,down,1,0.7676879999926314,None,5,3.7555555555555555,0.9127009999938309,24,0,24,0,82.6068607000052,,,,,,82.58803199999966,82.6068607000052,83.60402050000266,83.59043119999114,84.37123180000344,down,1,0.7676879999926314,None,5,84.37486310000531,84.3869252000004,84.3869252000004,85.30432929997914,3.7555555555555555,0.9127009999938309,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
25,0,25,down,1,0.7782946000224911,None,-10,5,1.4956277999735903,25,0,25,0,85.32327120000264,,,,,,85.30457899998873,85.32327120000264,86.32038509999984,86.30682410000009,87.08813220000593,down,1,0.7782946000224911,None,-10,87.09177470000577,87.10326149998582,87.10326149998582,88.60394790000282,5,1.4956277999735903,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
26,0,26,up,1,0.6256340000254568,None,0,5,0.8799104999925476,26,0,26,0,88.62331890000496,,,,,,88.60416799999075,88.62331890000496,89.62017179999384,89.60652689999552,90.23710060000303,up,1,0.6256340000254568,None,0,90.24067699999432,90.25298649998149,90.25298649998149,91.13703119999263,5,0.8799104999925476,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
27,0,27,up,1,0.5522060000221245,None,0,5,0.9133435999974608,27,0,27,0,91.15638899998157,,,,,,91.13724250000087,91.15638899998157,92.15295509999851,92.13912350000464,92.70368069998221,up,1,0.5522060000221245,None,0,92.70688359998167,92.71957709998242,92.71957709998242,93.63655619998462,5,0.9133435999974608,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
28,0,28,up,1,0.8220168999978341,None,0,4.022222222222222,2.279895800020313,28,0,28,0,93.65595990000293,,,,,,93.63676019999548,93.65595990000293,94.65286719999858,94.639300299983,95.47032089999993,up,1,0.8220168999978341,None,0,95.47419660000014,95.48606209998252,95.48606209998252,97.76960359999794,4.022222222222222,2.279895800020313,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
29,0,29,down,1,1.015800399996806,None,-6,5,1.6302964999922551,29,0,29,0,97.7885672999837,,,,,,97.76995439999155,97.7885672999837,98.78549049998401,98.77236309999716,99.80281969998032,down,1,1.015800399996806,None,-6,99.80618729998241,99.81870199998957,99.81870199998957,101.4528580000042,5,1.6302964999922551,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
30,0,30,down,0,0.8737418999953661,None,0,4.988888888888889,1.9149303000012878,30,0,30,0,101.47151800000574,,,,,,101.45309100000304,101.47151800000574,102.46838499998557,102.45490849998896,103.3354427999875,down,0,0.8737418999953661,None,0,103.33729820000008,103.35131830000319,103.35131830000319,105.26865689997794,4.988888888888889,1.9149303000012878,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
31,0,31,down,0,0.6481688999920152,None,0,5,1.0151307999913115,31,0,31,0,105.28777699999046,,,,,,105.26888889999827,105.28777699999046,106.28440649999538,106.27136079999036,106.93597059999593,down,0,0.6481688999920152,None,0,106.93796359997941,106.96435789999668,106.96435789999668,107.96823779999977,5,1.0151307999913115,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
32,0,32,up,1,1.3196492999850307,None,0,5,1.0963001000054646,32,0,32,0,107.9871192999999,,,,,,107.96844999998575,107.9871192999999,108.98445039999206,108.97119989999919,110.30218679999234,up,1,1.3196492999850307,None,0,110.30552259998512,110.3177668999997,110.3177668999997,111.41839789997903,5,1.0963001000054646,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
33,0,33,down,1,0.46224310001707636,None,8,5,0.9618952999881003,33,0,33,0,111.43726799997967,,,,,,111.41864369998802,111.43726799997967,112.43436980000115,112.42078719998244,112.8856986000028,down,1,0.46224310001707636,None,8,112.88979549999931,112.90087889999268,112.90087889999268,113.86799539998174,5,0.9618952999881003,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
34,0,34,down,0,0.8169492000015453,None,0,2.996296296296296,3.480481799982954,34,0,34,0,113.88692299998365,,,,,,113.8682029999909,113.88692299998365,114.88395119999768,114.87040539999725,115.70126649999293,down,0,0.8169492000015453,None,0,115.70419659998151,115.71720630000345,115.71720630000345,119.20079760000226,2.996296296296296,3.480481799982954,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
35,0,35,up,1,0.7810366000048816,None,0,5,1.1781626000010874,35,0,35,0,119.21955989999697,,,,,,119.20103389999713,119.21955989999697,120.2168612999958,120.20332509998116,121.00314539999817,up,1,0.7810366000048816,None,0,121.00615499998094,121.01675389998127,121.01675389998127,122.20079699999769,5,1.1781626000010874,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
36,0,36,up,1,0.45418910001171753,None,0,4.974074074074074,1.3801190000085626,36,0,36,0,122.21934320000582,,,,,,122.2010306000011,122.21934320000582,123.21658399997978,123.203131199989,123.66748269999516,up,1,0.45418910001171753,None,0,123.67058390000602,123.68324129999382,123.68324129999382,125.06693859997904,4.974074074074074,1.3801190000085626,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
37,0,37,down,0,0.6987790999992285,None,0,5,1.1800799000193365,37,0,37,0,125.08605679997709,,,,,,125.0671875999833,125.08605679997709,126.082940399996,126.06954559998121,126.78362259999267,down,0,0.6987790999992285,None,0,126.78697779998765,126.79946209999616,126.79946209999616,127.98338520000107,5,1.1800799000193365,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
38,0,38,up,0,0.36126119998516515,None,4,4.014814814814815,1.3292718000011519,38,0,38,0,128.0024201000051,,,,,,127.98362709998037,128.0024201000051,128.99936799998977,128.98581499999273,129.35080099999323,up,0,0.36126119998516515,None,4,129.3543037000054,129.36588470000424,129.36588470000424,130.69977279999875,4.014814814814815,1.3292718000011519,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
39,0,39,down,0,0.887321799993515,None,0,5,1.0626009999832604,39,0,39,0,130.7190516999981,,,,,,130.69998499998474,130.7190516999981,131.7156739999773,131.70307059999323,132.60008340000059,down,0,0.887321799993515,None,0,132.603968099982,132.61551010000403,132.61551010000403,133.6830700999999,5,1.0626009999832604,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
40,0,40,up,1,0.736222200008342,None,0,5,2.879132000001846,40,0,40,0,133.70181489997776,,,,,,133.68330309999874,133.70181489997776,134.69892579998123,134.685195500002,135.43316149999737,up,1,0.736222200008342,None,0,135.43678789999103,135.44891909998842,135.44891909998842,138.33233340000152,5,2.879132000001846,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
41,0,41,up,1,1.0039137999992818,None,0,5,1.4800094999955036,41,0,41,0,138.35137560000294,,,,,,138.33256609999808,138.35137560000294,139.34827059999225,139.3346959000046,140.3488248999929,up,1,1.0039137999992818,None,0,140.35204100000556,140.36465849998058,140.36465849998058,141.84895319998031,5,1.4800094999955036,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
42,0,42,down,1,0.7175253000168595,None,-5,4.996296296296296,1.180978199990932,42,0,42,0,141.86781779999728,,,,,,141.84917689999565,141.86781779999728,142.86473639999167,142.8509906999825,143.58177609997801,down,1,0.7175253000168595,None,-5,143.58481830000528,143.59764449999784,143.59764449999784,144.78133420000086,4.996296296296296,1.180978199990932,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
43,0,43,up,1,1.863912500004517,None,0,5,12.895736600010423,43,0,43,0,144.80055610000272,,,,,,144.78157890000148,144.80055610000272,145.7971983999887,145.78410599997733,147.66492660000222,up,1,1.863912500004517,None,0,147.66914449998876,147.6802558999916,147.6802558999916,160.58000029998948,5,12.895736600010423,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
44,0,44,up,1,0.9511209000193048,None,0,4.014814814814815,2.763217799976701,44,0,44,0,160.59914229999413,,,,,,160.58020090000355,160.59914229999413,161.59614310000325,161.58277439998346,162.54680240000016,up,1,0.9511209000193048,None,0,162.54976179997902,162.56272970000282,162.56272970000282,165.32951369998045,4.014814814814815,2.763217799976701,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
45,0,45,up,1,0.7623342000006232,None,0,5,1.1795110999955796,45,0,45,0,165.34846209999523,,,,,,165.32973689999199,165.34846209999523,166.34547299999394,166.33201579999877,167.09634160000132,up,1,0.7623342000006232,None,0,167.09997969999677,167.11205080000218,167.11205080000218,168.29603549998137,5,1.1795110999955796,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
46,0,46,down,0,0.7466024000023026,None,0,4.988888888888889,2.095403300016187,46,0,46,0,168.31526519998442,,,,,,168.29625009998563,168.31526519998442,169.31190709999646,169.29847879998852,170.04667429998517,down,0,0.7466024000023026,None,0,170.05110029998468,170.06189839998842,170.06189839998842,172.16207570000552,4.988888888888889,2.095403300016187,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
47,0,47,down,1,0.6206306999956723,None,-7,5,1.0139331999816932,47,0,47,0,172.18107599997893,,,,,,172.16228819999378,172.18107599997893,173.17826819999027,173.16480869997758,173.795334800001,down,1,0.6206306999956723,None,-7,173.79841249997844,173.81151769999997,173.81151769999997,174.82878690000507,5,1.0139331999816932,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
48,0,48,up,0,0.6696958999964409,None,-1,4.974074074074074,0.9972902000008617,48,0,48,0,174.84782989998348,,,,,,174.829067499988,174.84782989998348,175.84466619999148,175.83118869998725,176.51189049999812,up,0,0.6696958999964409,None,-1,176.5148801000032,176.52789699999266,176.52789699999266,177.52852880000137,4.974074074074074,0.9972902000008617,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
49,0,49,up,1,1.9083984000026248,None,0,5,1.9299107000115328,49,0,49,0,177.54747609997867,,,,,,177.52872709999792,177.54747609997867,178.54511919998913,178.53096269999514,180.44495400000596,up,1,1.9083984000026248,None,0,180.44832969998242,180.46100179999485,180.46100179999485,182.394552999991,5,1.9299107000115328,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
50,0,50,down,0,3.923527799983276,None,0,5,1.5280082000244875,50,0,50,0,182.4136681999953,,,,,,182.39475310000125,182.4136681999953,183.41061759999138,183.39723760000197,187.328188399988,down,0,3.923527799983276,None,0,187.3331165999989,187.34506219998002,187.34506219998002,188.8771163999918,5,1.5280082000244875,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
51,0,51,down,1,0.816339799988782,None,5,5.0,1.5969339000002947,51,0,51,0,188.89625009999145,,,,,,188.8773199999996,188.89625009999145,189.89340849997825,189.87983769999119,190.71057429999928,down,1,0.816339799988782,None,5,190.7137384999951,190.72635739998077,190.72635739998077,192.326879500004,5.0,1.5969339000002947,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
52,0,52,down,0,1.8983139999909326,None,0,4.022222222222222,1.6319463000108954,52,0,52,0,192.345780499978,,,,,,192.32708089999505,192.345780499978,193.34240209998097,193.3295461999951,195.24318819999462,down,0,1.8983139999909326,None,0,195.24523879998014,195.25926510000136,195.25926510000136,196.8934629999858,4.022222222222222,1.6319463000108954,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
53,0,53,down,1,0.5854098999989219,None,7,5,1.6824090000009164,53,0,53,0,196.91182379997917,,,,,,196.8938618999964,196.91182379997917,197.91135479998775,197.8958336999931,198.49283439997816,down,1,0.5854098999989219,None,7,198.49468259999412,198.50900639998144,198.50900639998144,200.19279619998997,5,1.6824090000009164,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
54,0,54,up,1,0.6051594000018667,None,0,5,0.9469425000133924,54,0,54,0,200.21158079997986,,,,,,200.19303850000142,200.21158079997986,201.2088909999875,201.19558499997947,201.80939459998626,up,1,0.6051594000018667,None,0,201.8128872999805,201.82528869999805,201.82528869999805,202.77571029998944,5,0.9469425000133924,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
55,0,55,down,1,0.5070682000077795,None,-10,5.0,1.0637453000235837,55,0,55,0,202.79487409998546,,,,,,202.7759134999942,202.79487409998546,203.79188049997902,203.77819859999,204.29248839998036,down,1,0.5070682000077795,None,-10,204.29557789998944,204.30855269997846,204.30855269997846,205.37570099998266,5.0,1.0637453000235837,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
56,0,56,down,1,0.8746945000020787,None,6,4.992592592592593,1.9797185999923386,56,0,56,0,205.39478849997977,,,,,,205.3759458999848,205.39478849997977,206.39159069999005,206.37800549998065,207.25901929999236,down,1,0.8746945000020787,None,6,207.26244399999268,207.27483249999932,207.27483249999932,209.25868060000357,4.992592592592593,1.9797185999923386,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
57,0,57,up,1,0.7200242999824695,None,0,4.018518518518519,1.4970902999921236,57,0,57,0,209.2776842000021,,,,,,209.2589045999921,209.2776842000021,210.2745442999876,210.26123579998966,210.99178789998405,up,1,0.7200242999824695,None,0,210.9948657999921,211.00781089998782,211.00781089998782,212.50828149999143,4.018518518518519,1.4970902999921236,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
58,0,58,up,1,0.6588720999716315,None,0,5.0,1.364093700016383,58,0,58,0,212.52713619999122,,,,,,212.50852800000575,212.52713619999122,213.5243352999969,213.51059570000507,214.17453129999922,up,1,0.6588720999716315,None,0,214.17798730000504,214.19069439999294,214.19069439999294,215.55786559998523,5.0,1.364093700016383,,,,,05,001,2025-11-10_16h25.00.355,solo project,,2025.1.1,60.03828041251252,2025-11-10 16h25.12.879556 +0530,
