imagefile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,image.started,Fixation.stopped,image.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.003071799990721047,0.008576699998229742,1.0077442999463528,2.5896604999434203,space,1.5567093999125063,None,,,,,,,,,,,,,,,,,,,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\sadimage6.jpeg,0,0,0,up,1,0.9482737999642268,None,0,3.0185185185185186,1.5122073999373242,0,0,0,12,2.648314699996263,,,,,,,,,2.636078799958341,2.648314699996263,3.600580499973148,3.657151299994439,4.106708899955265,4.190438099903986,5.141308499965817,up,1,0.9482737999642268,None,0,5.145214699907228,5.164989199955016,5.164989199955016,6.673484599916264,3.0185185185185186,1.5122073999373242,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\sadimage3.jpeg,1,1,0,up,1,0.620808600098826,None,0,3.0037037037037035,0.8792235000291839,0,1,1,9,6.693218000000343,,,,,,,,,6.675949399941601,6.693218000000343,7.676469299942255,7.69011359999422,8.189622799982317,8.272965700016357,8.907464899937622,up,1,0.620808600098826,None,0,8.91147379996255,8.923087199917063,8.923087199917063,9.806612099986523,3.0037037037037035,0.8792235000291839,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\happyimage5.jpeg,2,2,0,down,1,0.6385399999562651,None,0,4.007407407407407,2.6626671000849456,0,2,2,4,9.82588689995464,,,,,,,,,9.808637299924158,9.82588689995464,10.809561799978837,10.823294000001624,11.32245699991472,11.406058999942616,12.056998000014573,down,1,0.6385399999562651,None,0,12.06072209996637,12.07264969998505,12.07264969998505,14.739869399927557,4.007407407407407,2.6626671000849456,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\happyimage3.jpeg,3,3,0,down,1,0.5495956999948248,None,4,5,2.4458013999974355,0,3,3,2,14.75858119991608,,,,,,,,,14.742117199930362,14.75858119991608,15.742297799908556,15.755555999930948,16.255299099953845,16.355246199993417,16.906184899969958,down,1,0.5495956999948248,None,4,16.91056539991405,16.9218071999494,16.9218071999494,19.372621699934825,5,2.4458013999974355,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\sadimage5.jpeg,4,4,0,down,1,1.310397099936381,None,-3,2.9703703703703703,1.8452501000138,0,4,4,11,19.3916153999744,,,,,,,,,19.374738299986348,19.3916153999744,20.374991399934515,20.388516000006348,20.888211600016803,20.98841889994219,22.306207899935544,down,1,1.310397099936381,None,-3,22.310378499911167,22.3212487999117,22.3212487999117,24.171945999958552,2.9703703703703703,1.8452501000138,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\sadimage2.jpeg,5,5,0,down,0,0.7231995000038296,None,0,2.9814814814814814,1.1296756999799982,0,5,5,8,24.19131009990815,,,,,,,,,24.175413099932484,24.19131009990815,25.174573399941437,25.18846500001382,25.687766399933025,25.77131450001616,26.505340399919078,down,0,0.7231995000038296,None,0,26.509038499905728,26.521153199952096,26.521153199952096,27.654982900014147,2.9814814814814814,1.1296756999799982,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\happyimage1.jpeg,6,6,0,down,1,0.7887233999790624,None,8,5,2.5531646999297664,0,6,6,0,27.674324699910358,,,,,,,,,27.658009300008416,27.674324699910358,28.657416299916804,28.670752199948765,29.170250299968757,29.27045879990328,30.134388700011186,down,1,0.7887233999790624,None,8,30.135945899994113,30.141701399930753,30.141701399930753,32.70417439995799,5,2.5531646999297664,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\happyimage6.jpeg,7,7,0,down,1,0.5287434000056237,None,-5,5,0.782675200025551,0,7,7,5,32.72378799994476,,,,,,,,,32.706541599938646,32.72378799994476,33.71500769990962,33.72064899990801,34.219680799986236,34.3035482999403,34.83691710000858,down,1,0.5287434000056237,None,-5,34.83871329994872,34.8531176999677,34.8531176999677,35.63767219998408,5,0.782675200025551,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
D:\sadimage7.jpeg,8,8,0,up,1,0.5964294000295922,None,0,2.011111111111111,2.730580099974759,0,8,8,13,35.656536799971946,,,,,,,,,35.64155870000832,35.656536799971946,36.64019459998235,36.65393769997172,37.153489299933426,37.253461199929006,37.85405460000038,up,1,0.5964294000295922,None,0,37.85701439995319,37.86990099994,37.86990099994,40.603787699947134,2.011111111111111,2.730580099974759,,,,,emo5,001,2025-11-17_17h03.06.171,solo project_version2,,2025.1.1,59.95937154156694,2025-11-17 17h03.44.558503 +0530,
