imagefile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,image.started,Fixation.stopped,image.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
D:\sadimage6.jpeg,9,9,0,down,1,1.3039876,None,2,4.766666667,1.9163608,0,9,9,12,71.0772549,,,,,,,,,71.0604848,71.0772549,72.0611393,72.0747536,72.5741007,72.6576999,73.9750348,down,1,1.3039876,None,2,73.979142,73.9913855,73.9913855,75.9075927,4.766666667,1.9163608,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage6.jpeg,10,10,0,up,1,0.3746446,None,0,4.055555556,3.9302448,0,10,10,5,75.9268832,,,,,,,,,75.9101472,75.9268832,76.9105254,76.9239717,77.4233647,77.5070374,77.8911764,up,1,0.3746446,None,0,77.8943888,77.9068879,77.9068879,81.8407752,4.055555556,3.9302448,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage2.jpeg,11,11,0,up,1,1.3322137,None,0,4.966666667,2.7811886,0,11,11,8,81.8591085,,,,,,,,,81.8443245,81.8591085,82.8430142,82.8563597,83.3558447,83.4562282,84.7898315,up,1,1.3322137,None,0,84.7928205,84.805581,84.805581,87.5903081,4.966666667,2.7811886,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage7.jpeg,12,12,0,down,1,2.9834349,None,-7,3.518518519,2.7878777,0,12,12,6,87.6095275,,,,,,,,,87.5941236,87.6095275,88.5929981,88.6060522,89.1053022,89.2055052,92.1904695,down,1,2.9834349,None,-7,92.1955702,92.2051693,92.2051693,94.9896755,3.518518519,2.7878777,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage1.jpeg,13,13,0,up,0,1.7985521,None,3,4.488888889,2.4778211,0,13,13,7,95.0083615,,,,,,,,,94.9925839,95.0083615,95.9918588,96.0057105,96.5049448,96.6049119,98.4061317,up,0,1.7985521,None,3,98.410979,98.4216974,98.4216974,100.9051036,4.488888889,2.4778211,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage2.jpeg,14,0,1,up,0,0.4544229,None,-10,4.637037037,2.2133435,1,0,14,1,100.924679,,,,,,,,,100.9073556,100.924679,101.9082435,101.9218418,102.4208985,102.5044714,102.972028,up,0,0.4544229,None,-10,102.9755714,102.9876664,102.9876664,105.2051614,4.637037037,2.2133435,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage6.jpeg,15,1,1,up,1,1.3956384,None,0,4.97037037,5.8319751,1,1,15,5,105.2238692,,,,,,,,,105.2074821,105.2238692,106.2076191,106.2215049,106.7207142,106.8207541,108.2218186,up,1,1.3956384,None,0,108.2260199,108.2373319,108.2373319,114.0705594,4.97037037,5.8319751,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage1.jpeg,16,2,1,up,1,1.9478668,None,0,4.977777778,2.811688,1,2,16,0,114.0898967,,,,,,,,,114.0732261,114.0898967,115.0732674,115.086943,115.5861533,115.6698554,117.6222401,up,1,1.9478668,None,0,117.6278383,117.6400729,117.6400729,120.4451944,4.977777778,2.811688,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage6.jpeg,17,3,1,down,1,1.4577492,None,6,4.985185185,2.0463781,1,3,17,12,120.4557125,,,,,,,,,120.4480597,120.4557125,121.4529366,121.4529366,121.9523694,122.0525499,123.5200655,down,1,1.4577492,None,6,123.5238854,123.5356304,123.5356304,125.585804,4.985185185,2.0463781,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage7.jpeg,18,4,1,down,0,2.4327362,None,0,3.981481481,2.0265904,1,4,18,6,125.6054445,,,,,,,,,125.5881913,125.6054445,126.5889081,126.602573,127.1020113,127.1852123,129.6200845,down,0,2.4327362,None,0,129.6259878,129.6387479,129.6387479,131.6695472,3.981481481,2.0265904,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage1.jpeg,19,5,1,up,0,2.8874806,None,-9,2.966666667,3.22614,1,5,19,7,131.6888912,,,,,,,,,131.6721602,131.6888912,132.6716303,132.6854486,133.1848466,133.2847898,136.1862275,up,0,2.8874806,None,-9,136.1922476,136.2059076,136.2059076,139.4347863,2.966666667,3.22614,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage5.jpeg,20,6,1,down,1,4.6199321,None,6,1.977777778,1.9400712,1,6,20,11,139.4538532,,,,,,,,,139.4377247,139.4538532,140.4373222,140.4510488,140.9504292,141.0506323,145.686104,down,1,4.6199321,None,6,145.6946738,145.7076358,145.7076358,147.652808,1.977777778,1.9400712,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage3.jpeg,21,7,1,down,0,1.1485479,None,0,4.97037037,1.849057,1,7,21,2,147.6701053,,,,,,,,,147.6558938,147.6701053,148.6533152,148.6663935,149.1660342,149.2662463,150.4168866,down,0,1.1485479,None,0,150.4185895,150.4324598,150.4324598,152.2862225,4.97037037,1.849057,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage7.jpeg,22,8,1,up,0,1.6428716,None,4,3.992592593,2.5832957,1,8,22,13,152.3028683,,,,,,,,,152.2901622,152.3028683,153.2860281,153.2994628,153.7987784,153.8991345,155.5498831,up,0,1.6428716,None,4,155.5532983,155.5656845,155.5656845,158.1495464,3.992592593,2.5832957,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage3.jpeg,23,9,1,down,1,3.0532668,None,-7,1.951851852,2.7456437,1,9,23,9,158.1685958,,,,,,,,,158.1520194,158.1685958,159.1524955,159.1660554,159.6653189,159.7651831,162.8333967,down,1,3.0532668,None,-7,162.8384335,162.8538065,162.8538065,165.5992698,1.951851852,2.7456437,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage2.jpeg,24,10,1,up,1,2.8580532,None,0,1.951851852,1.8842198,1,10,24,8,165.6180176,,,,,,,,,165.6022019,165.6180176,166.6016301,166.6154473,167.1145484,167.2147988,170.082441,up,1,2.8580532,None,0,170.0874512,170.0992566,170.0992566,171.9815035,1.951851852,1.8842198,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage4.jpg,25,11,1,up,1,1.9317285,None,0,2.985185185,1.6957324,1,11,25,10,172.2769522,,,,,,,,,172.2590125,172.2769522,172.98593,173.2826853,173.4973154,173.5973851,175.5314355,up,1,1.9317285,None,0,175.5356612,175.5467372,175.5467372,177.247747,2.985185185,1.6957324,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage5.jpeg,26,12,1,up,0,2.1387992,None,8,4.348148148,2.3483599,1,12,26,4,177.2869834,,,,,,,,,177.2616031,177.2869834,178.2501465,178.2970626,178.7631144,178.8631354,181.013402,up,0,2.1387992,None,8,181.0153606,181.0297381,181.0297381,183.3809522,4.348148148,2.3483599,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage4.jpeg,27,13,1,up,0,1.2048544,None,-6,1.977777778,9.106135,1,13,27,3,183.399651,,,,,,,,,183.392794,183.399651,184.3829348,184.3966737,184.8960073,184.9962737,186.2138114,up,0,1.2048544,None,-6,186.2173698,186.2294649,186.2294649,195.330006,1.977777778,9.106135,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage4.jpeg,28,0,2,down,1,1.0823724,None,-3,2.959259259,1.5112703,2,0,28,3,195.3481925,,,,,,,,,195.3407392,195.3481925,196.3320006,196.3454355,196.8447982,196.9452479,198.0296176,down,1,1.0823724,None,-3,198.0344764,198.0464382,198.0464382,199.5620494,2.959259259,1.5112703,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage2.jpeg,29,1,2,up,0,2.7329754,None,2,4.003703704,2.2938114,2,1,29,8,199.5812579,,,,,,,,,199.5647282,199.5812579,200.5649891,200.578762,201.0779129,201.1615176,203.8964726,up,0,2.7329754,None,2,203.9015857,203.9144807,203.9144807,206.2113625,4.003703704,2.2938114,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage5.jpeg,30,2,2,up,1,1.1522834,None,0,3.985185185,1.002044,2,2,30,4,206.2306502,,,,,,,,,206.2142513,206.2306502,207.2146287,207.2280156,207.7274028,207.8109453,208.9788535,up,1,1.1522834,None,0,208.9849806,208.996207,208.996207,209.9940732,3.985185185,1.002044,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage6.jpeg,31,3,2,up,1,2.9741056,None,0,3.985185185,0.7950624,2,3,31,5,210.0137497,,,,,,,,,209.9976493,210.0137497,210.9971848,211.0109077,211.5103245,211.5935993,214.5785722,up,1,2.9741056,None,0,214.5836306,214.598109,214.598109,215.3939829,3.985185185,0.7950624,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage1.jpeg,32,4,2,up,1,0.4937693,None,0,4.981481481,1.9784917,2,4,32,0,215.4129849,,,,,,,,,215.3962559,215.4129849,216.3965953,216.4104808,216.9098974,216.9934015,217.494294,up,1,0.4937693,None,0,217.4984994,217.5097242,217.5097242,219.49357,4.981481481,1.9784917,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage2.jpeg,33,5,2,down,0,2.8666391,None,0,4,4.9093556,2,5,33,1,219.5126793,,,,,,,,,219.4959448,219.5126793,220.4964722,220.5098504,221.0094871,221.1093978,223.9778873,down,0,2.8666391,None,0,223.9835668,223.9974962,223.9974962,228.9093636,4,4.9093556,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage3.jpeg,34,6,2,down,1,1.5378219,None,-10,3.974074074,1.8473156,2,6,34,2,228.9282377,,,,,,,,,228.911758,228.9282377,229.9117066,229.9255332,230.4251261,230.5087922,232.0600884,down,1,1.5378219,None,-10,232.0656245,232.0778173,232.0778173,233.925488,3.974074074,1.8473156,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage5.jpeg,35,7,2,up,0,1.9490137,None,2,3.992592593,2.0575938,2,7,35,11,233.9445125,,,,,,,,,233.927789,233.9445125,234.9282584,234.9419644,235.4413938,235.524899,237.4771288,up,0,1.9490137,None,2,237.4838571,237.4961476,237.4961476,239.5582545,3.992592593,2.0575938,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage3.jpeg,36,8,2,down,1,2.3129882,None,2,1.955555556,2.5279483,2,8,36,9,239.5775516,,,,,,,,,239.5603455,239.5775516,240.560668,240.574694,241.0738541,241.1574641,243.4756306,down,1,2.3129882,None,2,243.4806938,243.4946851,243.4946851,246.0245873,1.955555556,2.5279483,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage1.jpeg,37,9,2,up,1,1.5475314,None,0,1,2.5156058,2,9,37,7,246.0435007,,,,,,,,,246.0280656,246.0435007,247.0274429,247.0402905,247.5394576,247.6396915,249.1899948,up,1,1.5475314,None,0,249.1919471,249.2060282,249.2060282,251.7236445,1,2.5156058,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage6.jpeg,38,10,2,down,1,0.9574583,None,-4,3.981481481,2.7140802,2,10,38,12,251.7423588,,,,,,,,,251.7266182,251.7423588,252.7261301,252.7397983,253.2392051,253.3395952,254.3067523,down,1,0.9574583,None,-4,254.3097425,254.3224693,254.3224693,257.0396562,3.981481481,2.7140802,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage4.jpg,39,11,2,up,1,0.8131483,None,0,2.988888889,1.6941344,2,11,39,10,257.3339198,,,,,,,,,257.3148686,257.3339198,258.0441082,258.3410872,258.5556001,258.6391309,259.4575723,up,1,0.8131483,None,0,259.4620406,259.4722883,259.4722883,261.1729121,2.988888889,1.6941344,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage7.jpeg,40,12,2,up,1,2.8991002,None,0,4.022222222,1.3104276,2,12,40,6,261.2109085,,,,,,,,,261.1847801,261.2109085,262.1752437,262.2227378,262.6884541,262.7886432,265.6898519,up,1,2.8991002,None,0,265.6957254,265.7071495,265.7071495,267.0221949,4.022222222,1.3104276,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage7.jpeg,41,13,2,up,0,0.8582318,None,8,4.981481481,2.3804407,2,13,41,13,267.0414844,,,,,,,,,267.0246826,267.0414844,268.0248144,268.0383357,268.5381268,268.638127,269.5057112,up,0,0.8582318,None,8,269.5099632,269.5210062,269.5210062,271.9048702,4.981481481,2.3804407,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage1.jpeg,42,0,3,up,1,3.6191864,None,0,2.981481481,2.1966486,3,0,42,7,271.9243639,,,,,,,,,271.9080303,271.9243639,272.9078982,272.9214101,273.4206723,273.5042079,277.1375428,up,1,3.6191864,None,0,277.1407324,277.1533467,277.1533467,279.3544292,2.981481481,2.1966486,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage7.jpeg,43,1,3,up,0,7.5793392,None,2,2.974074074,2.8119635,3,1,43,6,279.3732769,,,,,,,,,279.357898,279.3732769,280.3567074,280.3701319,280.8693978,280.9696852,288.5542295,up,0,7.5793392,None,2,288.5579652,288.5692234,288.5692234,291.3863652,2.974074074,2.8119635,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage3.jpeg,44,2,3,down,1,0.7950263,None,5,4.959259259,1.5796456,3,2,44,2,291.4054991,,,,,,,,,291.3893442,291.4054991,292.3887566,292.4024459,292.9019343,292.9853471,293.7861554,down,1,0.7950263,None,5,293.7896263,293.8019727,293.8019727,295.3857536,4.959259259,1.5796456,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage1.jpeg,45,3,3,down,1,2.263885,None,-2,1,2.832616,3,3,45,0,295.4054175,,,,,,,,,295.3886201,295.4054175,296.3885495,296.4023223,296.9019185,296.9853688,299.254265,down,1,2.263885,None,-2,299.2599151,299.2719255,299.2719255,302.1017594,1,2.832616,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage2.jpeg,46,4,3,down,0,2.0592368,None,0,3.966666667,2.3107557,3,4,46,8,302.1213381,,,,,,,,,302.1041294,302.1213381,303.1046088,303.1183371,303.6176567,303.7012636,305.7691776,down,0,2.0592368,None,0,305.7745555,305.7867669,305.7867669,308.1019373,3.966666667,2.3107557,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage5.jpeg,47,5,3,up,0,1.0943139,None,9,3.962962963,1.9791923,3,5,47,4,308.1204084,,,,,,,,,308.1044956,308.1204084,309.1041177,309.117824,309.6171009,309.7172803,310.818355,up,0,1.0943139,None,9,310.8229485,310.8339259,310.8339259,312.8175275,3.962962963,1.9791923,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage7.jpeg,48,6,3,up,0,0.7152817,None,-9,2.974074074,3.9609383,3,6,48,13,312.8367202,,,,,,,,,312.8198634,312.8367202,313.8203829,313.8342102,314.3334635,314.4333867,315.1520676,up,0,0.7152817,None,-9,315.1564016,315.1666564,315.1666564,319.1340216,2.974074074,3.9609383,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage4.jpg,49,7,3,up,0,3.281734,None,-7,3.955555556,1.6773288,3,7,49,10,319.5673168,,,,,,,,,319.5505951,319.5673168,320.1377755,320.5679321,320.6495216,320.7495983,324.0345634,up,0,3.281734,None,-7,324.0396072,324.0535605,324.0535605,325.7329025,3.955555556,1.6773288,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage6.jpeg,50,8,3,down,1,1.5421885,None,-9,2.992592593,2.3281452,3,8,50,12,325.7711907,,,,,,,,,325.7448342,325.7711907,326.7358162,326.7827912,327.2485961,327.3490338,328.8998947,down,1,1.5421885,None,-9,328.9045481,328.9158929,328.9158929,331.248939,2.992592593,2.3281452,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage2.jpeg,51,9,3,down,1,0.9243267,None,6,3.007407407,4.9613868,3,9,51,1,331.2684762,,,,,,,,,331.2513312,331.2684762,332.2515563,332.2653934,332.7646878,332.848333,333.78294,down,1,0.9243267,None,6,333.7871074,333.7982538,333.7982538,338.7650027,3.007407407,4.9613868,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage6.jpeg,52,10,3,down,0,1.2967556,None,0,3.985185185,2.5106553,3,10,52,5,338.7843636,,,,,,,,,338.7679907,338.7843636,339.7675039,339.781243,340.2806824,340.3644044,341.6661944,down,0,1.2967556,None,0,341.6715092,341.6824653,341.6824653,344.1977977,3.985185185,2.5106553,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\happyimage4.jpeg,53,11,3,down,0,6.6125899,None,0,4.003703704,7.4917964,3,11,53,3,344.2169899,,,,,,,,,344.2093863,344.2169899,345.2006088,345.2144004,345.7137216,345.7969477,352.4156681,down,0,6.6125899,None,0,352.4213019,352.4355853,352.4355853,359.9295376,4.003703704,7.4917964,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage3.jpeg,54,12,3,down,1,1.4160211,None,4,3.996296296,1.2091869,3,12,54,9,359.9487747,,,,,,,,,359.9323514,359.9487747,360.9321328,360.9459963,361.445121,361.5286129,362.9476333,down,1,1.4160211,None,4,362.9534544,362.9660157,362.9660157,364.1790277,3.996296296,1.2091869,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage5.jpeg,55,13,3,down,1,0.4714384,None,7,1.040740741,1.1940686,3,13,55,11,364.1982853,,,,,,,,,364.1812653,364.1982853,365.1813311,365.1953264,365.6947064,365.7948751,366.2784158,down,1,0.4714384,None,7,366.302119,366.3080629,366.3080629,367.5123333,1.040740741,1.1940686,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage2.jpeg,56,0,4,up,0,0.855029,None,3,3.011111111,2.1141918,4,0,56,8,367.53156,,,,,,,,,367.5148867,367.53156,368.5152865,368.5282118,369.0276009,369.127735,369.9949026,up,0,0.855029,None,3,369.9978054,370.0107664,370.0107664,372.1281796,3.011111111,2.1141918,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
D:\sadimage3.jpeg,57,1,4,down,1,0.8156491,None,-2,2.988888889,1.0137122,4,1,57,9,372.1477322,,,,,,,,,372.1307058,372.1477322,373.1308636,373.1444571,373.6440373,373.727662,374.5449469,down,1,0.8156491,None,-2,374.5479429,374.5608353,374.5608353,375.5777445,2.988888889,1.0137122,,,,,emo02,1,2025-11-11_17h14.47.771,solo project_version2,,2025.1.1,59.95678315,2025-11-11 17h14.58.492564 +0530
