thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,"[np.float64(0.325), np.float64(-0.08425925925925926)]","[np.float64(-0.10277777777777777), np.float64(-0.43703703703703706)]","[0, 0]","[0, 0]","[1, 1]","[0.0009327000007033348, 1.877560299995821]","[None, 'target']",10,0,10,0,23.01505410001846,,10,22.99663900001906,23.01505410001846,23.01505410001846,0.054396200022893026,24.874280400021235,"[np.float64(0.325), np.float64(-0.08425925925925926)]","[np.float64(-0.10277777777777777), np.float64(-0.43703703703703706)]","[0, 0]","[0, 0]","[1, 1]","[0.0009327000007033348, 1.877560299995821]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
11,0,11,"[np.float64(-0.08425925925925926), np.float64(0.007407407407407408)]","[np.float64(-0.43703703703703706), np.float64(-0.45925925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0007135999912861735, 1.162057100009406]","[None, 'target']",11,0,11,0,24.907508800009964,,5,24.896495799999684,24.907508800009964,24.907508800009964,0.021987600019201636,26.05874850001419,"[np.float64(-0.08425925925925926), np.float64(0.007407407407407408)]","[np.float64(-0.43703703703703706), np.float64(-0.45925925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0007135999912861735, 1.162057100009406]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
12,0,12,"[np.float64(0.007407407407407408), np.float64(0.25833333333333336)]","[np.float64(-0.45925925925925926), np.float64(0.47314814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006666999834123999, 1.761812699987786]","[None, 'target']",12,0,12,0,26.10454570001457,,5,26.095148000022164,26.10454570001457,26.10454570001457,0.03593660000478849,27.857042000017827,"[np.float64(0.007407407407407408), np.float64(0.25833333333333336)]","[np.float64(-0.45925925925925926), np.float64(0.47314814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006666999834123999, 1.761812699987786]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
13,0,13,"[np.float64(0.25833333333333336), np.float64(0.2564814814814815)]","[np.float64(0.47314814814814815), np.float64(0.3675925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0010430999973323196, 1.3437145999923814]","[None, 'target']",13,0,13,0,27.893418899999233,,5,27.88024170001154,27.893418899999233,27.893418899999233,0.023014400008833036,29.22409920001519,"[np.float64(0.25833333333333336), np.float64(0.2564814814814815)]","[np.float64(0.47314814814814815), np.float64(0.3675925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0010430999973323196, 1.3437145999923814]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
14,0,14,"[np.float64(0.2564814814814815), np.float64(-0.3611111111111111)]","[np.float64(0.3675925925925926), np.float64(-0.4305555555555556)]","[0, 0]","[0, 0]","[1, 1]","[0.0005537000251933932, 1.7291249000118114]","[None, 'target']",14,0,14,0,29.298601300019072,,10,29.28012090001721,29.298601300019072,29.298601300019072,0.05555869999807328,31.009300500008976,"[np.float64(0.2564814814814815), np.float64(-0.3611111111111111)]","[np.float64(0.3675925925925926), np.float64(-0.4305555555555556)]","[0, 0]","[0, 0]","[1, 1]","[0.0005537000251933932, 1.7291249000118114]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
15,0,15,"[np.float64(-0.3611111111111111), np.float64(0.375), np.float64(0.3824074074074074)]","[np.float64(-0.4305555555555556), np.float64(-0.27037037037037037), np.float64(-0.28055555555555556)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.001201900013256818, 2.9193172000232153, 4.749665300012566]","[None, None, 'target']",15,0,15,0,31.036267300019972,,5,31.024598600022728,31.036267300019972,31.036267300019972,0.015155500004766509,35.77441510002245,"[np.float64(-0.3611111111111111), np.float64(0.375), np.float64(0.3824074074074074)]","[np.float64(-0.4305555555555556), np.float64(-0.27037037037037037), np.float64(-0.28055555555555556)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.001201900013256818, 2.9193172000232153, 4.749665300012566]","[None, None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
16,0,16,[np.float64(0.007407407407407408)],[np.float64(0.4287037037037037)],[0],[0],[1],[1.481346599990502],['target'],16,0,16,0,35.826315200014506,,10,35.81105870002648,35.826315200014506,35.826315200014506,0.03616170000168495,37.292520500021055,[np.float64(0.007407407407407408)],[np.float64(0.4287037037037037)],[0],[0],[1],[1.481346599990502],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
17,0,17,"[np.float64(0.007407407407407408), np.float64(-0.1398148148148148)]","[np.float64(0.4287037037037037), np.float64(-0.06666666666666667)]","[0, 0]","[0, 0]","[1, 1]","[0.0008654000121168792, 1.8690112000040244]","[None, 'target']",17,0,17,0,37.3327751000179,,5,37.32248920001439,37.3327751000179,37.3327751000179,0.0296647000068333,39.191717800014885,"[np.float64(0.007407407407407408), np.float64(-0.1398148148148148)]","[np.float64(0.4287037037037037), np.float64(-0.06666666666666667)]","[0, 0]","[0, 0]","[1, 1]","[0.0008654000121168792, 1.8690112000040244]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
18,0,18,[np.float64(0.07777777777777778)],[np.float64(0.30185185185185187)],[0],[0],[1],[1.5107696000195574],['target'],18,0,18,0,39.241523100005,,5,39.230275600013556,39.241523100005,39.241523100005,0.0380355000088457,40.741186500003096,[np.float64(0.07777777777777778)],[np.float64(0.30185185185185187)],[0],[0],[1],[1.5107696000195574],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
19,0,19,[np.float64(-0.3175925925925926)],[np.float64(-0.10925925925925926)],[0],[0],[1],[1.6727428000012878],['target'],19,0,19,0,40.80006110001705,,10,40.783411700016586,40.80006110001705,40.80006110001705,0.041872200003126636,42.456219700019574,[np.float64(-0.3175925925925926)],[np.float64(-0.10925925925925926)],[0],[0],[1],[1.6727428000012878],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
20,0,20,"[np.float64(-0.3175925925925926), np.float64(-0.38055555555555554)]","[np.float64(-0.10925925925925926), np.float64(0.38425925925925924)]","[0, 0]","[0, 0]","[1, 1]","[0.0007357999857049435, 1.9175473999930546]","[None, 'target']",20,0,20,0,42.48326200002339,,5,42.473462100024335,42.48326200002339,42.48326200002339,0.017071400012355298,44.39122070002486,"[np.float64(-0.3175925925925926), np.float64(-0.38055555555555554)]","[np.float64(-0.10925925925925926), np.float64(0.38425925925925924)]","[0, 0]","[0, 0]","[1, 1]","[0.0007357999857049435, 1.9175473999930546]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
21,0,21,[np.float64(0.36666666666666664)],[np.float64(0.2518518518518518)],[0],[0],[1],[1.8455992999952286],['target'],21,0,21,0,44.47625970002264,,10,44.46043700000155,44.47625970002264,44.47625970002264,0.06850829999893904,46.30612560000736,[np.float64(0.36666666666666664)],[np.float64(0.2518518518518518)],[0],[0],[1],[1.8455992999952286],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
22,0,22,"[np.float64(0.36666666666666664), np.float64(-0.44537037037037036)]","[np.float64(0.2518518518518518), np.float64(-0.19722222222222222)]","[0, 0]","[0, 0]","[1, 1]","[0.0006477000133600086, 2.229071500012651]","[None, 'target']",22,0,22,0,46.336756200005766,,5,46.32571360000293,46.336756200005766,46.336756200005766,0.019240499997977167,48.554855100024724,"[np.float64(0.36666666666666664), np.float64(-0.44537037037037036)]","[np.float64(0.2518518518518518), np.float64(-0.19722222222222222)]","[0, 0]","[0, 0]","[1, 1]","[0.0006477000133600086, 2.229071500012651]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
23,0,23,"[np.float64(-0.44537037037037036), np.float64(-0.33055555555555555)]","[np.float64(-0.19722222222222222), np.float64(0.45185185185185184)]","[0, 0]","[0, 0]","[1, 1]","[0.0006260999944061041, 1.738312000001315]","[None, 'target']",23,0,23,0,48.60150590000558,,10,48.58664230001159,48.60150590000558,48.60150590000558,0.03160539999953471,50.3253040999989,"[np.float64(-0.44537037037037036), np.float64(-0.33055555555555555)]","[np.float64(-0.19722222222222222), np.float64(0.45185185185185184)]","[0, 0]","[0, 0]","[1, 1]","[0.0006260999944061041, 1.738312000001315]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
24,0,24,"[np.float64(-0.33055555555555555), np.float64(0.21944444444444444), np.float64(0.25277777777777777)]","[np.float64(0.45185185185185184), np.float64(0.3453703703703704), np.float64(0.325)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0013491999998223037, 2.056698000000324, 3.4745914999803063]","[None, None, 'target']",24,0,24,0,50.37861160002649,,5,50.36562640001648,50.37861160002649,50.37861160002649,0.03951459997915663,53.84042310001678,"[np.float64(-0.33055555555555555), np.float64(0.21944444444444444), np.float64(0.25277777777777777)]","[np.float64(0.45185185185185184), np.float64(0.3453703703703704), np.float64(0.325)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0013491999998223037, 2.056698000000324, 3.4745914999803063]","[None, None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
25,0,25,[np.float64(-0.0787037037037037)],[np.float64(-0.075)],[0],[0],[1],[2.1150281000009272],['target'],25,0,25,0,53.9073007000261,,10,53.89064060000237,53.9073007000261,53.9073007000261,0.04945910000242293,56.00590460002422,[np.float64(-0.0787037037037037)],[np.float64(-0.075)],[0],[0],[1],[2.1150281000009272],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
26,0,26,[np.float64(-0.1675925925925926)],[np.float64(0.20555555555555555)],[0],[0],[1],[1.3357747000118252],['target'],26,0,26,0,56.048800700024,,5,56.03866790002212,56.048800700024,56.048800700024,0.032053800008725375,57.37484550001682,[np.float64(-0.1675925925925926)],[np.float64(0.20555555555555555)],[0],[0],[1],[1.3357747000118252],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
27,0,27,[np.float64(0.23333333333333334)],[np.float64(-0.1111111111111111)],[0],[0],[1],[1.537654499989003],['target'],27,0,27,0,57.412410400022054,,5,57.40303370001493,57.412410400022054,57.412410400022054,0.027250500017544255,58.940916500025196,[np.float64(0.23333333333333334)],[np.float64(-0.1111111111111111)],[0],[0],[1],[1.537654499989003],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
28,0,28,[np.float64(-0.4462962962962963)],[np.float64(0.04259259259259259)],[0],[0],[1],[1.6036722999997437],['target'],28,0,28,0,59.000730500003556,,10,58.98564610001631,59.000730500003556,59.000730500003556,0.04412820001016371,60.58941810001852,[np.float64(-0.4462962962962963)],[np.float64(0.04259259259259259)],[0],[0],[1],[1.6036722999997437],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
29,0,29,[np.float64(-0.3416666666666667)],[np.float64(-0.13518518518518519)],[0],[0],[1],[1.8156696000078227],['target'],29,0,29,0,60.61735340001178,,5,60.60718590000761,60.61735340001178,60.61735340001178,0.017588799993973225,62.423110900010215,[np.float64(-0.3416666666666667)],[np.float64(-0.13518518518518519)],[0],[0],[1],[1.8156696000078227],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
30,0,30,[np.float64(-0.2916666666666667)],[np.float64(0.03425925925925926)],[0],[0],[1],[0.9541861999896355],['target'],30,0,30,0,62.482228600012604,,10,62.46705490001477,62.482228600012604,62.482228600012604,0.043305200000759214,63.42148210000596,[np.float64(-0.2916666666666667)],[np.float64(0.03425925925925926)],[0],[0],[1],[0.9541861999896355],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
31,0,31,[np.float64(-0.15925925925925927)],[np.float64(-0.42314814814814816)],[0],[0],[1],[1.3589470000006258],['target'],31,0,31,0,63.45614260001457,,5,63.44639360002475,63.45614260001457,63.45614260001457,0.02416070000617765,64.80556760000763,[np.float64(-0.15925925925925927)],[np.float64(-0.42314814814814816)],[0],[0],[1],[1.3589470000006258],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
32,0,32,[np.float64(0.32314814814814813)],[np.float64(-0.05648148148148148)],[0],[0],[1],[1.6266575999907218],['target'],32,0,32,0,64.83768009999767,,5,64.82756920001702,64.83768009999767,64.83768009999767,0.021583500027190894,66.45431500000996,[np.float64(0.32314814814814813)],[np.float64(-0.05648148148148148)],[0],[0],[1],[1.6266575999907218],['target'],003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
33,0,33,"[np.float64(0.32314814814814813), np.float64(0.09537037037037037), np.float64(0.1111111111111111)]","[np.float64(-0.05648148148148148), np.float64(0.1388888888888889), np.float64(0.12777777777777777)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0006693000032100827, 1.3294236999936402, 3.4111539000004996]","[None, None, 'target']",33,0,33,0,66.48818880002364,,5,66.4760611000238,66.48818880002364,66.48818880002364,0.02157829998759553,69.88743410000461,"[np.float64(0.32314814814814813), np.float64(0.09537037037037037), np.float64(0.1111111111111111)]","[np.float64(-0.05648148148148148), np.float64(0.1388888888888889), np.float64(0.12777777777777777)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0006693000032100827, 1.3294236999936402, 3.4111539000004996]","[None, None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
34,0,34,"[np.float64(0.1111111111111111), np.float64(0.22314814814814815), np.float64(0.2462962962962963)]","[np.float64(0.12777777777777777), np.float64(0.16111111111111112), np.float64(0.15555555555555556)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.000512500002514571, 1.6871526000031736, 2.6706639000040013]","[None, None, 'target']",34,0,34,0,69.94642610001029,,10,69.93237890000455,69.94642610001029,69.94642610001029,0.04438259999733418,72.60314830002608,"[np.float64(0.1111111111111111), np.float64(0.22314814814814815), np.float64(0.2462962962962963)]","[np.float64(0.12777777777777777), np.float64(0.16111111111111112), np.float64(0.15555555555555556)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.000512500002514571, 1.6871526000031736, 2.6706639000040013]","[None, None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
35,0,35,"[np.float64(0.2462962962962963), np.float64(0.11296296296296296)]","[np.float64(0.15555555555555556), np.float64(-0.18703703703703703)]","[0, 0]","[0, 0]","[1, 1]","[0.0006439000135287642, 2.368032200000016]","[None, 'target']",35,0,35,0,72.65086390002398,,10,72.63483280001674,72.65086390002398,72.65086390002398,0.03140089998487383,75.0029500000237,"[np.float64(0.2462962962962963), np.float64(0.11296296296296296)]","[np.float64(0.15555555555555556), np.float64(-0.18703703703703703)]","[0, 0]","[0, 0]","[1, 1]","[0.0006439000135287642, 2.368032200000016]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
36,0,36,"[np.float64(0.11296296296296296), np.float64(0.1925925925925926)]","[np.float64(-0.18703703703703703), np.float64(0.25092592592592594)]","[0, 0]","[0, 0]","[1, 1]","[0.0006563999922946095, 2.4657782999856863]","[None, 'target']",36,0,36,0,75.05566000001272,,10,75.03739040001528,75.05566000001272,75.05566000001272,0.03423690001363866,77.50329190000775,"[np.float64(0.11296296296296296), np.float64(0.1925925925925926)]","[np.float64(-0.18703703703703703), np.float64(0.25092592592592594)]","[0, 0]","[0, 0]","[1, 1]","[0.0006563999922946095, 2.4657782999856863]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
37,0,37,"[np.float64(0.1925925925925926), np.float64(-0.4777777777777778)]","[np.float64(0.25092592592592594), np.float64(-0.30277777777777776)]","[0, 0]","[0, 0]","[1, 1]","[0.001281999982893467, 2.392250300006708]","[None, 'target']",37,0,37,0,77.54388550002477,,5,77.52936430001864,77.54388550002477,77.54388550002477,0.025673600001027808,79.92202370002633,"[np.float64(0.1925925925925926), np.float64(-0.4777777777777778)]","[np.float64(0.25092592592592594), np.float64(-0.30277777777777776)]","[0, 0]","[0, 0]","[1, 1]","[0.001281999982893467, 2.392250300006708]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
38,0,38,"[np.float64(-0.4777777777777778), np.float64(0.2935185185185185)]","[np.float64(-0.30277777777777776), np.float64(-0.24814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006328000163193792, 2.4100968000129797]","[None, 'target']",38,0,38,0,79.98999700002605,,10,79.97523340000771,79.98999700002605,79.98999700002605,0.052040499984286726,82.38543480000226,"[np.float64(-0.4777777777777778), np.float64(0.2935185185185185)]","[np.float64(-0.30277777777777776), np.float64(-0.24814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006328000163193792, 2.4100968000129797]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
39,0,39,"[np.float64(0.2935185185185185), np.float64(-0.31203703703703706)]","[np.float64(-0.24814814814814815), np.float64(0.2712962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0008283999923150986, 1.6821293999964837]","[None, 'target']",39,0,39,0,82.4153688000224,,5,82.40418670000508,82.4153688000224,82.4153688000224,0.018512200011173263,84.0865670000203,"[np.float64(0.2935185185185185), np.float64(-0.31203703703703706)]","[np.float64(-0.24814814814814815), np.float64(0.2712962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0008283999923150986, 1.6821293999964837]","[None, 'target']",003,001,2025-09-30_20h21.25.668,Visual Search,,2025.1.1,59.81022216826589,2025-09-30 20h21.34.620850 +0530,
