thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
31,0,31,[np.float64(-0.1824074074074074)],[np.float64(0.4777777777777778)],[0],[0],[1],[5.778027499996824],['target'],31,0,31,0,88.05813879999914,,10,88.04378870001528,88.05813879999914,88.05813879999914,0.04028379998635501,93.82206630002474,[np.float64(-0.1824074074074074)],[np.float64(0.4777777777777778)],[0],[0],[1],[5.778027499996824],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
32,0,32,[np.float64(-0.30277777777777776)],[np.float64(0.19537037037037036)],[0],[0],[1],[2.6551821999892127],['target'],32,0,32,0,93.8588591000007,,5,93.8490587999986,93.8588591000007,93.8588591000007,0.02615630000946112,96.5043818000122,[np.float64(-0.30277777777777776)],[np.float64(0.19537037037037036)],[0],[0],[1],[2.6551821999892127],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
33,0,33,"[np.float64(-0.30277777777777776), np.float64(-0.4861111111111111)]","[np.float64(0.19537037037037036), np.float64(0.30092592592592593)]","[0, 0]","[0, 0]","[1, 1]","[0.0007040999771561474, 2.5251679999928456]","[None, 'target']",33,0,33,0,96.55615070002386,,5,96.54539920002571,96.55615070002386,96.55615070002386,0.04068060001009144,99.0709526000137,"[np.float64(-0.30277777777777776), np.float64(-0.4861111111111111)]","[np.float64(0.19537037037037036), np.float64(0.30092592592592593)]","[0, 0]","[0, 0]","[1, 1]","[0.0007040999771561474, 2.5251679999928456]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
34,0,34,[np.float64(0.08703703703703704)],[np.float64(0.4203703703703704)],[0],[0],[1],[3.9597604000009596],['target'],34,0,34,0,99.14018159999978,,10,99.12600820002262,99.14018159999978,99.14018159999978,0.053858600003877655,103.08586880000075,[np.float64(0.08703703703703704)],[np.float64(0.4203703703703704)],[0],[0],[1],[3.9597604000009596],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
35,0,35,"[np.float64(0.08703703703703704), np.float64(-0.22685185185185186)]","[np.float64(0.4203703703703704), np.float64(0.08425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0008160000143107027, 2.4703815999964718]","[None, 'target']",35,0,35,0,103.12466420000419,,5,103.11540110001806,103.12466420000419,103.12466420000419,0.02925709998817183,105.58592340000905,"[np.float64(0.08703703703703704), np.float64(-0.22685185185185186)]","[np.float64(0.4203703703703704), np.float64(0.08425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0008160000143107027, 2.4703815999964718]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
36,0,36,"[np.float64(-0.22685185185185186), np.float64(0.21574074074074073)]","[np.float64(0.08425925925925926), np.float64(-0.14444444444444443)]","[0, 0]","[0, 0]","[1, 1]","[0.0005114999949000776, 2.6120060999819543]","[None, 'target']",36,0,36,0,105.63744930000394,,10,105.62339930000599,105.63744930000394,105.63744930000394,0.037141700013307855,108.23566210002173,"[np.float64(-0.22685185185185186), np.float64(0.21574074074074073)]","[np.float64(0.08425925925925926), np.float64(-0.14444444444444443)]","[0, 0]","[0, 0]","[1, 1]","[0.0005114999949000776, 2.6120060999819543]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
37,0,37,[np.float64(0.1361111111111111)],[np.float64(0.26944444444444443)],[0],[0],[1],[2.595228899997892],['target'],37,0,37,0,108.2673670000222,,5,108.25813500001095,108.2673670000222,108.2673670000222,0.021608300012303516,110.853551600012,[np.float64(0.1361111111111111)],[np.float64(0.26944444444444443)],[0],[0],[1],[2.595228899997892],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
38,0,38,[np.float64(-0.11018518518518519)],[np.float64(0.05740740740740741)],[0],[0],[1],[2.0384485000104178],['target'],38,0,38,0,110.91213910002261,,10,110.89851830000407,110.91213910002261,110.91213910002261,0.044383699976606295,112.93720470002154,[np.float64(-0.11018518518518519)],[np.float64(0.05740740740740741)],[0],[0],[1],[2.0384485000104178],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
39,0,39,"[np.float64(-0.11018518518518519), np.float64(0.4444444444444444)]","[np.float64(0.05740740740740741), np.float64(-0.27870370370370373)]","[0, 0]","[0, 0]","[1, 1]","[0.0012953999976161867, 4.642763500014553]","[None, 'target']",39,0,39,0,112.98556220001774,,5,112.97441029999754,112.98556220001774,112.98556220001774,0.036482399998931214,117.61730100002023,"[np.float64(-0.11018518518518519), np.float64(0.4444444444444444)]","[np.float64(0.05740740740740741), np.float64(-0.27870370370370373)]","[0, 0]","[0, 0]","[1, 1]","[0.0012953999976161867, 4.642763500014553]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
40,0,40,"[np.float64(0.4444444444444444), np.float64(0.1787037037037037)]","[np.float64(-0.27870370370370373), np.float64(0.2490740740740741)]","[0, 0]","[0, 0]","[1, 1]","[0.0005760999920312315, 3.6928086999978404]","[None, 'target']",40,0,40,0,117.6499878000177,,5,117.64147670002421,117.6499878000177,117.6499878000177,0.023838399996748194,121.33449550002115,"[np.float64(0.4444444444444444), np.float64(0.1787037037037037)]","[np.float64(-0.27870370370370373), np.float64(0.2490740740740741)]","[0, 0]","[0, 0]","[1, 1]","[0.0005760999920312315, 3.6928086999978404]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
41,0,41,"[np.float64(0.1787037037037037), np.float64(0.4444444444444444)]","[np.float64(0.2490740740740741), np.float64(0.20555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.0010322000016458333, 2.013112299988279]","[None, 'target']",41,0,41,0,121.38524290002533,,5,121.37121670000488,121.38524290002533,121.38524290002533,0.03623450000304729,123.3845928000228,"[np.float64(0.1787037037037037), np.float64(0.4444444444444444)]","[np.float64(0.2490740740740741), np.float64(0.20555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.0010322000016458333, 2.013112299988279]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
42,0,42,"[np.float64(0.4444444444444444), np.float64(0.15925925925925927)]","[np.float64(0.20555555555555555), np.float64(-0.1787037037037037)]","[0, 0]","[0, 0]","[1, 1]","[0.0008149999775923789, 2.702584599988768]","[None, 'target']",42,0,42,0,123.44179890002124,,5,123.4299069000117,123.44179890002124,123.44179890002124,0.04462460000650026,126.13268190002418,"[np.float64(0.4444444444444444), np.float64(0.15925925925925927)]","[np.float64(0.20555555555555555), np.float64(-0.1787037037037037)]","[0, 0]","[0, 0]","[1, 1]","[0.0008149999775923789, 2.702584599988768]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
43,0,43,"[np.float64(0.15925925925925927), np.float64(-0.1574074074074074)]","[np.float64(-0.1787037037037037), np.float64(-0.1787037037037037)]","[0, 0]","[0, 0]","[1, 1]","[0.000522699992870912, 2.0570394000096712]","[None, 'target']",43,0,43,0,126.16899870001362,,5,126.15972560000955,126.16899870001362,126.16899870001362,0.026601899997331202,128.21717820002232,"[np.float64(0.15925925925925927), np.float64(-0.1574074074074074)]","[np.float64(-0.1787037037037037), np.float64(-0.1787037037037037)]","[0, 0]","[0, 0]","[1, 1]","[0.000522699992870912, 2.0570394000096712]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
44,0,44,[np.float64(0.3314814814814815)],[np.float64(-0.2962962962962963)],[0],[0],[1],[2.2081437000015285],['target'],44,0,44,0,128.25311390002025,,5,128.2435747999989,128.25311390002025,128.25311390002025,0.025489099993137643,130.45204540001578,[np.float64(0.3314814814814815)],[np.float64(-0.2962962962962963)],[0],[0],[1],[2.2081437000015285],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
45,0,45,"[np.float64(0.3314814814814815), np.float64(0.35462962962962963)]","[np.float64(-0.2962962962962963), np.float64(0.030555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.000814300001366064, 2.629225399985444]","[None, 'target']",45,0,45,0,130.49925260001328,,5,130.48737800001982,130.49925260001328,130.49925260001328,0.034601999999722466,133.11680750001688,"[np.float64(0.3314814814814815), np.float64(0.35462962962962963)]","[np.float64(-0.2962962962962963), np.float64(0.030555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.000814300001366064, 2.629225399985444]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
46,0,46,"[np.float64(0.35462962962962963), np.float64(0.19907407407407407)]","[np.float64(0.030555555555555555), np.float64(0.5)]","[0, 0]","[0, 0]","[1, 1]","[0.0008417000062763691, 2.360788699996192]","[None, 'target']",46,0,46,0,133.16813490001368,,5,133.15555950000999,133.16813490001368,133.16813490001368,0.038033499993616715,135.51679540000623,"[np.float64(0.35462962962962963), np.float64(0.19907407407407407)]","[np.float64(0.030555555555555555), np.float64(0.5)]","[0, 0]","[0, 0]","[1, 1]","[0.0008417000062763691, 2.360788699996192]","[None, 'target']",002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
47,0,47,[np.float64(0.07037037037037037)],[np.float64(-0.4166666666666667)],[0],[0],[1],[5.546099900006084],['target'],47,0,47,0,135.5672510000004,,10,135.5526050000044,135.5672510000004,135.5672510000004,0.03462649998255074,141.0989512000233,[np.float64(0.07037037037037037)],[np.float64(-0.4166666666666667)],[0],[0],[1],[5.546099900006084],['target'],002,001,2025-09-30_19h47.00.454,Visual Search,,2025.1.1,60.02469416553057,2025-09-30 19h47.12.858348 +0530,
