thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
57,0,57,[np.float64(-0.3888888888888889)],[np.float64(0.23703703703703705)],[0],[0],[1],[3.205359599989606],['target'],57,0,57,0,205.77201829999103,,10,205.75737589999335,205.77201829999103,205.77201829999103,0.039159600011771545,208.96281150000868,[np.float64(-0.3888888888888889)],[np.float64(0.23703703703703705)],[0],[0],[1],[3.205359599989606],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
58,0,58,[np.float64(0.05462962962962963)],[np.float64(0.387037037037037)],[0],[0],[1],[3.6681590000225697],['target'],58,0,58,0,209.00842739999644,,10,208.99441740001203,209.00842739999644,209.00842739999644,0.03139330001431517,212.6626641000039,[np.float64(0.05462962962962963)],[np.float64(0.387037037037037)],[0],[0],[1],[3.6681590000225697],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
59,0,59,[np.float64(0.2898148148148148)],[np.float64(-0.42314814814814816)],[0],[0],[1],[2.9525168999971356],['target'],59,0,59,0,212.70768799999496,,10,212.69357770000352,212.70768799999496,212.70768799999496,0.030696899979375303,215.64634899998782,[np.float64(0.2898148148148148)],[np.float64(-0.42314814814814816)],[0],[0],[1],[2.9525168999971356],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
60,0,60,[np.float64(0.18981481481481483)],[np.float64(0.0962962962962963)],[0],[0],[1],[2.1647655999986455],['target'],60,0,60,0,215.67609029999585,,5,215.66659430001164,215.67609029999585,215.67609029999585,0.01949030000832863,217.83163120000972,[np.float64(0.18981481481481483)],[np.float64(0.0962962962962963)],[0],[0],[1],[2.1647655999986455],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
61,0,61,[np.float64(-0.1361111111111111)],[np.float64(0.20185185185185187)],[0],[0],[1],[4.367606499989051],['target'],61,0,61,0,217.89109759998973,,10,217.8764550999913,217.89109759998973,217.89109759998973,0.04418920000898652,222.24413800000912,[np.float64(-0.1361111111111111)],[np.float64(0.20185185185185187)],[0],[0],[1],[4.367606499989051],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
62,0,62,[np.float64(0.09351851851851851)],[np.float64(0.1685185185185185)],[0],[0],[1],[2.1531050999765284],['target'],62,0,62,0,222.27039349998813,,5,222.261737599998,222.27039349998813,222.27039349998813,0.01735539999208413,224.41525900000124,[np.float64(0.09351851851851851)],[np.float64(0.1685185185185185)],[0],[0],[1],[2.1531050999765284],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
63,0,63,[np.float64(0.4527777777777778)],[np.float64(-0.4064814814814815)],[0],[0],[1],[2.761863199993968],['target'],63,0,63,0,224.4802250000066,,10,224.46560200001113,224.4802250000066,224.4802250000066,0.04933480001636781,227.2275518999959,[np.float64(0.4527777777777778)],[np.float64(-0.4064814814814815)],[0],[0],[1],[2.761863199993968],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
64,0,64,[np.float64(-0.2972222222222222)],[np.float64(-0.11574074074074074)],[0],[0],[1],[4.19505029998254],['target'],64,0,64,0,227.28025790001266,,10,227.265919700003,227.28025790001266,227.28025790001266,0.037949199991999194,231.46107160000247,[np.float64(-0.2972222222222222)],[np.float64(-0.11574074074074074)],[0],[0],[1],[4.19505029998254],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
65,0,65,[np.float64(0.45092592592592595)],[np.float64(-0.44166666666666665)],[0],[0],[1],[3.470197599992389],['target'],65,0,65,0,231.50605880000512,,10,231.4915791999956,231.50605880000512,231.50605880000512,0.030248900002334267,234.96199969999725,[np.float64(0.45092592592592595)],[np.float64(-0.44166666666666665)],[0],[0],[1],[3.470197599992389],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
66,0,66,[np.float64(0.36203703703703705)],[np.float64(-0.1814814814814815)],[0],[0],[1],[2.705939799983753],['target'],66,0,66,0,234.9984708999982,,5,234.98898299998837,234.9984708999982,234.9984708999982,0.026268299989169464,237.695160400006,[np.float64(0.36203703703703705)],[np.float64(-0.1814814814814815)],[0],[0],[1],[2.705939799983753],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
67,0,67,[np.float64(-0.3888888888888889)],[np.float64(-0.09074074074074075)],[0],[0],[1],[4.0913823999871965],['target'],67,0,67,0,237.729662800004,,5,237.72041340000578,237.729662800004,237.729662800004,0.024659100017743185,241.81201630001306,[np.float64(-0.3888888888888889)],[np.float64(-0.09074074074074075)],[0],[0],[1],[4.0913823999871965],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
68,0,68,[np.float64(-0.35185185185185186)],[np.float64(0.12129629629629629)],[0],[0],[1],[3.8437339999945834],['target'],68,0,68,0,241.86310109999613,,10,241.84870430000592,241.86310109999613,241.86310109999613,0.0361218000180088,245.6924844000023,[np.float64(-0.35185185185185186)],[np.float64(0.12129629629629629)],[0],[0],[1],[3.8437339999945834],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
69,0,69,[np.float64(-0.33055555555555555)],[np.float64(0.062037037037037036)],[0],[0],[1],[3.2494724999996834],['target'],69,0,69,0,245.7405725000135,,10,245.72594080001,245.7405725000135,245.7405725000135,0.03330010001081973,248.9754963000014,[np.float64(-0.33055555555555555)],[np.float64(0.062037037037037036)],[0],[0],[1],[3.2494724999996834],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
70,0,70,"[np.float64(-0.33055555555555555), np.float64(-0.49074074074074076)]","[np.float64(0.062037037037037036), np.float64(0.5)]","[0, 0]","[0, 0]","[1, 1]","[0.0008083999855443835, 4.89697219998925]","[None, 'target']",70,0,70,0,249.0291840999853,,10,249.0128121000016,249.0291840999853,249.0291840999853,0.037100200017448515,253.91000070000882,"[np.float64(-0.33055555555555555), np.float64(-0.49074074074074076)]","[np.float64(0.062037037037037036), np.float64(0.5)]","[0, 0]","[0, 0]","[1, 1]","[0.0008083999855443835, 4.89697219998925]","[None, 'target']",004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
71,0,71,[np.float64(0.26666666666666666)],[np.float64(0.21481481481481482)],[0],[0],[1],[3.649279600009322],['target'],71,0,71,0,253.9746301000123,,10,253.95816539999214,253.9746301000123,253.9746301000123,0.04721849999623373,257.6075007999898,[np.float64(0.26666666666666666)],[np.float64(0.21481481481481482)],[0],[0],[1],[3.649279600009322],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
72,0,72,[np.float64(-0.007407407407407408)],[np.float64(0.3111111111111111)],[0],[0],[1],[3.2755245000007562],['target'],72,0,72,0,257.6512296999863,,10,257.6353177000128,257.6512296999863,257.6512296999863,0.027659800020046532,260.9113212999946,[np.float64(-0.007407407407407408)],[np.float64(0.3111111111111111)],[0],[0],[1],[3.2755245000007562],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
73,0,73,[np.float64(-0.2037037037037037)],[np.float64(0.06018518518518518)],[0],[0],[1],[2.886311799986288],['target'],73,0,73,0,260.9693568999937,,10,260.95399700000416,260.9693568999937,260.9693568999937,0.04134830000111833,263.8403485000017,[np.float64(-0.2037037037037037)],[np.float64(0.06018518518518518)],[0],[0],[1],[2.886311799986288],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
74,0,74,[np.float64(0.48333333333333334)],[np.float64(0.38796296296296295)],[0],[0],[1],[4.003884100005962],['target'],74,0,74,0,263.88232880001306,,10,263.8691103000019,263.88232880001306,263.88232880001306,0.028633000008994713,267.87308089999715,[np.float64(0.48333333333333334)],[np.float64(0.38796296296296295)],[0],[0],[1],[4.003884100005962],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
75,0,75,[np.float64(-0.2537037037037037)],[np.float64(0.30092592592592593)],[0],[0],[1],[3.4493094999925233],['target'],75,0,75,0,267.90141940000467,,5,267.8924534000107,267.90141940000467,267.90141940000467,0.01914980000583455,271.3419995000004,[np.float64(-0.2537037037037037)],[np.float64(0.30092592592592593)],[0],[0],[1],[3.4493094999925233],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
76,0,76,[np.float64(-0.14722222222222223)],[np.float64(-0.08055555555555556)],[0],[0],[1],[2.4914026000187732],['target'],76,0,76,0,271.379990299989,,5,271.3704490000091,271.379990299989,271.379990299989,0.02786750000086613,273.86225400000694,[np.float64(-0.14722222222222223)],[np.float64(-0.08055555555555556)],[0],[0],[1],[2.4914026000187732],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
77,0,77,[np.float64(0.26481481481481484)],[np.float64(-0.3509259259259259)],[0],[0],[1],[2.4067019000067376],['target'],77,0,77,0,273.8963283000048,,5,273.8853877999936,273.8963283000048,273.8963283000048,0.02227159999893047,276.29234300000826,[np.float64(0.26481481481481484)],[np.float64(-0.3509259259259259)],[0],[0],[1],[2.4067019000067376],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
78,0,78,[np.float64(0.48333333333333334)],[np.float64(0.4935185185185185)],[0],[0],[1],[3.147083099989686],['target'],78,0,78,0,276.3568582999869,,10,276.3423623999988,276.3568582999869,276.3568582999869,0.04934619998675771,279.4895932000072,[np.float64(0.48333333333333334)],[np.float64(0.4935185185185185)],[0],[0],[1],[3.147083099989686],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
79,0,79,[np.float64(-0.18333333333333332)],[np.float64(0.005555555555555556)],[0],[0],[1],[2.3667541000177152],['target'],79,0,79,0,279.53802179999184,,10,279.5235391999886,279.53802179999184,279.53802179999184,0.03353590000187978,281.89037989999633,[np.float64(-0.18333333333333332)],[np.float64(0.005555555555555556)],[0],[0],[1],[2.3667541000177152],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
80,0,80,[np.float64(0.3712962962962963)],[np.float64(0.3861111111111111)],[0],[0],[1],[2.9646424999809824],['target'],80,0,80,0,281.9173105999944,,5,281.9082350000099,281.9173105999944,281.9173105999944,0.017648499982897192,284.8730884999968,[np.float64(0.3712962962962963)],[np.float64(0.3861111111111111)],[0],[0],[1],[2.9646424999809824],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
81,0,81,[np.float64(-0.12777777777777777)],[np.float64(-0.3277777777777778)],[0],[0],[1],[3.373283699998865],['target'],81,0,81,0,284.94551339998725,,10,284.9319950999925,284.94551339998725,284.94551339998725,0.05838149998453446,288.305386299995,[np.float64(-0.12777777777777777)],[np.float64(-0.3277777777777778)],[0],[0],[1],[3.373283699998865],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
82,0,82,[np.float64(-0.18055555555555555)],[np.float64(0.4324074074074074)],[0],[0],[1],[1.9988390000071377],['target'],82,0,82,0,288.3564437000023,,10,288.3416608000116,288.3564437000023,288.3564437000023,0.036102799989748746,290.34075070000836,[np.float64(-0.18055555555555555)],[np.float64(0.4324074074074074)],[0],[0],[1],[1.9988390000071377],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
83,0,83,[np.float64(-0.42592592592592593)],[np.float64(0.24259259259259258)],[0],[0],[1],[2.9975341000244953],['target'],83,0,83,0,290.386508399999,,5,290.37606449998566,290.386508399999,290.386508399999,0.03481809998629615,293.37380510001094,[np.float64(-0.42592592592592593)],[np.float64(0.24259259259259258)],[0],[0],[1],[2.9975341000244953],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
84,0,84,[np.float64(0.13518518518518519)],[np.float64(0.3416666666666667)],[0],[0],[1],[3.646173400018597],['target'],84,0,84,0,293.4023784000019,,5,293.39268640000955,293.4023784000019,293.4023784000019,0.018372499995166436,297.0392286000133,[np.float64(0.13518518518518519)],[np.float64(0.3416666666666667)],[0],[0],[1],[3.646173400018597],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
85,0,85,[np.float64(-0.22037037037037038)],[np.float64(-0.10740740740740741)],[0],[0],[1],[3.0108386000210885],['target'],85,0,85,0,297.0902286999917,,10,297.07582040000125,297.0902286999917,297.0902286999917,0.03545769999618642,300.08677739999257,[np.float64(-0.22037037037037038)],[np.float64(-0.10740740740740741)],[0],[0],[1],[3.0108386000210885],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
86,0,86,[np.float64(0.14166666666666666)],[np.float64(0.19722222222222222)],[0],[0],[1],[2.602239500003634],['target'],86,0,86,0,300.1329110999941,,10,300.1183852000104,300.1329110999941,300.1329110999941,0.031347300013294443,302.7207411999989,[np.float64(0.14166666666666666)],[np.float64(0.19722222222222222)],[0],[0],[1],[2.602239500003634],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
87,0,87,[np.float64(-0.21481481481481482)],[np.float64(-0.13148148148148148)],[0],[0],[1],[2.5679407000134233],['target'],87,0,87,0,302.7686318999913,,10,302.75308080000104,302.7686318999913,302.7686318999913,0.03197320000617765,305.32119230000535,[np.float64(-0.21481481481481482)],[np.float64(-0.13148148148148148)],[0],[0],[1],[2.5679407000134233],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
88,0,88,[np.float64(0.2777777777777778)],[np.float64(-0.43425925925925923)],[0],[0],[1],[2.421068399999058],['target'],88,0,88,0,305.38002979999874,,10,305.36524069998995,305.38002979999874,305.38002979999874,0.04362410001340322,307.7863737999869,[np.float64(0.2777777777777778)],[np.float64(-0.43425925925925923)],[0],[0],[1],[2.421068399999058],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
89,0,89,[np.float64(-0.20555555555555555)],[np.float64(0.49722222222222223)],[0],[0],[1],[3.851424099993892],['target'],89,0,89,0,307.832107299997,,10,307.81775849999394,307.832107299997,307.832107299997,0.0312592999835033,311.66927129999385,[np.float64(-0.20555555555555555)],[np.float64(0.49722222222222223)],[0],[0],[1],[3.851424099993892],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
90,0,90,"[np.float64(-0.20555555555555555), np.float64(-0.3175925925925926)]","[np.float64(0.49722222222222223), np.float64(0.22037037037037038)]","[0, 0]","[0, 0]","[1, 1]","[0.0009626999963074923, 4.596629600011511]","[None, 'target']",90,0,90,0,311.6983670000045,,5,311.68855359999,311.6983670000045,311.6983670000045,0.018925099982880056,316.2853994999896,"[np.float64(-0.20555555555555555), np.float64(-0.3175925925925926)]","[np.float64(0.49722222222222223), np.float64(0.22037037037037038)]","[0, 0]","[0, 0]","[1, 1]","[0.0009626999963074923, 4.596629600011511]","[None, 'target']",004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
91,0,91,[np.float64(0.3101851851851852)],[np.float64(0.1925925925925926)],[0],[0],[1],[2.8603186999971513],['target'],91,0,91,0,316.3193518999906,,5,316.3103085999901,316.3193518999906,316.3193518999906,0.0242405999742914,319.17083690001164,[np.float64(0.3101851851851852)],[np.float64(0.1925925925925926)],[0],[0],[1],[2.8603186999971513],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
92,0,92,[np.float64(-0.15)],[np.float64(-0.2833333333333333)],[0],[0],[1],[2.6879150999884587],['target'],92,0,92,0,319.2081049999979,,5,319.1985411999922,319.2081049999979,319.2081049999979,0.027150699985213578,321.88669720001053,[np.float64(-0.15)],[np.float64(-0.2833333333333333)],[0],[0],[1],[2.6879150999884587],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
93,0,93,[np.float64(0.15462962962962962)],[np.float64(0.17407407407407408)],[0],[0],[1],[2.7681360999995377],['target'],93,0,93,0,321.9279739999911,,5,321.918671499996,321.9279739999911,321.9279739999911,0.031385600013891235,324.687223099987,[np.float64(0.15462962962962962)],[np.float64(0.17407407407407408)],[0],[0],[1],[2.7681360999995377],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
94,0,94,[np.float64(-0.20555555555555555)],[np.float64(-0.27870370370370373)],[0],[0],[1],[3.5054523999860976],['target'],94,0,94,0,324.74293300000136,,10,324.728392399993,324.74293300000136,324.74293300000136,0.04018449998693541,328.23395749999327,[np.float64(-0.20555555555555555)],[np.float64(-0.27870370370370373)],[0],[0],[1],[3.5054523999860976],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
95,0,95,[np.float64(0.17407407407407408)],[np.float64(-0.14351851851851852)],[0],[0],[1],[3.6675033000065014],['target'],95,0,95,0,328.2808056999929,,10,328.266861400014,328.2808056999929,328.2808056999929,0.032634800008963794,331.93445339999744,[np.float64(0.17407407407407408)],[np.float64(-0.14351851851851852)],[0],[0],[1],[3.6675033000065014],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
96,0,96,[np.float64(0.03518518518518519)],[np.float64(0.014814814814814815)],[0],[0],[1],[2.078659399994649],['target'],96,0,96,0,331.9648331000062,,5,331.95451760001015,331.9648331000062,331.9648331000062,0.0198785999964457,334.0332820999902,[np.float64(0.03518518518518519)],[np.float64(0.014814814814814815)],[0],[0],[1],[2.078659399994649],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
97,0,97,[np.float64(0.18703703703703703)],[np.float64(-0.4305555555555556)],[0],[0],[1],[3.0037319000111893],['target'],97,0,97,0,334.058658199996,,5,334.049562900007,334.058658199996,334.058658199996,0.01611699999193661,337.0536875000107,[np.float64(0.18703703703703703)],[np.float64(-0.4305555555555556)],[0],[0],[1],[3.0037319000111893],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
98,0,98,[np.float64(0.16666666666666666)],[np.float64(0.1527777777777778)],[0],[0],[1],[2.374911399994744],['target'],98,0,98,0,337.1061778999865,,10,337.0912546000036,337.1061778999865,337.1061778999865,0.03659810000681318,339.46624410001095,[np.float64(0.16666666666666666)],[np.float64(0.1527777777777778)],[0],[0],[1],[2.374911399994744],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
99,0,99,[np.float64(0.012962962962962963)],[np.float64(0.20185185185185187)],[0],[0],[1],[2.4498956999741495],['target'],99,0,99,0,339.5139057000051,,10,339.49990470000193,339.5139057000051,339.5139057000051,0.03348089999053627,341.9499133999925,[np.float64(0.012962962962962963)],[np.float64(0.20185185185185187)],[0],[0],[1],[2.4498956999741495],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
100,0,100,[np.float64(-0.13148148148148148)],[np.float64(-0.1)],[0],[0],[1],[2.1975217999715824],['target'],100,0,100,0,342.00057529998594,,10,341.98615670000436,342.00057529998594,342.00057529998594,0.0359566000115592,344.18376280000666,[np.float64(-0.13148148148148148)],[np.float64(-0.1)],[0],[0],[1],[2.1975217999715824],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
101,0,101,"[np.float64(-0.13148148148148148), np.float64(-0.19074074074074074)]","[np.float64(-0.1), np.float64(0.16018518518518518)]","[0, 0]","[0, 0]","[1, 1]","[0.0027479999989736825, 2.210347400017781]","[None, 'target']",101,0,101,0,344.2174987999897,,5,344.2052416999941,344.2174987999897,344.2174987999897,0.021184900018852204,346.4157150000101,"[np.float64(-0.13148148148148148), np.float64(-0.19074074074074074)]","[np.float64(-0.1), np.float64(0.16018518518518518)]","[0, 0]","[0, 0]","[1, 1]","[0.0027479999989736825, 2.210347400017781]","[None, 'target']",004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
102,0,102,[np.float64(0.39814814814814814)],[np.float64(0.22592592592592592)],[0],[0],[1],[2.515496800013352],['target'],102,0,102,0,346.4451523000025,,5,346.4359768999857,346.4451523000025,346.4451523000025,0.01996000000508502,348.9517000000051,[np.float64(0.39814814814814814)],[np.float64(0.22592592592592592)],[0],[0],[1],[2.515496800013352],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
103,0,103,[np.float64(0.42777777777777776)],[np.float64(0.14444444444444443)],[0],[0],[1],[3.4041122999915387],['target'],103,0,103,0,349.00840180000523,,10,348.9938688999973,349.00840180000523,349.00840180000523,0.041597000003093854,352.3980786000029,[np.float64(0.42777777777777776)],[np.float64(0.14444444444444443)],[0],[0],[1],[3.4041122999915387],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
104,0,104,[np.float64(0.1037037037037037)],[np.float64(-0.40185185185185185)],[0],[0],[1],[3.203307899995707],['target'],104,0,104,0,352.42475110001396,,5,352.4157056999975,352.42475110001396,352.42475110001396,0.017421099997591227,355.6194078999979,[np.float64(0.1037037037037037)],[np.float64(-0.40185185185185185)],[0],[0],[1],[3.203307899995707],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
105,0,105,[np.float64(-0.38333333333333336)],[np.float64(0.2564814814814815)],[0],[0],[1],[2.832615799998166],['target'],105,0,105,0,355.6639978000021,,10,355.6497941999987,355.6639978000021,355.6639978000021,0.029514099995139986,358.4824979999976,[np.float64(-0.38333333333333336)],[np.float64(0.2564814814814815)],[0],[0],[1],[2.832615799998166],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
106,0,106,"[np.float64(-0.38333333333333336), np.float64(0.4148148148148148)]","[np.float64(0.2564814814814815), np.float64(0.4861111111111111)]","[0, 0]","[0, 0]","[1, 1]","[0.0006748000159859657, 2.8677654000057373]","[None, 'target']",106,0,106,0,358.5288317000086,,10,358.5136194000079,358.5288317000086,358.5288317000086,0.03093750000698492,361.38159219999216,"[np.float64(-0.38333333333333336), np.float64(0.4148148148148148)]","[np.float64(0.2564814814814815), np.float64(0.4861111111111111)]","[0, 0]","[0, 0]","[1, 1]","[0.0006748000159859657, 2.8677654000057373]","[None, 'target']",004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
107,0,107,[np.float64(0.3574074074074074)],[np.float64(0.3814814814814815)],[0],[0],[1],[2.0242250000010245],['target'],107,0,107,0,361.41910960001405,,5,361.4091759999865,361.41910960001405,361.41910960001405,0.02676390000851825,363.43365550000453,[np.float64(0.3574074074074074)],[np.float64(0.3814814814814815)],[0],[0],[1],[2.0242250000010245],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
108,0,108,[np.float64(-0.17407407407407408)],[np.float64(0.45740740740740743)],[0],[0],[0],[1.804914700012887],['target'],108,0,108,0,363.4928411000001,,10,363.47822369998903,363.4928411000001,363.4928411000001,0.043740799999795854,365.2832133999909,[np.float64(-0.17407407407407408)],[np.float64(0.45740740740740743)],[0],[0],[0],[1.804914700012887],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
109,0,109,[np.float64(-0.20462962962962963)],[np.float64(0.29814814814814816)],[0],[0],[1],[1.8035463000123855],['target'],109,0,109,0,365.3253107999917,,10,365.31098040001234,365.3253107999917,365.3253107999917,0.02750889997696504,367.11466580000706,[np.float64(-0.20462962962962963)],[np.float64(0.29814814814814816)],[0],[0],[1],[1.8035463000123855],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
110,0,110,[np.float64(-0.3425925925925926)],[np.float64(-0.3990740740740741)],[0],[0],[1],[4.55110430001514],['target'],110,0,110,0,367.1393903999997,,5,367.12985180001124,367.1393903999997,367.1393903999997,0.014711399999214336,371.681098800007,[np.float64(-0.3425925925925926)],[np.float64(-0.3990740740740741)],[0],[0],[1],[4.55110430001514],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
111,0,111,[np.float64(0.12685185185185185)],[np.float64(-0.4740740740740741)],[0],[0],[1],[2.0182999999960884],['target'],111,0,111,0,371.7071761999978,,5,371.6982122999907,371.7071761999978,371.7071761999978,0.016825399972731248,373.7169363000139,[np.float64(0.12685185185185185)],[np.float64(-0.4740740740740741)],[0],[0],[1],[2.0182999999960884],['target'],004,001,2025-09-30_20h28.27.084,Visual Search,,2025.1.1,59.99080940785551,2025-09-30 20h28.36.220843 +0530,
