thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
43,0,43,"[np.float64(0.4324074074074074), np.float64(0.3425925925925926)]","[np.float64(-0.08703703703703704), np.float64(-0.38981481481481484)]","[0, 0]","[0, 0]","[1, 1]","[0.0007139999943319708, 2.2998318999889307]","[None, 'target']",43,0,43,0,116.60249940000358,,5,116.59274040002492,116.60249940000358,116.60249940000358,0.028326100000413135,118.89298299999791,"[np.float64(0.4324074074074074), np.float64(0.3425925925925926)]","[np.float64(-0.08703703703703704), np.float64(-0.38981481481481484)]","[0, 0]","[0, 0]","[1, 1]","[0.0007139999943319708, 2.2998318999889307]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
44,0,44,[np.float64(-0.44722222222222224)],[np.float64(-0.26481481481481484)],[0],[0],[1],[2.1504279999935534],['target'],44,0,44,0,118.96059349999996,,10,118.94364300000598,118.96059349999996,118.96059349999996,0.049425600009271875,121.09427320002578,[np.float64(-0.44722222222222224)],[np.float64(-0.26481481481481484)],[0],[0],[1],[2.1504279999935534],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
45,0,45,[np.float64(-0.1388888888888889)],[np.float64(-0.2796296296296296)],[0],[0],[1],[1.6581465000053868],['target'],45,0,45,0,121.15306310000597,,10,121.13782730000094,121.15306310000597,121.15306310000597,0.04292090001399629,122.79620420001447,[np.float64(-0.1388888888888889)],[np.float64(-0.2796296296296296)],[0],[0],[1],[1.6581465000053868],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
46,0,46,"[np.float64(-0.1388888888888889), np.float64(0.22407407407407406)]","[np.float64(-0.2796296296296296), np.float64(-0.4546296296296296)]","[0, 0]","[0, 0]","[1, 1]","[0.0009309999877586961, 2.042398699995829]","[None, 'target']",46,0,46,0,122.84460589999799,,5,122.83275110000977,122.84460589999799,122.84460589999799,0.03574530000332743,124.87535460002255,"[np.float64(-0.1388888888888889), np.float64(0.22407407407407406)]","[np.float64(-0.2796296296296296), np.float64(-0.4546296296296296)]","[0, 0]","[0, 0]","[1, 1]","[0.0009309999877586961, 2.042398699995829]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
47,0,47,[np.float64(0.15833333333333333)],[np.float64(0.10092592592592593)],[0],[0],[1],[1.849986400018679],['target'],47,0,47,0,124.94026420000591,,10,124.92576480002026,124.94026420000591,124.94026420000591,0.04989910000585951,126.77604050000082,[np.float64(0.15833333333333333)],[np.float64(0.10092592592592593)],[0],[0],[1],[1.849986400018679],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
48,0,48,[np.float64(0.25555555555555554)],[np.float64(-0.04537037037037037)],[0],[0],[1],[1.3837326999928337],['target'],48,0,48,0,126.84004880001885,,10,126.82455390001996,126.84004880001885,126.84004880001885,0.047816700011026114,128.20834360001027,[np.float64(0.25555555555555554)],[np.float64(-0.04537037037037037)],[0],[0],[1],[1.3837326999928337],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
49,0,49,"[np.float64(0.25555555555555554), np.float64(0.3712962962962963)]","[np.float64(-0.04537037037037037), np.float64(0.29444444444444445)]","[0, 0]","[0, 0]","[1, 1]","[0.0006867000192869455, 2.5645559999975376]","[None, 'target']",49,0,49,0,128.26163200000883,,10,128.2426845000009,128.26163200000883,128.26163200000883,0.03417810000246391,130.8073190000141,"[np.float64(0.25555555555555554), np.float64(0.3712962962962963)]","[np.float64(-0.04537037037037037), np.float64(0.29444444444444445)]","[0, 0]","[0, 0]","[1, 1]","[0.0006867000192869455, 2.5645559999975376]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
50,0,50,[np.float64(0.41203703703703703)],[np.float64(-0.10740740740740741)],[0],[0],[1],[1.9027552000188734],['target'],50,0,50,0,130.85885530000087,,10,130.84319240000332,130.85885530000087,130.85885530000087,0.03559370001312345,132.74631300001056,[np.float64(0.41203703703703703)],[np.float64(-0.10740740740740741)],[0],[0],[1],[1.9027552000188734],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
51,0,51,[np.float64(0.16111111111111112)],[np.float64(0.09722222222222222)],[0],[0],[1],[1.5840905999939423],['target'],51,0,51,0,132.8214845000184,,10,132.806198700011,132.8214845000184,132.8214845000184,0.05881390001741238,134.39036170000327,[np.float64(0.16111111111111112)],[np.float64(0.09722222222222222)],[0],[0],[1],[1.5840905999939423],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
52,0,52,"[np.float64(0.16111111111111112), np.float64(0.29444444444444445), np.float64(0.3148148148148148)]","[np.float64(0.09722222222222222), np.float64(-0.1712962962962963), np.float64(-0.15925925925925927)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.00090819998877123, 1.6534770999860484, 3.1367311000067275]","[None, None, 'target']",52,0,52,0,134.41288180000265,,5,134.4033934000181,134.41288180000265,134.41288180000265,0.012859999987995252,137.5402961000218,"[np.float64(0.16111111111111112), np.float64(0.29444444444444445), np.float64(0.3148148148148148)]","[np.float64(0.09722222222222222), np.float64(-0.1712962962962963), np.float64(-0.15925925925925927)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.00090819998877123, 1.6534770999860484, 3.1367311000067275]","[None, None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
53,0,53,[np.float64(0.27870370370370373)],[np.float64(0.15648148148148147)],[0],[0],[1],[1.8121663000201806],['target'],53,0,53,0,137.57055350000155,,5,137.561165000021,137.57055350000155,137.57055350000155,0.02034980000462383,139.37343560002046,[np.float64(0.27870370370370373)],[np.float64(0.15648148148148147)],[0],[0],[1],[1.8121663000201806],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
54,0,54,"[np.float64(0.27870370370370373), np.float64(-0.24166666666666667)]","[np.float64(0.15648148148148147), np.float64(0.3)]","[0, 0]","[0, 0]","[1, 1]","[0.00046800001291558146, 2.434065500012366]","[None, 'target']",54,0,54,0,139.39955680002458,,5,139.3909249000135,139.39955680002458,139.39955680002458,0.01733040000544861,141.8252195000241,"[np.float64(0.27870370370370373), np.float64(-0.24166666666666667)]","[np.float64(0.15648148148148147), np.float64(0.3)]","[0, 0]","[0, 0]","[1, 1]","[0.00046800001291558146, 2.434065500012366]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
55,0,55,"[np.float64(-0.24166666666666667), np.float64(0.14166666666666666)]","[np.float64(0.3), np.float64(0.3925925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0008598999993409961, 2.130609000014374]","[None, 'target']",55,0,55,0,141.8738885000057,,5,141.86081150002428,141.8738885000057,141.8738885000057,0.03493199998047203,143.99162900002557,"[np.float64(-0.24166666666666667), np.float64(0.14166666666666666)]","[np.float64(0.3), np.float64(0.3925925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0008598999993409961, 2.130609000014374]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
56,0,56,"[np.float64(0.14166666666666666), np.float64(-0.5009259259259259)]","[np.float64(0.3925925925925926), np.float64(-0.325)]","[0, 0]","[0, 0]","[1, 1]","[0.0006461000011768192, 2.845709999994142]","[None, 'target']",56,0,56,0,144.06010700002662,,10,144.04388219999964,144.06010700002662,144.06010700002662,0.051680600008694455,146.88964540002053,"[np.float64(0.14166666666666666), np.float64(-0.5009259259259259)]","[np.float64(0.3925925925925926), np.float64(-0.325)]","[0, 0]","[0, 0]","[1, 1]","[0.0006461000011768192, 2.845709999994142]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
57,0,57,"[np.float64(-0.5009259259259259), np.float64(-0.15925925925925927)]","[np.float64(-0.325), np.float64(0.08425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0006772000051569194, 1.5907921000034548]","[None, 'target']",57,0,57,0,146.93048660000204,,10,146.9155807000061,146.93048660000204,146.93048660000204,0.025784599973121658,148.50659679999808,"[np.float64(-0.5009259259259259), np.float64(-0.15925925925925927)]","[np.float64(-0.325), np.float64(0.08425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0006772000051569194, 1.5907921000034548]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
58,0,58,"[np.float64(-0.15925925925925927), np.float64(0.19074074074074074)]","[np.float64(0.08425925925925926), np.float64(-0.12777777777777777)]","[0, 0]","[0, 0]","[1, 1]","[0.0006392000068444759, 2.087417300004745]","[None, 'target']",58,0,58,0,148.56686220000847,,10,148.55123150002328,148.56686220000847,148.56686220000847,0.0438776999944821,150.63871600001585,"[np.float64(-0.15925925925925927), np.float64(0.19074074074074074)]","[np.float64(0.08425925925925926), np.float64(-0.12777777777777777)]","[0, 0]","[0, 0]","[1, 1]","[0.0006392000068444759, 2.087417300004745]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
59,0,59,"[np.float64(0.19074074074074074), np.float64(-0.2935185185185185)]","[np.float64(-0.12777777777777777), np.float64(-0.40925925925925927)]","[0, 0]","[0, 0]","[1, 1]","[0.0008611000084783882, 2.806044800003292]","[None, 'target']",59,0,59,0,150.71477550000418,,10,150.69894470000872,150.71477550000418,150.71477550000418,0.05971950001548976,153.50506400002632,"[np.float64(0.19074074074074074), np.float64(-0.2935185185185185)]","[np.float64(-0.12777777777777777), np.float64(-0.40925925925925927)]","[0, 0]","[0, 0]","[1, 1]","[0.0008611000084783882, 2.806044800003292]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
60,0,60,"[np.float64(-0.2935185185185185), np.float64(-0.5027777777777778)]","[np.float64(-0.40925925925925927), np.float64(-0.39166666666666666)]","[0, 0]","[0, 0]","[1, 1]","[0.0006715999916195869, 1.7004546000098344]","[None, 'target']",60,0,60,0,153.55473420000635,,10,153.5376708000258,153.55473420000635,153.55473420000635,0.03236429998651147,155.2381902000052,"[np.float64(-0.2935185185185185), np.float64(-0.5027777777777778)]","[np.float64(-0.40925925925925927), np.float64(-0.39166666666666666)]","[0, 0]","[0, 0]","[1, 1]","[0.0006715999916195869, 1.7004546000098344]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
61,0,61,"[np.float64(-0.5027777777777778), np.float64(-0.3648148148148148)]","[np.float64(-0.39166666666666666), np.float64(-0.044444444444444446)]","[0, 0]","[0, 0]","[1, 1]","[0.0006902000168338418, 1.8590603000193369]","[None, 'target']",61,0,61,0,155.2828417000128,,10,155.2656853000226,155.2828417000128,155.2828417000128,0.02728379998006858,157.1251666000171,"[np.float64(-0.5027777777777778), np.float64(-0.3648148148148148)]","[np.float64(-0.39166666666666666), np.float64(-0.044444444444444446)]","[0, 0]","[0, 0]","[1, 1]","[0.0006902000168338418, 1.8590603000193369]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
62,0,62,"[np.float64(-0.3648148148148148), np.float64(0.3638888888888889)]","[np.float64(-0.044444444444444446), np.float64(-0.2722222222222222)]","[0, 0]","[0, 0]","[1, 1]","[0.001178800011985004, 2.3682139000156894]","[None, 'target']",62,0,62,0,157.18394270000863,,5,157.1716698000091,157.18394270000863,157.18394270000863,0.045241499989060685,159.54008710000198,"[np.float64(-0.3648148148148148), np.float64(0.3638888888888889)]","[np.float64(-0.044444444444444446), np.float64(-0.2722222222222222)]","[0, 0]","[0, 0]","[1, 1]","[0.001178800011985004, 2.3682139000156894]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
63,0,63,[np.float64(0.475)],[np.float64(-0.14444444444444443)],[0],[0],[1],[1.775873699982185],['target'],63,0,63,0,159.58827240002574,,5,159.57877790002385,159.58827240002574,159.58827240002574,0.038112099980935454,161.35476960000233,[np.float64(0.475)],[np.float64(-0.14444444444444443)],[0],[0],[1],[1.775873699982185],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
64,0,64,"[np.float64(0.475), np.float64(-0.2916666666666667)]","[np.float64(-0.14444444444444443), np.float64(0.34814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006028999923728406, 1.9671227000071667]","[None, 'target']",64,0,64,0,161.38488270001835,,5,161.3714992000023,161.38488270001835,161.38488270001835,0.016564599995035678,163.33885160001228,"[np.float64(0.475), np.float64(-0.2916666666666667)]","[np.float64(-0.14444444444444443), np.float64(0.34814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006028999923728406, 1.9671227000071667]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
65,0,65,[np.float64(-0.2518518518518518)],[np.float64(-0.3787037037037037)],[0],[0],[1],[2.4995078000065405],['target'],65,0,65,0,163.38092600001255,,5,163.37207340000896,163.38092600001255,163.38092600001255,0.03231370000867173,165.87180740002077,[np.float64(-0.2518518518518518)],[np.float64(-0.3787037037037037)],[0],[0],[1],[2.4995078000065405],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
66,0,66,[np.float64(-0.058333333333333334)],[np.float64(-0.22777777777777777)],[0],[0],[1],[2.255182099994272],['target'],66,0,66,0,165.91051210000296,,5,165.90053440001793,165.91051210000296,165.91051210000296,0.028301899990765378,168.1560311000212,[np.float64(-0.058333333333333334)],[np.float64(-0.22777777777777777)],[0],[0],[1],[2.255182099994272],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
67,0,67,"[np.float64(-0.058333333333333334), np.float64(0.42592592592592593)]","[np.float64(-0.22777777777777777), np.float64(0.45555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.0005400999798439443, 2.051003899978241]","[None, 'target']",67,0,67,0,168.21801229999983,,10,168.20195060002152,168.21801229999983,168.21801229999983,0.04479799998807721,170.2530413000204,"[np.float64(-0.058333333333333334), np.float64(0.42592592592592593)]","[np.float64(-0.22777777777777777), np.float64(0.45555555555555555)]","[0, 0]","[0, 0]","[1, 1]","[0.0005400999798439443, 2.051003899978241]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
68,0,68,[np.float64(0.17777777777777778)],[np.float64(-0.25555555555555554)],[0],[0],[1],[3.163019699975848],['target'],68,0,68,0,170.30569800001103,,10,170.29035190001014,170.30569800001103,170.30569800001103,0.03705679997801781,173.4534531000245,[np.float64(0.17777777777777778)],[np.float64(-0.25555555555555554)],[0],[0],[1],[3.163019699975848],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
69,0,69,"[np.float64(0.17777777777777778), np.float64(-0.47129629629629627)]","[np.float64(-0.25555555555555554), np.float64(0.3194444444444444)]","[0, 0]","[0, 0]","[1, 1]","[0.0006707999855279922, 2.45244689998799]","[None, 'target']",69,0,69,0,173.499427200004,,10,173.4838524000079,173.499427200004,173.499427200004,0.03020670000114478,175.9363994000014,"[np.float64(0.17777777777777778), np.float64(-0.47129629629629627)]","[np.float64(-0.25555555555555554), np.float64(0.3194444444444444)]","[0, 0]","[0, 0]","[1, 1]","[0.0006707999855279922, 2.45244689998799]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
70,0,70,"[np.float64(-0.47129629629629627), np.float64(-0.29907407407407405)]","[np.float64(0.3194444444444444), np.float64(0.4564814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006576999730896205, 2.8549792999983765]","[None, 'target']",70,0,70,0,175.97807460001786,,10,175.96394810001948,175.97807460001786,175.97807460001786,0.027363400004105642,178.81903270000475,"[np.float64(-0.47129629629629627), np.float64(-0.29907407407407405)]","[np.float64(0.3194444444444444), np.float64(0.4564814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006576999730896205, 2.8549792999983765]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
71,0,71,"[np.float64(-0.29907407407407405), np.float64(0.48518518518518516)]","[np.float64(0.4564814814814815), np.float64(-0.28055555555555556)]","[0, 0]","[0, 0]","[1, 1]","[0.0006723999977111816, 2.5304252000059932]","[None, 'target']",71,0,71,0,178.8730909000151,,10,178.85818940002355,178.8730909000151,178.8730909000151,0.038759499992011115,181.38881580001907,"[np.float64(-0.29907407407407405), np.float64(0.48518518518518516)]","[np.float64(0.4564814814814815), np.float64(-0.28055555555555556)]","[0, 0]","[0, 0]","[1, 1]","[0.0006723999977111816, 2.5304252000059932]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
72,0,72,"[np.float64(0.48518518518518516), np.float64(0.3861111111111111)]","[np.float64(-0.28055555555555556), np.float64(-0.22777777777777777)]","[0, 0]","[0, 0]","[1, 1]","[0.000680800003465265, 2.0853078000072856]","[None, 'target']",72,0,72,0,181.44858760002535,,10,181.43331160000525,181.44858760002535,181.44858760002535,0.04378579999320209,183.5187525000074,"[np.float64(0.48518518518518516), np.float64(0.3861111111111111)]","[np.float64(-0.28055555555555556), np.float64(-0.22777777777777777)]","[0, 0]","[0, 0]","[1, 1]","[0.000680800003465265, 2.0853078000072856]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
73,0,73,"[np.float64(0.3861111111111111), np.float64(-0.4648148148148148)]","[np.float64(-0.22777777777777777), np.float64(0.2564814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.000818600005004555, 3.1017377999960445]","[None, 'target']",73,0,73,0,183.55937500001164,,5,183.54979960000492,183.55937500001164,183.55937500001164,0.030671499989693984,186.65158810000867,"[np.float64(0.3861111111111111), np.float64(-0.4648148148148148)]","[np.float64(-0.22777777777777777), np.float64(0.2564814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.000818600005004555, 3.1017377999960445]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
74,0,74,[np.float64(-0.21574074074074073)],[np.float64(0.14814814814814814)],[0],[0],[1],[1.9401158000109717],['target'],74,0,74,0,186.67633890002617,,5,186.66593640000792,186.67633890002617,186.67633890002617,0.014247499988414347,188.60625250000157,[np.float64(-0.21574074074074073)],[np.float64(0.14814814814814814)],[0],[0],[1],[1.9401158000109717],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
75,0,75,"[np.float64(-0.21574074074074073), np.float64(-0.41759259259259257)]","[np.float64(0.14814814814814814), np.float64(-0.2101851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0010163999977521598, 2.4885053999896627]","[None, 'target']",75,0,75,0,188.65849070000695,,5,188.64810060002492,188.65849070000695,188.65849070000695,0.0411786999902688,191.1367423000047,"[np.float64(-0.21574074074074073), np.float64(-0.41759259259259257)]","[np.float64(0.14814814814814814), np.float64(-0.2101851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0010163999977521598, 2.4885053999896627]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
76,0,76,[np.float64(0.337037037037037)],[np.float64(-0.12777777777777777)],[0],[0],[1],[2.813163300015731],['target'],76,0,76,0,191.20270140000503,,10,191.18792100000428,191.20270140000503,191.20270140000503,0.050616799999261275,194.00115150000784,[np.float64(0.337037037037037)],[np.float64(-0.12777777777777777)],[0],[0],[1],[2.813163300015731],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
77,0,77,"[np.float64(0.337037037037037), np.float64(0.2898148148148148)]","[np.float64(-0.12777777777777777), np.float64(0.18888888888888888)]","[0, 0]","[0, 0]","[1, 1]","[0.0006572999991476536, 1.8679188000096474]","[None, 'target']",77,0,77,0,194.02907810002216,,5,194.0198671000253,194.02907810002216,194.02907810002216,0.018439000006765127,195.8879987000255,"[np.float64(0.337037037037037), np.float64(0.2898148148148148)]","[np.float64(-0.12777777777777777), np.float64(0.18888888888888888)]","[0, 0]","[0, 0]","[1, 1]","[0.0006572999991476536, 1.8679188000096474]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
78,0,78,[np.float64(-0.037037037037037035)],[np.float64(0.44814814814814813)],[0],[0],[1],[2.6364023000060115],['target'],78,0,78,0,195.96332280000206,,10,195.94772970001213,195.96332280000206,195.96332280000206,0.05918889999156818,198.58418120001443,[np.float64(-0.037037037037037035)],[np.float64(0.44814814814814813)],[0],[0],[1],[2.6364023000060115],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
79,0,79,"[np.float64(-0.037037037037037035), np.float64(-0.21388888888888888)]","[np.float64(0.44814814814814813), np.float64(-0.03333333333333333)]","[0, 0]","[0, 0]","[1, 1]","[0.0006020000146236271, 1.948853500012774]","[None, 'target']",79,0,79,0,198.63407759999973,,10,198.61958280002,198.63407759999973,198.63407759999973,0.03520019998541102,200.56865540001309,"[np.float64(-0.037037037037037035), np.float64(-0.21388888888888888)]","[np.float64(0.44814814814814813), np.float64(-0.03333333333333333)]","[0, 0]","[0, 0]","[1, 1]","[0.0006020000146236271, 1.948853500012774]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
80,0,80,"[np.float64(-0.21388888888888888), np.float64(0.47129629629629627), np.float64(0.25462962962962965)]","[np.float64(-0.03333333333333333), np.float64(0.2490740740740741), np.float64(-0.05462962962962963)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0011217000137548894, 1.9819757000077516, 3.780200100009097]","[None, None, 'target']",80,0,80,0,200.61726880000788,,5,200.60281770001166,200.61726880000788,200.61726880000788,0.033361999987391755,204.38307210002677,"[np.float64(-0.21388888888888888), np.float64(0.47129629629629627), np.float64(0.25462962962962965)]","[np.float64(-0.03333333333333333), np.float64(0.2490740740740741), np.float64(-0.05462962962962963)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0011217000137548894, 1.9819757000077516, 3.780200100009097]","[None, None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
81,0,81,"[np.float64(0.25462962962962965), np.float64(0.30185185185185187)]","[np.float64(-0.05462962962962963), np.float64(-0.32592592592592595)]","[0, 0]","[0, 0]","[1, 1]","[0.0005463999987114221, 1.7347218000213616]","[None, 'target']",81,0,81,0,204.43452290000278,,10,204.4149960000068,204.43452290000278,204.43452290000278,0.03173029999015853,206.14984670002013,"[np.float64(0.25462962962962965), np.float64(0.30185185185185187)]","[np.float64(-0.05462962962962963), np.float64(-0.32592592592592595)]","[0, 0]","[0, 0]","[1, 1]","[0.0005463999987114221, 1.7347218000213616]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
82,0,82,"[np.float64(0.30185185185185187), np.float64(0.21666666666666667)]","[np.float64(-0.32592592592592595), np.float64(0.3351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0006442000158131123, 1.7630827000248246]","[None, 'target']",82,0,82,0,206.20278620001045,,10,206.1868532000226,206.20278620001045,206.20278620001045,0.03654099997947924,207.9500969000219,"[np.float64(0.30185185185185187), np.float64(0.21666666666666667)]","[np.float64(-0.32592592592592595), np.float64(0.3351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0006442000158131123, 1.7630827000248246]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
83,0,83,"[np.float64(0.21666666666666667), np.float64(0.07777777777777778)]","[np.float64(0.3351851851851852), np.float64(0.1962962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0007293999951798469, 2.5770375999854878]","[None, 'target']",83,0,83,0,207.98422920002486,,5,207.97360590001335,207.98422920002486,207.98422920002486,0.022937400004593655,210.55085070000496,"[np.float64(0.21666666666666667), np.float64(0.07777777777777778)]","[np.float64(0.3351851851851852), np.float64(0.1962962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0007293999951798469, 2.5770375999854878]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
84,0,84,"[np.float64(0.07777777777777778), np.float64(0.2675925925925926)]","[np.float64(0.1962962962962963), np.float64(-0.18333333333333332)]","[0, 0]","[0, 0]","[1, 1]","[0.0008029000018723309, 2.41125230002217]","[None, 'target']",84,0,84,0,210.60139140000683,,5,210.58945200001472,210.60139140000683,210.60139140000683,0.03810810000868514,213.00094670002,"[np.float64(0.07777777777777778), np.float64(0.2675925925925926)]","[np.float64(0.1962962962962963), np.float64(-0.18333333333333332)]","[0, 0]","[0, 0]","[1, 1]","[0.0008029000018723309, 2.41125230002217]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
