thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,"[np.float64(0.2833333333333333), np.float64(-0.4601851851851852), np.float64(-0.43333333333333335)]","[np.float64(-0.2962962962962963), np.float64(-0.13055555555555556), np.float64(-0.1675925925925926)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0007379000016953796, 2.374334199994337, 3.4081690999737475]","[None, None, 'target']",10,0,10,0,29.843293800018728,,10,29.82590700002038,29.843293800018728,29.843293800018728,0.05738800001563504,33.23415840000962,"[np.float64(0.2833333333333333), np.float64(-0.4601851851851852), np.float64(-0.43333333333333335)]","[np.float64(-0.2962962962962963), np.float64(-0.13055555555555556), np.float64(-0.1675925925925926)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0007379000016953796, 2.374334199994337, 3.4081690999737475]","[None, None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
11,0,11,[np.float64(-0.18333333333333332)],[np.float64(0.41759259259259257)],[0],[0],[1],[2.1981189000071026],['target'],11,0,11,0,33.26215170000796,,5,33.25290020002285,33.26215170000796,33.26215170000796,0.018199200014350936,35.4512420000101,[np.float64(-0.18333333333333332)],[np.float64(0.41759259259259257)],[0],[0],[1],[2.1981189000071026],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
12,0,12,"[np.float64(-0.18333333333333332), np.float64(0.013888888888888888)]","[np.float64(0.41759259259259257), np.float64(0.03425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0005994000239297748, 1.5107835000089835]","[None, 'target']",12,0,12,0,35.510205600003246,,10,35.493630100012524,35.510205600003246,35.510205600003246,0.041817299992544577,37.004818200017326,"[np.float64(-0.18333333333333332), np.float64(0.013888888888888888)]","[np.float64(0.41759259259259257), np.float64(0.03425925925925926)]","[0, 0]","[0, 0]","[1, 1]","[0.0005994000239297748, 1.5107835000089835]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
13,0,13,[np.float64(-0.06574074074074074)],[np.float64(0.34444444444444444)],[0],[0],[1],[1.7702796999947168],['target'],13,0,13,0,37.08229120000033,,10,37.06728440002189,37.08229120000033,37.08229120000033,0.06104500000947155,38.83798330000718,[np.float64(-0.06574074074074074)],[np.float64(0.34444444444444444)],[0],[0],[1],[1.7702796999947168],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
14,0,14,[np.float64(-0.20833333333333334)],[np.float64(0.10648148148148148)],[0],[0],[1],[3.1860428000218235],['target'],14,0,14,0,38.912485500011826,,10,38.89721030002693,38.912485500011826,38.912485500011826,0.057977499993285164,42.083515300008,[np.float64(-0.20833333333333334)],[np.float64(0.10648148148148148)],[0],[0],[1],[3.1860428000218235],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
15,0,15,"[np.float64(-0.20833333333333334), np.float64(0.2796296296296296)]","[np.float64(0.10648148148148148), np.float64(0.21388888888888888)]","[0, 0]","[0, 0]","[1, 1]","[0.0007385000062640756, 3.147110199992312]","[None, 'target']",15,0,15,0,42.111893000022974,,5,42.10203170002205,42.111893000022974,42.111893000022974,0.01832880001165904,45.24922660001903,"[np.float64(-0.20833333333333334), np.float64(0.2796296296296296)]","[np.float64(0.10648148148148148), np.float64(0.21388888888888888)]","[0, 0]","[0, 0]","[1, 1]","[0.0007385000062640756, 3.147110199992312]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
16,0,16,"[np.float64(0.2796296296296296), np.float64(0.07222222222222222)]","[np.float64(0.21388888888888888), np.float64(-0.3851851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0008495999791193753, 2.3960632999951486]","[None, 'target']",16,0,16,0,45.28274039999815,,5,45.27033610001672,45.28274039999815,45.28274039999815,0.02093639998929575,47.66656770001282,"[np.float64(0.2796296296296296), np.float64(0.07222222222222222)]","[np.float64(0.21388888888888888), np.float64(-0.3851851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0008495999791193753, 2.3960632999951486]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
17,0,17,"[np.float64(0.07222222222222222), np.float64(0.25925925925925924)]","[np.float64(-0.3851851851851852), np.float64(-0.14629629629629629)]","[0, 0]","[0, 0]","[1, 1]","[0.0010839000169653445, 2.7715600000228733]","[None, 'target']",17,0,17,0,47.70978910001577,,5,47.69588830001885,47.70978910001577,47.70978910001577,0.028970800020033494,50.467757100006565,"[np.float64(0.07222222222222222), np.float64(0.25925925925925924)]","[np.float64(-0.3851851851851852), np.float64(-0.14629629629629629)]","[0, 0]","[0, 0]","[1, 1]","[0.0010839000169653445, 2.7715600000228733]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
18,0,18,"[np.float64(0.25925925925925924), np.float64(-0.45925925925925926)]","[np.float64(-0.14629629629629629), np.float64(-0.09814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006093000120017678, 2.2480020000075456]","[None, 'target']",18,0,18,0,50.53516650001984,,10,50.517508000019006,50.53516650001984,50.53516650001984,0.04891219999990426,52.76562580000609,"[np.float64(0.25925925925925924), np.float64(-0.45925925925925926)]","[np.float64(-0.14629629629629629), np.float64(-0.09814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0006093000120017678, 2.2480020000075456]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
19,0,19,"[np.float64(-0.45925925925925926), np.float64(0.375)]","[np.float64(-0.09814814814814815), np.float64(0.4888888888888889)]","[0, 0]","[0, 0]","[1, 1]","[0.0006071999960113317, 4.312004800012801]","[None, 'target']",19,0,19,0,52.7963102000067,,5,52.78662810000242,52.7963102000067,52.7963102000067,0.020572400011587888,57.098848300025566,"[np.float64(-0.45925925925925926), np.float64(0.375)]","[np.float64(-0.09814814814814815), np.float64(0.4888888888888889)]","[0, 0]","[0, 0]","[1, 1]","[0.0006071999960113317, 4.312004800012801]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
20,0,20,"[np.float64(0.375), np.float64(0.1648148148148148)]","[np.float64(0.4888888888888889), np.float64(-0.04351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0008130999922286719, 1.6129591999924742]","[None, 'target']",20,0,20,0,57.147299900010694,,5,57.13607580002281,57.147299900010694,57.147299900010694,0.0367137000139337,58.74942540001939,"[np.float64(0.375), np.float64(0.1648148148148148)]","[np.float64(0.4888888888888889), np.float64(-0.04351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0008130999922286719, 1.6129591999924742]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
21,0,21,[np.float64(0.3212962962962963)],[np.float64(-0.4777777777777778)],[0],[0],[1],[3.6361275000090245],['target'],21,0,21,0,58.829578800010495,,10,58.813875200023176,58.829578800010495,58.829578800010495,0.06329630000982434,62.450453000026755,[np.float64(0.3212962962962963)],[np.float64(-0.4777777777777778)],[0],[0],[1],[3.6361275000090245],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
22,0,22,"[np.float64(0.3212962962962963), np.float64(0.3990740740740741)]","[np.float64(-0.4777777777777778), np.float64(0.02962962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0012833999935537577, 2.0907983999932185]","[None, 'target']",22,0,22,0,62.50513350000256,,5,62.490433300001314,62.50513350000256,62.50513350000256,0.03922810000949539,64.58141250000335,"[np.float64(0.3212962962962963), np.float64(0.3990740740740741)]","[np.float64(-0.4777777777777778), np.float64(0.02962962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0012833999935537577, 2.0907983999932185]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
23,0,23,"[np.float64(0.3990740740740741), np.float64(0.17592592592592593)]","[np.float64(0.02962962962962963), np.float64(0.24814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0008532999781891704, 2.1417421999794897]","[None, 'target']",23,0,23,0,64.63374370001839,,5,64.6217623000266,64.63374370001839,64.63374370001839,0.03971690000616945,66.76355400000466,"[np.float64(0.3990740740740741), np.float64(0.17592592592592593)]","[np.float64(0.02962962962962963), np.float64(0.24814814814814815)]","[0, 0]","[0, 0]","[1, 1]","[0.0008532999781891704, 2.1417421999794897]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
24,0,24,"[np.float64(0.17592592592592593), np.float64(0.10648148148148148), np.float64(0.12037037037037036)]","[np.float64(0.24814814814814815), np.float64(0.33611111111111114), np.float64(0.337037037037037)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0006396000098902732, 1.7856292000215035, 3.0848336000053678]","[None, None, 'target']",24,0,24,0,66.8121145000041,,10,66.7951612000179,66.8121145000041,66.8121145000041,0.03147800001897849,69.88007270000526,"[np.float64(0.17592592592592593), np.float64(0.10648148148148148), np.float64(0.12037037037037036)]","[np.float64(0.24814814814814815), np.float64(0.33611111111111114), np.float64(0.337037037037037)]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0.0006396000098902732, 1.7856292000215035, 3.0848336000053678]","[None, None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
25,0,25,[np.float64(0.35833333333333334)],[np.float64(0.13518518518518519)],[0],[0],[1],[2.4183436000021175],['target'],25,0,25,0,69.9055036000209,,5,69.89593290002085,69.9055036000209,69.9055036000209,0.015575900004478171,72.31442650000099,[np.float64(0.35833333333333334)],[np.float64(0.13518518518518519)],[0],[0],[1],[2.4183436000021175],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
26,0,26,"[np.float64(0.35833333333333334), np.float64(0.2462962962962963)]","[np.float64(0.13518518518518519), np.float64(-0.27870370370370373)]","[0, 0]","[0, 0]","[1, 1]","[0.0011014999763574451, 2.7824574999976903]","[None, 'target']",26,0,26,0,72.36518990001059,,5,72.34772220000741,72.36518990001059,72.36518990001059,0.03304999999818392,75.13039390000631,"[np.float64(0.35833333333333334), np.float64(0.2462962962962963)]","[np.float64(0.13518518518518519), np.float64(-0.27870370370370373)]","[0, 0]","[0, 0]","[1, 1]","[0.0011014999763574451, 2.7824574999976903]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
27,0,27,"[np.float64(-0.4148148148148148), np.float64(-0.40370370370370373)]","[np.float64(-0.4398148148148148), np.float64(-0.43148148148148147)]","[0, 0]","[0, 0]","[1, 1]","[2.8994565999892075, 3.9318622999999207]","[None, 'target']",27,0,27,0,75.1757132000057,,5,75.16568880001432,75.1757132000057,75.1757132000057,0.034571199998026714,79.09770040001604,"[np.float64(-0.4148148148148148), np.float64(-0.40370370370370373)]","[np.float64(-0.4398148148148148), np.float64(-0.43148148148148147)]","[0, 0]","[0, 0]","[1, 1]","[2.8994565999892075, 3.9318622999999207]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
28,0,28,[np.float64(0.19166666666666668)],[np.float64(-0.3990740740740741)],[0],[0],[0],[2.872695099998964],['target'],28,0,28,0,79.1408713000128,,10,79.12424299999839,79.1408713000128,79.1408713000128,0.025858800014248118,81.99700020000455,[np.float64(0.19166666666666668)],[np.float64(-0.3990740740740741)],[0],[0],[0],[2.872695099998964],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
29,0,29,[np.float64(-0.06574074074074074)],[np.float64(-0.25)],[0],[0],[1],[2.52387869998347],['target'],29,0,29,0,82.0395590000262,,10,82.02471300002071,82.0395590000262,82.0395590000262,0.027546299999812618,84.54887070000404,[np.float64(-0.06574074074074074)],[np.float64(-0.25)],[0],[0],[1],[2.52387869998347],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
30,0,30,"[np.float64(-0.06574074074074074), np.float64(0.262037037037037)]","[np.float64(-0.25), np.float64(0.2953703703703704)]","[0, 0]","[0, 0]","[1, 1]","[0.001063200004864484, 3.0886352000234183]","[None, 'target']",30,0,30,0,84.58845540002221,,5,84.57846610000706,84.58845540002221,84.58845540002221,0.029216099996119738,87.66761450000922,"[np.float64(-0.06574074074074074), np.float64(0.262037037037037)]","[np.float64(-0.25), np.float64(0.2953703703703704)]","[0, 0]","[0, 0]","[1, 1]","[0.001063200004864484, 3.0886352000234183]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
31,0,31,"[np.float64(0.262037037037037), np.float64(0.04259259259259259)]","[np.float64(0.2953703703703704), np.float64(0.362962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0008309000113513321, 1.6063961000181735]","[None, 'target']",31,0,31,0,87.71649640001124,,5,87.70502400002442,87.71649640001124,87.71649640001124,0.03632439998909831,89.31149540000479,"[np.float64(0.262037037037037), np.float64(0.04259259259259259)]","[np.float64(0.2953703703703704), np.float64(0.362962962962963)]","[0, 0]","[0, 0]","[1, 1]","[0.0008309000113513321, 1.6063961000181735]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
32,0,32,"[np.float64(0.04259259259259259), np.float64(0.3425925925925926)]","[np.float64(0.362962962962963), np.float64(-0.12962962962962962)]","[0, 0]","[0, 0]","[1, 1]","[0.0011972999782301486, 2.5623733999964315]","[None, 'target']",32,0,32,0,89.34559480001917,,5,89.3323756000027,89.34559480001917,89.34559480001917,0.02070990001084283,91.89489950001007,"[np.float64(0.04259259259259259), np.float64(0.3425925925925926)]","[np.float64(0.362962962962963), np.float64(-0.12962962962962962)]","[0, 0]","[0, 0]","[1, 1]","[0.0011972999782301486, 2.5623733999964315]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
33,0,33,[np.float64(0.24814814814814815)],[np.float64(0.3351851851851852)],[0],[0],[1],[2.601041300018551],['target'],33,0,33,0,91.95917110002483,,10,91.94368730002316,91.95917110002483,91.95917110002483,0.0480997999839019,94.54484390001744,[np.float64(0.24814814814814815)],[np.float64(0.3351851851851852)],[0],[0],[1],[2.601041300018551],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
34,0,34,[np.float64(0.3314814814814815)],[np.float64(-0.24351851851851852)],[0],[0],[1],[2.6364871000114363],['target'],34,0,34,0,94.57105250001769,,5,94.56097190000582,94.57105250001769,94.57105250001769,0.015851400006795302,97.197722300014,[np.float64(0.3314814814814815)],[np.float64(-0.24351851851851852)],[0],[0],[1],[2.6364871000114363],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
35,0,35,[np.float64(0.4222222222222222)],[np.float64(0.4777777777777778)],[0],[0],[1],[2.243089900002815],['target'],35,0,35,0,97.24890240002424,,10,97.23379140000907,97.24890240002424,97.24890240002424,0.03549030001158826,99.4769598999992,[np.float64(0.4222222222222222)],[np.float64(0.4777777777777778)],[0],[0],[1],[2.243089900002815],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
36,0,36,[np.float64(0.34814814814814815)],[np.float64(-0.25833333333333336)],[0],[0],[1],[2.688847799989162],['target'],36,0,36,0,99.52250780002214,,10,99.50727240002016,99.52250780002214,99.52250780002214,0.03007680000155233,102.19649760000175,[np.float64(0.34814814814814815)],[np.float64(-0.25833333333333336)],[0],[0],[1],[2.688847799989162],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
37,0,37,"[np.float64(0.34814814814814815), np.float64(-0.4787037037037037)]","[np.float64(-0.25833333333333336), np.float64(0.3351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0006461000011768192, 2.584502399986377]","[None, 'target']",37,0,37,0,102.27822900001775,,10,102.26147300002049,102.27822900001775,102.27822900001775,0.06365029999869876,104.8462105000217,"[np.float64(0.34814814814814815), np.float64(-0.4787037037037037)]","[np.float64(-0.25833333333333336), np.float64(0.3351851851851852)]","[0, 0]","[0, 0]","[1, 1]","[0.0006461000011768192, 2.584502399986377]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
38,0,38,[np.float64(0.17407407407407408)],[np.float64(-0.24259259259259258)],[0],[0],[1],[1.7831675999914296],['target'],38,0,38,0,104.88795490001212,,5,104.87835660000565,104.88795490001212,104.88795490001212,0.03071200000704266,106.66179460001877,[np.float64(0.17407407407407408)],[np.float64(-0.24259259259259258)],[0],[0],[1],[1.7831675999914296],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
39,0,39,[np.float64(-0.10925925925925926)],[np.float64(-0.30833333333333335)],[0],[0],[1],[2.3569600000046194],['target'],39,0,39,0,106.69674420001684,,5,106.68700080001145,106.69674420001684,106.69674420001684,0.02458279998973012,109.04409170002327,[np.float64(-0.10925925925925926)],[np.float64(-0.30833333333333335)],[0],[0],[1],[2.3569600000046194],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
40,0,40,[np.float64(-0.44166666666666665)],[np.float64(0.3074074074074074)],[0],[0],[1],[2.2802041999821085],['target'],40,0,40,0,109.07749540000805,,5,109.06747760000871,109.07749540000805,109.07749540000805,0.023126699990825728,111.3482464000117,[np.float64(-0.44166666666666665)],[np.float64(0.3074074074074074)],[0],[0],[1],[2.2802041999821085],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
41,0,41,"[np.float64(-0.44166666666666665), np.float64(0.25925925925925924)]","[np.float64(0.3074074074074074), np.float64(0.11944444444444445)]","[0, 0]","[0, 0]","[1, 1]","[0.0009122999908868223, 2.8363666999794077]","[None, 'target']",41,0,41,0,111.4032387000043,,5,111.38994790002471,111.4032387000043,111.4032387000043,0.040482399985194206,114.22644520000904,"[np.float64(-0.44166666666666665), np.float64(0.25925925925925924)]","[np.float64(0.3074074074074074), np.float64(0.11944444444444445)]","[0, 0]","[0, 0]","[1, 1]","[0.0009122999908868223, 2.8363666999794077]","[None, 'target']",001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
42,0,42,[np.float64(0.4324074074074074)],[np.float64(-0.08703703703703704)],[0],[0],[1],[2.301800099987304],['target'],42,0,42,0,114.2770946000237,,10,114.26159520001966,114.2770946000237,114.2770946000237,0.03470819999347441,116.56363390001934,[np.float64(0.4324074074074074)],[np.float64(-0.08703703703703704)],[0],[0],[1],[2.301800099987304],['target'],001,001,2025-09-30_19h38.22.326,Visual Search,,2025.1.1,60.01925417312558,2025-09-30 19h38.35.536075 +0530,
