reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78,80,162,0,0,0,t,2.5580807999999706,None,0,0,0,6,0.06957290000002558,,0.06648619999998573,0.06957290000002558,1.0139788999999837,1.0139788999999837,1.0139788999999837,3.5988846000000194,t,2.5580807999999706,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
15,35,13,1,1,0,l,0.8230492999999797,None,0,1,1,1,3.6237952000000178,,3.6193594000000076,3.6237952000000178,4.597764700000084,4.597764700000084,4.597764700000084,5.432440100000008,l,0.8230492999999797,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
27,50,21,2,2,0,l,0.7274965000000293,None,0,2,2,2,5.453384000000028,,5.448594600000092,5.453384000000028,6.447813300000007,6.447813300000007,6.447813300000007,7.182406399999991,l,0.7274965000000293,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
49,60,89,3,3,0,t,0.5552416000000449,None,0,3,3,4,7.217356900000027,,7.210842200000002,7.217356900000027,8.197762300000022,8.197762300000022,8.197762300000022,8.764906400000086,t,0.5552416000000449,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
11,30,7,4,4,0,l,0.6892424000000119,None,0,4,4,0,8.782766700000025,,8.777445700000044,8.782766700000025,9.763936000000058,9.763936000000058,9.763936000000058,10.465292700000077,l,0.6892424000000119,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
67,75,119,5,5,0,t,0.7761924000000135,None,0,5,5,5,10.491554700000052,,10.485643400000072,10.491554700000052,11.48073260000001,11.48073260000001,11.48073260000001,12.26444420000007,t,0.7761924000000135,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
40,55,62,6,6,0,t,0.6344801000000189,None,0,6,6,3,12.282224000000042,,12.276884300000006,12.282224000000042,13.263762100000008,13.263762100000008,13.263762100000008,13.914415899999995,t,0.6344801000000189,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
67,75,119,7,0,1,t,0.5904863999999179,None,1,0,7,5,13.929900599999996,,13.925032800000054,13.929900599999996,14.930380600000035,14.930380600000035,14.930380600000035,15.530882200000065,t,0.5904863999999179,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
27,50,21,8,1,1,l,1.8981588999999985,None,1,1,8,2,15.549108400000023,,15.543546900000024,15.549108400000023,16.530220600000007,16.530220600000007,16.530220600000007,18.430318400000033,l,1.8981588999999985,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
49,60,89,9,2,1,t,0.6850121999999601,None,1,2,9,4,18.452430100000015,,18.446173600000066,18.452430100000015,19.429886900000042,19.429886900000042,19.429886900000042,20.131182100000046,t,0.6850121999999601,None,03,001,2025-10-27_13h04.49.253,delayed_discount_experiment,,2025.1.1,60.02145166679748,2025-10-27 13h04.57.315927 +0530,
