pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,seq.thisRepN,seq.thisTrialN,seq.thisN,seq.thisIndex,ran.thisRepN,ran.thisTrialN,ran.thisN,ran.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,seq.key_resp.keys,seq.key_resp.corr,seq.key_resp.rt,seq.key_resp.duration,trial2.started,fixation2.started,lineA.started,lineB.started,lineC.started,lineD.started,fixation2.stopped,probe2.started,key_resp_2.started,trial2.stopped,ran.key_resp_2.keys,ran.key_resp_2.corr,ran.key_resp_2.rt,ran.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.42892889998620376,None,,,,,0,0,0,0,,,,,0.015891999995801598,,0.011751700018066913,0.015891999995801598,1.006354500015732,1.006354500015732,1.006354500015732,1.006354500015732,1.0220962000312284,2.005548599991016,2.005548599991016,2.4531040000147186,x,1,0.42892889998620376,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
150,v,1,1,0,v,1,0.4404702000319958,None,,,,,0,1,1,1,,,,,2.4591737000155263,,2.45406300004106,2.4591737000155263,3.4555474999942817,3.4555474999942817,3.4555474999942817,3.4555474999942817,3.4718556000152603,4.455623499990907,4.455623499990907,4.906593699997757,v,1,0.4404702000319958,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
50,c,2,2,0,c,1,0.2316277000354603,None,,,,,0,2,2,2,,,,,4.9222011000383645,,4.907546000031289,4.9222011000383645,5.922167000011541,5.922167000011541,5.922167000011541,5.922167000011541,5.922167000011541,6.922054000024218,6.922054000024218,7.156658000021707,c,1,0.2316277000354603,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
-150,z,3,3,0,z,1,0.02051109995227307,None,,,,,0,3,3,3,,,,,7.172042999998666,,7.157735300017521,7.172042999998666,8.171907900017686,8.171907900017686,8.171907900017686,8.171907900017686,8.171907900017686,9.171960400009993,9.171960400009993,9.20667660003528,z,1,0.02051109995227307,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
-50,x,4,0,1,x,1,0.36637860001064837,None,,,,,1,0,4,0,,,,,9.221951899991836,,9.208168200042564,9.221951899991836,10.22183729999233,10.22183729999233,10.22183729999233,10.22183729999233,10.22183729999233,11.22174350003479,11.22174350003479,11.590246200037654,x,1,0.36637860001064837,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
150,v,5,1,1,v,1,0.13883339997846633,None,,,,,1,1,5,1,,,,,11.605107000039425,,11.591697500029113,11.605107000039425,12.60480800003279,12.60480800003279,12.60480800003279,12.60480800003279,12.60480800003279,13.604787799995393,13.604787799995393,13.756316400016658,v,1,0.13883339997846633,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
50,c,6,2,1,c,1,0.8462539000320248,None,,,,,1,2,6,2,,,,,13.771367300010752,,13.757592800015118,13.771367300010752,14.771493800042663,14.771493800042663,14.771493800042663,14.771493800042663,14.771493800042663,15.771291200013366,15.771291200013366,16.62330470001325,c,1,0.8462539000320248,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
-150,z,7,3,1,z,1,0.4263877999619581,None,,,,,1,3,7,3,,,,,16.63760410004761,,16.62470620003296,16.63760410004761,17.637765799998306,17.637765799998306,17.637765799998306,17.637765799998306,17.637765799998306,18.637678200029768,18.637678200029768,19.072659700002987,z,1,0.4263877999619581,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
-50,x,8,0,2,x,1,0.690951100026723,None,,,,,2,0,8,0,,,,,19.087571700045373,,19.07408759999089,19.087571700045373,20.08748640003614,20.08748640003614,20.08748640003614,20.08748640003614,20.08748640003614,21.0865349000087,21.0865349000087,21.787371100042947,x,1,0.690951100026723,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
150,v,9,1,2,v,1,1.3767133000073954,None,,,,,2,1,9,1,,,,,21.80317950004246,,21.78777550003724,21.80317950004246,22.80314209999051,22.80314209999051,22.80314209999051,22.80314209999051,22.80314209999051,23.803122900018934,23.803122900018934,25.194218099990394,v,1,1.3767133000073954,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
50,c,10,2,2,c,1,0.31856529996730387,None,,,,,2,2,10,2,,,,,25.198069900041446,,25.19459359999746,25.198069900041446,26.203170699998736,26.203170699998736,26.203170699998736,26.203170699998736,26.203170699998736,27.20280830003321,27.20280830003321,27.537349099991843,c,1,0.31856529996730387,None,,,,,,,,,,,,,,,04,001,2025-10-03_15h34.13.641,motorselection,,2025.1.1,60.01205041367239,2025-10-03 15h34.27.861727 +0530,
