thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
60,0,60,down,1,1.1194873,None,-3,2.988888889,1.9789116,60,0,60,0,234.2824158,,,,,234.2635232,234.2824158,235.2658782,235.2791386,236.3972029,down,1,1.1194873,None,-3,236.4014732,236.4125917,236.4125917,238.3961114,2.988888889,1.9789116,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
61,0,61,up,1,0.5954933,None,0,5,1.345979,61,0,61,0,238.4156374,,,,,238.3963086,238.4156374,239.398719,239.4124796,239.996338,up,1,0.5954933,None,0,240.0002741,240.011928,240.011928,241.3626529,5,1.345979,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
62,0,62,down,1,0.7511812,None,5,3.974074074,1.5957626,62,0,62,0,241.3814364,,,,,241.3628826,241.3814364,242.3649904,242.3784544,243.1294469,down,1,0.7511812,None,5,243.1332395,243.1448581,243.1448581,244.7454299,3.974074074,1.5957626,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
63,0,63,up,1,0.6320463,None,0,5,1.5556667,63,0,63,0,244.7644682,,,,,244.7456521,244.7644682,245.7479277,245.7616686,246.3961409,up,1,0.6320463,None,0,246.4000011,246.4112622,246.4112622,247.9622732,5,1.5556667,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
64,0,64,down,1,0.8799727,None,-10,5,1.3495887,64,0,64,0,247.9692533,,,,,247.9626509,247.9692533,248.9641099,248.9773738,249.861204,down,1,0.8799727,None,-10,249.8625056,249.877764,249.877764,251.2287438,5,1.3495887,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
65,0,65,up,1,0.5229947,None,0,5,1.1310272,65,0,65,0,251.2472399,,,,,251.229117,251.2472399,252.2311552,252.2437341,252.761277,up,1,0.5229947,None,0,252.7645823,252.7773169,252.7773169,253.91154,5,1.1310272,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
66,0,66,up,0,1.1349626,None,-7,1,2.063646,66,0,66,0,253.9299425,,,,,253.9119372,253.9299425,254.9137296,254.9272311,256.0608938,up,0,1.1349626,None,-7,256.0642321,256.0770078,256.0770078,258.1441979,1,2.063646,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
67,0,67,up,1,1.0657303,None,0,5,1.9793138,67,0,67,0,258.1631412,,,,,258.1444274,258.1631412,259.1465859,259.1602213,260.2277871,up,1,1.0657303,None,0,260.2315803,260.2432163,260.2432163,262.227085,5,1.9793138,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
68,0,68,down,0,1.0351263,None,0,3.955555556,1.3637755,68,0,68,0,262.2461033,,,,,262.2272918,262.2461033,263.2295764,263.2430871,264.2769132,down,0,1.0351263,None,0,264.2799521,264.2928872,264.2928872,265.6600576,3.955555556,1.3637755,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
69,0,69,up,1,0.9328346,None,0,4,7.4631876,69,0,69,0,265.6790944,,,,,265.6602485,265.6790944,266.6623218,266.675873,267.6099256,up,1,0.9328346,None,0,267.6131036,267.6258113,267.6258113,275.0927434,4,7.4631876,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
70,0,70,down,1,1.4098238,None,5,4.018518519,2.4959581,70,0,70,0,275.1111166,,,,,275.0929914,275.1111166,276.09507,276.1083887,277.5089694,down,1,1.4098238,None,5,277.5128915,277.5247494,277.5247494,280.0253679,4.018518519,2.4959581,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
71,0,71,down,1,0.8755955,None,-8,5,2.4280286,71,0,71,0,280.0445271,,,,,280.0256894,280.0445271,281.0279763,281.0414909,281.909521,down,1,0.8755955,None,-8,281.9148986,281.9262972,281.9262972,284.3583365,5,2.4280286,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
72,0,72,up,1,1.7752921,None,0,3.974074074,1.8617921,72,0,72,0,284.3771439,,,,,284.3585922,284.3771439,285.3605429,285.3741874,287.1418829,up,1,1.7752921,None,0,287.1462906,287.157094,287.157094,289.0243032,3.974074074,1.8617921,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
73,0,73,up,1,0.9890755,None,0,5,0.9462114,73,0,73,0,289.0432861,,,,,289.0245152,289.0432861,290.0268534,290.0406107,291.0246756,up,1,0.9890755,None,0,291.0285115,291.0403021,291.0403021,291.9906658,5,0.9462114,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
74,0,74,up,0,1.9234352,None,-2,5,1.7616013,74,0,74,0,292.0095158,,,,,291.990875,292.0095158,292.9932122,293.0065999,294.9248111,up,0,1.9234352,None,-2,294.9292238,294.9396115,294.9396115,296.7068411,5,1.7616013,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
75,0,75,up,1,0.9809441,None,0,5,1.8970543,75,0,75,0,296.7261877,,,,,296.7070678,296.7261877,297.7092204,297.7227727,298.706952,up,1,0.9809441,None,0,298.7099679,298.7226841,298.7226841,300.6232378,5,1.8970543,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
76,0,76,down,1,0.858474,None,7,5,1.6493342,76,0,76,0,300.642496,,,,,300.6234587,300.642496,301.6264215,301.6394667,302.4888873,down,1,0.858474,None,7,302.4903888,302.5052566,302.5052566,304.1559495,5,1.6493342,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
77,0,77,up,1,0.6709648,None,0,5,1.4153973,77,0,77,0,304.1748674,,,,,304.1562141,304.1748674,305.1582414,305.1718359,305.8386448,up,1,0.6709648,None,0,305.8404712,305.8548921,305.8548921,307.2721608,5,1.4153973,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
78,0,78,down,1,0.9074481,None,-5,4.037037037,1.613662,78,0,78,0,307.2912666,,,,,307.272379,307.2912666,308.274995,308.2885004,309.1891201,down,1,0.9074481,None,-5,309.1921288,309.2048792,309.2048792,310.8226473,4.037037037,1.613662,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
79,0,79,up,1,0.7239409,None,0,5,1.6145749,79,0,79,0,310.8411364,,,,,310.8229388,310.8411364,311.8246415,311.8380861,312.5554721,up,1,0.7239409,None,0,312.5581629,312.5712361,312.5712361,314.1884984,5,1.6145749,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
80,0,80,down,1,0.6424351,None,7,5,1.4139969,80,0,80,0,314.2074453,,,,,314.1887054,314.2074453,315.1906549,315.2040595,315.8383881,down,1,0.6424351,None,7,315.8413402,315.8542738,315.8542738,317.2717184,5,1.4139969,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
81,0,81,up,1,1.2193169,None,0,5,1.236519,81,0,81,0,317.2903978,,,,,317.2719467,317.2903978,318.2740094,318.2875178,319.5038103,up,1,1.2193169,None,0,319.5054817,319.5201782,319.5201782,320.7549373,5,1.236519,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
82,0,82,down,1,0.678874,None,5,5,1.1822947,82,0,82,0,320.773466,,,,,320.7553523,320.773466,321.7569701,321.7700863,322.4373349,down,1,0.678874,None,5,322.43931,322.45327,322.45327,323.637645,5,1.1822947,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
83,0,83,up,1,0.3182473,None,0,5,1.2498718,83,0,83,0,323.6567069,,,,,323.6379965,323.6567069,324.6396425,324.6531762,324.970456,up,1,0.3182473,None,0,324.9714703,324.9866549,324.9866549,326.2372563,5,1.2498718,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
84,0,84,up,1,1.1053959,None,0,5,1.5138781,84,0,84,0,326.2565102,,,,,326.2374503,326.2565102,327.239654,327.2531446,328.3538727,up,1,1.1053959,None,0,328.3569182,328.3700061,328.3700061,329.886941,5,1.5138781,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
85,0,85,down,1,0.5247165,None,7,4.011111111,1.9972014,85,0,85,0,329.9060656,,,,,329.8871711,329.9060656,330.889629,330.9032223,331.4201508,down,1,0.5247165,None,7,331.4235587,331.4360557,331.4360557,333.436434,4.011111111,1.9972014,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
86,0,86,down,1,0.7015297,None,-10,5,1.0296013,86,0,86,0,333.4554864,,,,,333.4366387,333.4554864,334.4392278,334.4527989,335.1534409,down,1,0.7015297,None,-10,335.1571245,335.1693881,335.1693881,336.2031418,5,1.0296013,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
87,0,87,down,1,0.5837267,None,6,5,1.3462881,87,0,87,0,336.2219668,,,,,336.2033883,336.2219668,337.2054224,337.218902,337.8030657,down,1,0.5837267,None,6,337.8075665,337.8187249,337.8187249,339.1693823,5,1.3462881,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
88,0,88,up,0,0.5265691,None,-2,5,1.277877,88,0,88,0,339.1882488,,,,,339.1696179,339.1882488,340.1719008,340.1850811,340.7030389,up,0,0.5265691,None,-2,340.7081224,340.720446,340.720446,342.0022163,5,1.277877,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
89,0,89,up,1,0.9073259,None,0,5,1.2999644,89,0,89,0,342.0214578,,,,,342.0024722,342.0214578,343.004822,343.017893,343.9179404,up,1,0.9073259,None,0,343.9192309,343.9344318,343.9344318,345.2356146,5,1.2999644,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
90,0,90,down,1,0.6943136,None,-4,5,1.1129788,90,0,90,0,345.2544579,,,,,345.2359992,345.2544579,346.2374789,346.2509279,346.935559,down,1,0.6943136,None,-4,346.9395179,346.9511532,346.9511532,348.0684145,5,1.1129788,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
91,0,91,down,1,0.5571924,None,-8,4.07037037,1.780316,91,0,91,0,348.0873214,,,,,348.0686126,348.0873214,349.0708509,349.08465,349.6349976,down,1,0.5571924,None,-8,349.6384038,349.6508597,349.6508597,351.4348709,4.07037037,1.780316,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
92,0,92,down,1,1.2633108,None,5,4.025925926,2.3632895,92,0,92,0,351.4535612,,,,,351.4350767,351.4535612,352.4371556,352.4508681,353.7014598,down,1,1.2633108,None,5,353.7049858,353.7171278,353.7171278,356.0840753,4.025925926,2.3632895,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
93,0,93,up,0,0.7900963,None,2,5,1.2660893,93,0,93,0,356.102935,,,,,356.0843997,356.102935,357.0864942,357.0998472,357.8837802,up,0,0.7900963,None,2,357.8856903,357.899984,357.899984,359.1674542,5,1.2660893,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
94,0,94,up,0,0.7801964,None,-1,5,1.3279861,94,0,94,0,359.1862431,,,,,359.167771,359.1862431,360.1699042,360.1832508,360.9514253,up,0,0.7801964,None,-1,360.9561661,360.9663056,360.9663056,362.30071,5,1.3279861,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
95,0,95,down,1,0.6337345,None,9,5,1.8461044,95,0,95,0,362.3189774,,,,,362.3009607,362.3189774,363.3027196,363.3161909,363.9505169,down,1,0.6337345,None,9,363.9543494,363.9661277,363.9661277,365.8166987,5,1.8461044,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
96,0,96,up,1,0.6669227,None,0,5,1.2829379,96,0,96,0,365.8357359,,,,,365.8168954,365.8357359,366.8187853,366.8324467,367.4992741,up,1,0.6669227,None,0,367.5003969,367.5156317,367.5156317,368.799607,5,1.2829379,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
97,0,97,up,1,0.402993,None,0,5,1.1638852,97,0,97,0,368.818748,,,,,368.7998326,368.818748,369.8020917,369.8158267,370.216169,up,1,0.402993,None,0,370.2191801,370.2320277,370.2320277,371.3996457,5,1.1638852,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
98,0,98,down,1,0.4067918,None,-4,3.97037037,1.613401,98,0,98,0,371.4184303,,,,,371.4000193,371.4184303,372.4018239,372.4155609,372.8160641,down,1,0.4067918,None,-4,372.8194319,372.8318886,372.8318886,374.4492161,3.97037037,1.613401,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
99,0,99,up,0,0.474123,None,-1,5,0.9626327,99,0,99,0,374.4679044,,,,,374.4496158,374.4679044,375.4516137,375.46482,375.9325814,up,0,0.474123,None,-1,375.936588,375.9482128,375.9482128,376.9156773,5,0.9626327,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
100,0,100,up,1,2.5973675,None,0,5,1.4318296,100,0,100,0,376.9347751,,,,,376.915935,376.9347751,377.9182094,377.9316573,380.5314795,up,1,2.5973675,None,0,380.5332995,380.5473669,380.5473669,381.9819011,5,1.4318296,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
101,0,101,down,1,0.7242625,None,7,5,1.5160719,101,0,101,0,382.0002189,,,,,381.9822958,382.0002189,382.983815,382.9971707,383.7140562,down,1,0.7242625,None,7,383.7153638,383.7303732,383.7303732,385.2481861,5,1.5160719,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
102,0,102,up,0,0.4013042,None,-2,4.011111111,1.3800708,102,0,102,0,385.266992,,,,,385.2484426,385.266992,386.2503766,386.2639561,386.6646122,up,0,0.4013042,None,-2,386.6679798,386.6804988,386.6804988,388.0645302,4.011111111,1.3800708,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
103,0,103,up,1,0.4117901,None,0,5,1.3292437,103,0,103,0,388.0835219,,,,,388.064773,388.0835219,389.0669362,389.0806003,389.4812401,up,1,0.4117901,None,0,389.4851077,389.4969512,389.4969512,390.8308795,5,1.3292437,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
104,0,104,down,0,0.326728,None,0,1,2.2451515,104,0,104,0,390.8495386,,,,,390.8310784,390.8495386,391.8332583,391.846958,392.1652794,down,0,0.326728,None,0,392.1691969,392.1799311,392.1799311,394.430397,1,2.2451515,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
105,0,105,up,0,1.082917,None,-3,5,1.1113171,105,0,105,0,394.4490276,,,,,394.430603,394.4490276,395.4330914,395.4463235,396.5309258,up,0,1.082917,None,-3,396.5357616,396.5460299,396.5460299,397.6632431,5,1.1113171,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
106,0,106,up,1,0.5866003,None,0,5,1.300004,106,0,106,0,397.6821879,,,,,397.6634623,397.6821879,398.6662442,398.6796532,399.2624672,up,1,0.5866003,None,0,399.2640722,399.2787659,399.2787659,400.5799444,5,1.300004,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
107,0,107,up,1,0.4689365,None,0,5,1.2505419,107,0,107,0,400.598836,,,,,400.5803647,400.598836,401.5823226,401.5952902,402.062225,up,1,0.4689365,None,0,402.0639783,402.0785095,402.0785095,403.3300938,5,1.2505419,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
108,0,108,down,1,0.8711706,None,7,5,1.5467816,108,0,108,0,403.34843,,,,,403.3304672,403.34843,404.3319082,404.345112,405.2128694,down,1,0.8711706,None,7,405.2159648,405.2286125,405.2286125,406.7792884,5,1.5467816,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
109,0,109,up,0,0.3987137,None,-4,3.966666667,1.4124147,109,0,109,0,406.7979861,,,,,406.7794973,406.7979861,407.7815652,407.7949651,408.196308,up,0,0.3987137,None,-4,408.2003183,408.2115338,408.2115338,409.6287282,3.966666667,1.4124147,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
110,0,110,up,1,0.441711,None,0,5,1.3805742,110,0,110,0,409.6477533,,,,,409.6289487,409.6477533,410.6314723,410.6446736,411.0789134,up,1,0.441711,None,0,411.0823927,411.0945267,411.0945267,412.4785714,5,1.3805742,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
111,0,111,up,0,0.6135994,None,-2,5,1.5461866,111,0,111,0,412.4975841,,,,,412.4787939,412.4975841,413.4814413,413.4948204,414.1119779,up,0,0.6135994,None,-2,414.1160249,414.1277258,414.1277258,415.6782274,5,1.5461866,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
112,0,112,down,1,0.9217167,None,4,5,1.4299077,112,0,112,0,415.6971454,,,,,415.6784482,415.6971454,416.6805628,416.6942086,417.6117699,down,1,0.9217167,None,4,417.6150764,417.627376,417.627376,419.0613675,5,1.4299077,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
113,0,113,up,1,0.4849497,None,0,5,1.1819258,113,0,113,0,419.0804195,,,,,419.0615709,419.0804195,420.0635538,420.0770578,420.5608214,up,1,0.4849497,None,0,420.5631344,420.5770321,420.5770321,421.7612279,5,1.1819258,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
114,0,114,up,0,0.3994001,None,8,2.018518519,1.9295978,114,0,114,0,421.7798864,,,,,421.7614742,421.7798864,422.7634906,422.7768411,423.1777261,up,0,0.3994001,None,8,423.1815497,423.193433,423.193433,425.1273411,2.018518519,1.9295978,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
115,0,115,up,0,1.8024219,None,3,4.025925926,1.4612345,115,0,115,0,425.1462522,,,,,425.1276984,425.1462522,426.1302638,426.1434596,427.9448488,up,0,1.8024219,None,3,427.9493637,427.9594521,427.9594521,429.4267161,4.025925926,1.4612345,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
116,0,116,up,1,0.7211654,None,0,5,1.4458267,116,0,116,0,429.4464741,,,,,429.4269371,429.4464741,430.4291298,430.4428477,431.1608173,up,1,0.7211654,None,0,431.1653481,431.1760929,431.1760929,432.6265742,5,1.4458267,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
117,0,117,up,0,0.9165271,None,4,5,1.2463719,117,0,117,0,432.6454377,,,,,432.6267883,432.6454377,433.6289153,433.6424055,434.5599442,up,0,0.9165271,None,4,434.5636411,434.5757999,434.5757999,435.826271,5,1.2463719,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
118,0,118,up,1,0.4174986,None,0,5,1.0975374,118,0,118,0,435.845618,,,,,435.8264734,435.845618,436.8287934,436.8421918,437.259476,up,1,0.4174986,None,0,437.2629579,437.2752451,437.2752451,438.3761357,5,1.0975374,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
119,0,119,up,1,0.5235447,None,0,5,1.0820618,119,0,119,0,438.3952123,,,,,438.3763774,438.3952123,439.3786089,439.3919341,439.9088671,up,1,0.5235447,None,0,439.9107244,439.9248982,439.9248982,441.0091699,5,1.0820618,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
120,0,120,up,0,0.5217219,None,-1,5,1.046234,120,0,120,0,441.0280803,,,,,441.0094203,441.0280803,442.0114466,442.0248753,442.54222,up,0,0.5217219,None,-1,442.5463628,442.5581859,442.5581859,443.6088983,5,1.046234,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
121,0,121,up,0,0.2683119,None,-9,1,2.8799367,121,0,121,0,443.6275615,,,,,443.609144,443.6275615,444.6114693,444.6249417,444.8924103,up,0,0.2683119,None,-9,444.8958779,444.9079272,444.9079272,447.791686,1,2.8799367,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
122,0,122,up,1,0.904007,None,0,5,1.2452552,122,0,122,0,447.8106069,,,,,447.7919083,447.8106069,448.7945568,448.8079018,449.7088228,up,1,0.904007,None,0,449.7134334,449.7239614,449.7239614,450.97479,5,1.2452552,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
123,0,123,up,1,0.3624251,None,0,5,1.1292847,123,0,123,0,450.9936488,,,,,450.974986,450.9936488,451.9771947,451.9906528,452.3416329,up,1,0.3624251,None,0,452.3456213,452.3572076,452.3572076,453.4913679,5,1.1292847,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
124,0,124,up,1,0.4221167,None,0,5,1.1166084,124,0,124,0,453.5104473,,,,,453.4916123,453.5104473,454.4940094,454.5073617,454.9237748,up,1,0.4221167,None,0,454.924827,454.940157,454.940157,456.0577655,5,1.1166084,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
125,0,125,down,1,0.5933562,None,-7,5,1.2984472,125,0,125,0,456.0768398,,,,,456.058013,456.0768398,457.0601919,457.0734887,457.6569441,down,1,0.5933562,None,-7,457.6592039,457.6732991,457.6732991,458.9738078,5,1.2984472,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
126,0,126,up,1,0.9136,None,0,5,1.4295934,126,0,126,0,458.9929046,,,,,458.9740766,458.9929046,459.9766356,459.9901403,460.9074946,up,1,0.9136,None,0,460.9110734,460.9229608,460.9229608,462.3569215,5,1.4295934,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
127,0,127,up,1,0.5724506,None,0,5,1.0127332,127,0,127,0,462.3760736,,,,,462.3573011,462.3760736,463.3593873,463.372484,463.9403133,up,1,0.5724506,None,0,463.9442143,463.9558675,463.9558675,464.9733972,5,1.0127332,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
128,0,128,up,1,0.6073838,None,0,5,1.4983818,128,0,128,0,464.9925202,,,,,464.9736256,464.9925202,465.9761393,465.9896611,466.5895472,up,1,0.6073838,None,0,466.5917602,466.6055873,466.6055873,468.10626,5,1.4983818,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
129,0,129,up,1,0.4823503,None,0,5,1.0802527,129,0,129,0,468.1252568,,,,,468.1064642,468.1252568,469.1089229,469.1225282,469.6062114,up,1,0.4823503,None,0,469.6095946,469.6221633,469.6221633,470.7062348,5,1.0802527,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
130,0,130,up,1,0.5306924,None,0,5,1.2629783,130,0,130,0,470.7251834,,,,,470.7065413,470.7251834,471.7082206,471.7219008,472.2560654,up,1,0.5306924,None,0,472.2600118,472.2718451,472.2718451,473.539279,5,1.2629783,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
131,0,131,up,1,0.504182,None,0,5,1.2144608,131,0,131,0,473.5581003,,,,,473.5395218,473.5581003,474.5418343,474.5553214,475.0556344,up,1,0.504182,None,0,475.0586225,475.0715017,475.0715017,476.2887635,5,1.2144608,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
132,0,132,up,1,0.5211159,None,0,5,1.3624749,132,0,132,0,476.3077179,,,,,476.2889496,476.3077179,477.2912223,477.3049992,477.8223163,up,1,0.5211159,None,0,477.826348,477.8379246,477.8379246,479.2052651,5,1.3624749,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
133,0,133,down,1,0.6136844,None,-10,5,1.6023674,133,0,133,0,479.2243172,,,,,479.2054922,479.2243172,480.2075157,480.2207457,480.9011051,down,1,0.6136844,None,-10,480.9027591,480.9085376,480.9085376,482.521415,5,1.6023674,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
