thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
66,0,66,up,1,1.330770600005053,None,0,3.033333333333333,1.9823248000029707,66,0,66,0,244.03290900000138,,,,,244.01372149999952,244.03290900000138,245.0162599000032,245.029534900008,246.36316449999867,up,1,1.330770600005053,None,0,246.3643796999968,246.3795434000058,246.3795434000058,248.36336990000564,3.033333333333333,1.9823248000029707,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
67,0,67,down,1,0.8431678000051761,None,3,4.018518518518519,1.9158678999956464,67,0,67,0,248.38231950000045,,,,,248.3636043000006,248.38231950000045,249.36563919999753,249.37887880000926,250.21245099999942,down,1,0.8431678000051761,None,3,250.21373610000592,250.22892750000756,250.22892750000756,252.1461258000054,4.018518518518519,1.9158678999956464,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
68,0,68,up,1,0.7680056000099285,None,0,5,1.0663656999968225,68,0,68,0,252.16530170000624,,,,,252.1463211000082,252.16530170000624,253.14923989999807,253.16206480000983,253.92884649999905,up,1,0.7680056000099285,None,0,253.9301143000048,253.94511860000785,253.94511860000785,255.0125468000042,5,1.0663656999968225,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
69,0,69,up,1,0.7787199000013061,None,0,5,1.36710000000312,69,0,69,0,255.0315197000018,,,,,255.01273980000406,255.0315197000018,256.0151787000068,256.02837700000964,256.7950354000059,up,1,0.7787199000013061,None,0,256.7960235000064,256.8115755000035,256.8115755000035,258.1791501999978,5,1.36710000000312,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
70,0,70,up,1,0.7771619000122882,None,0,5,1.432605899986811,70,0,70,0,258.1981020000094,,,,,258.179418300002,258.1981020000094,259.1812210000062,259.19478420000814,259.9614658000064,up,1,0.7771619000122882,None,0,259.96286460000556,259.97794540000905,259.97794540000905,261.41218250000384,5,1.432605899986811,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
71,0,71,down,1,0.8186653000011574,None,-2,4.02962962962963,2.1632788999995682,71,0,71,0,261.4312355000002,,,,,261.4124579000054,261.4312355000002,262.41489850000653,262.4283439999999,263.2453214999987,down,1,0.8186653000011574,None,-2,263.24873020000814,263.26144309999654,263.26144309999654,265.42811880000227,4.02962962962963,2.1632788999995682,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
72,0,72,up,1,0.7099574000021676,None,0,5,1.0833852000068873,72,0,72,0,265.4471252000076,,,,,265.4283407000039,265.4471252000076,266.43058590000146,266.4438846999983,267.1440264999983,up,1,0.7099574000021676,None,0,267.14491070000804,267.16068950000044,267.16068950000044,268.2448904000048,5,1.0833852000068873,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
73,0,73,up,1,0.7039294999995036,None,0,5,1.765825099995709,73,0,73,0,268.26389879999624,,,,,268.2451662000094,268.26389879999624,269.2470897000021,269.26022520000697,269.96062290000555,up,1,0.7039294999995036,None,0,269.96197329999995,269.97704969999904,269.97704969999904,271.7443276999984,5,1.765825099995709,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
74,0,74,up,1,0.5820409000007203,None,0,5,1.3664187000103993,74,0,74,0,271.7637598000001,,,,,271.7445249000011,271.7637598000001,272.74642850000237,272.7600070000044,273.34371840000676,up,1,0.5820409000007203,None,0,273.34502039999643,273.3598483000096,273.3598483000096,274.72737350000534,5,1.3664187000103993,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
75,0,75,up,0,0.598152000005939,None,0,5,2.016668899988872,75,0,75,0,274.74618410000403,,,,,274.72764130000724,274.74618410000403,275.7300380000088,275.7431488000002,276.3430975000083,up,0,0.598152000005939,None,0,276.3439561999985,276.3595282000024,276.3595282000024,278.3770455000049,5,2.016668899988872,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
76,0,76,up,1,0.6369514000107301,None,0,5,2.046498199997586,76,0,76,0,278.3961210999987,,,,,278.3772352000087,278.3961210999987,279.37976389999676,279.39343270000245,280.0274605000013,up,1,0.6369514000107301,None,0,280.0309016999963,280.04311070000404,280.04311070000404,282.0936173000082,5,2.046498199997586,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
77,0,77,down,1,0.6862235000007786,None,6,5,1.5292313000099966,77,0,77,0,282.1123049000016,,,,,282.09381420000864,282.1123049000016,283.0959218000062,283.10963790000824,283.79368740000064,down,1,0.6862235000007786,None,6,283.79756059999636,283.8092639000097,283.8092639000097,285.34310730001016,5,1.5292313000099966,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
78,0,78,down,1,0.45676950000051875,None,8,5,1.22923830000218,78,0,78,0,285.36194010000327,,,,,285.3432819000009,285.36194010000327,286.34544060000917,286.3591255000065,286.8097291000013,down,1,0.45676950000051875,None,8,286.8138448999962,286.8255818000034,286.8255818000034,288.059296899999,5,1.22923830000218,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
79,0,79,down,1,0.6243075999955181,None,-5,5.0,1.1799989999999525,79,0,79,0,288.0785487999965,,,,,288.0595142000093,288.0785487999965,289.0619095000002,289.0754813000094,289.6926874000055,down,1,0.6243075999955181,None,-5,289.69599360000575,289.7085267000075,289.7085267000075,290.8930209999962,5.0,1.1799989999999525,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
80,0,80,up,1,0.6185948000056669,None,0,4.97037037037037,1.0799892000068212,80,0,80,0,290.91161219999776,,,,,290.893266900006,290.91161219999776,291.8952006000036,291.9086774000025,292.52589830000943,up,1,0.6185948000056669,None,0,292.52927840000484,292.5416208000097,292.5416208000097,293.6256648999988,4.97037037037037,1.0799892000068212,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
81,0,81,down,1,0.5742644999991171,None,5,5,0.8974031999969156,81,0,81,0,293.64459880000504,,,,,293.62592340000265,293.64459880000504,294.6280612999981,294.64166130000376,295.20859490000294,down,1,0.5742644999991171,None,5,295.2115774999984,295.2245260000054,295.2245260000054,296.1250266999996,5,0.8974031999969156,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
82,0,82,down,1,0.6383551999897463,None,-8,5,1.213577600006829,82,0,82,0,296.1444179999962,,,,,296.12520989999757,296.1444179999962,297.1276491000026,297.14149950000865,297.77534910000395,down,1,0.6383551999897463,None,-8,297.77875169999606,297.79114640000626,297.79114640000626,299.0083111999993,5,1.213577600006829,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
83,0,83,down,1,0.615442800000892,None,6,4.648148148148148,1.6630082000046968,83,0,83,0,299.02714160000323,,,,,299.00854130000516,299.02714160000323,300.0111390000093,300.02460289999726,300.6417197999981,down,1,0.615442800000892,None,6,300.64507810000214,300.65759990000515,300.65759990000515,302.32463160000043,4.648148148148148,1.6630082000046968,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
84,0,84,up,1,0.9708501999994041,None,0,5,2.365080500007025,84,0,84,0,302.3438413999975,,,,,302.32480630000646,302.3438413999975,303.32691020000493,303.34064450000005,304.3075721000059,up,1,0.9708501999994041,None,0,304.30985659999715,304.32372120000946,304.32372120000946,306.69110830000136,5,2.365080500007025,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
85,0,85,down,1,0.513392599998042,None,8,5,1.5455362000066089,85,0,85,0,306.7099373000092,,,,,306.69135670000105,306.7099373000092,307.69334929999604,307.7071683999966,308.20833900000434,down,1,0.513392599998042,None,8,308.2122870000021,308.22341679999954,308.22341679999954,309.77400570000464,5,1.5455362000066089,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
86,0,86,down,1,0.5960897000040859,None,3,5,1.5453224999946542,86,0,86,0,309.79337870000745,,,,,309.77419270000246,309.79337870000745,310.7764446000074,310.79008310000063,311.3742721000017,down,1,0.5960897000040859,None,3,311.37869350000983,311.38981970000896,311.38981970000896,312.94047919999866,5,1.5453224999946542,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
87,0,87,up,1,0.5386899000004632,None,0,5,1.4964053000003332,87,0,87,0,312.95968379999977,,,,,312.9406641000096,312.95968379999977,313.9428038000042,313.95635900000343,314.49029169999994,up,1,0.5386899000004632,None,0,314.4938179000019,314.506186300001,314.506186300001,316.0069167000038,5,1.4964053000003332,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
88,0,88,down,1,1.3785544999991544,None,0,2.0074074074074075,2.491408500005491,88,0,88,0,316.0258198000083,,,,,316.00712219999696,316.0258198000083,317.00928399999975,317.02274159999797,318.3905444999982,down,1,1.3785544999991544,None,0,318.39850670000305,318.40885429999616,318.40885429999616,320.9060273000068,2.0074074074074075,2.491408500005491,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
89,0,89,up,1,1.7994873999996344,None,0,5,1.228464800005895,89,0,89,0,320.92533070000354,,,,,320.9062307999993,320.92533070000354,321.90828370000236,321.9221538999991,323.7234596000053,up,1,1.7994873999996344,None,0,323.72767069999827,323.7385382000066,323.7385382000066,324.9725094000023,5,1.228464800005895,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
90,0,90,up,1,0.797301399987191,None,0,5,1.3129194999928586,90,0,90,0,324.99188349999895,,,,,324.9727302000101,324.99188349999895,325.97490660000767,325.988457200001,326.78930820000824,up,1,0.797301399987191,None,0,326.79288750000705,326.8049921000056,326.8049921000056,328.1222429000045,5,1.3129194999928586,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
91,0,91,up,0,0.5152933000063058,None,0,5,1.7971646999940276,91,0,91,0,328.1411442000099,,,,,328.12250389999826,328.1411442000099,329.12461080000503,329.13819300000614,329.65516619999835,up,0,0.5152933000063058,None,0,329.6581251000025,329.67109270000947,329.67109270000947,331.47228300001007,5,1.7971646999940276,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
92,0,92,up,1,0.5600302999955602,None,0,5,1.3802767000015592,92,0,92,0,331.4911720000091,,,,,331.47245870000916,331.4911720000091,332.4742755000043,332.48787530000845,333.0383084000059,up,1,0.5600302999955602,None,0,333.0417071999982,333.0542022000009,333.0542022000009,334.43809870000405,5,1.3802767000015592,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
93,0,93,up,1,0.5740383999946062,None,0,4.003703703703704,1.6128524000087054,93,0,93,0,334.4574009000062,,,,,334.43830609999713,334.4574009000062,335.44095709999965,335.4544668000017,336.0215121000074,up,1,0.5740383999946062,None,0,336.02538160000404,336.0374375000101,336.0374375000101,337.65491029999976,4.003703703703704,1.6128524000087054,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
94,0,94,up,1,0.545737000007648,None,0,4.003703703703704,1.2281537000089884,94,0,94,0,337.6738868000102,,,,,337.65510180000274,337.6738868000102,338.6569659000088,338.670541200001,339.20550530000764,up,1,0.545737000007648,None,0,339.20959280000534,339.22036659999867,339.22036659999867,340.4546566000063,4.003703703703704,1.2281537000089884,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
95,0,95,down,1,0.8324033999961102,None,-9,5,1.0126142000081018,95,0,95,0,340.4736047000042,,,,,340.45488620000833,340.4736047000042,341.4569424000074,341.47052869999607,342.3046832999971,down,1,0.8324033999961102,None,-9,342.30862110000453,342.3201764999976,342.3201764999976,343.33729160000803,5,1.0126142000081018,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
96,0,96,up,1,1.4304712000011932,None,0,3.0,2.4969930999941425,96,0,96,0,343.3564960000076,,,,,343.3374652000057,343.3564960000076,344.339839200009,344.35348469999735,345.7871665999992,up,1,1.4304712000011932,None,0,345.79020899999887,345.8031023000076,345.8031023000076,348.30357390000427,3.0,2.4969930999941425,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
97,0,97,down,1,0.8062453000020469,None,-5,5,1.2454142000060529,97,0,97,0,348.32262340000307,,,,,348.30383030000667,348.32262340000307,349.3058985000098,349.3194022000098,350.12040980000165,down,1,0.8062453000020469,None,-5,350.1247297000082,350.13581550000526,350.13581550000526,351.3866774000053,5,1.2454142000060529,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
98,0,98,down,1,0.5398475999973016,None,5,5,1.780492799996864,98,0,98,0,351.4054415999999,,,,,351.3868788999971,351.4054415999999,352.38869220000925,352.4023601000081,352.93633179999597,down,1,0.5398475999973016,None,5,352.9393792000046,352.952437800006,352.952437800006,354.7359017999988,5,1.780492799996864,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
99,0,99,down,1,0.4707252999942284,None,8,5,1.1475227000046289,99,0,99,0,354.75512290000916,,,,,354.73609900000156,354.75512290000916,355.7385481000092,355.7522739999986,356.2196229999972,down,1,0.4707252999942284,None,8,356.22324210000806,356.23529199999757,356.23529199999757,357.3859558999975,5,1.1475227000046289,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
100,0,100,up,1,0.655358799995156,None,0,4.007407407407407,2.163068800000474,100,0,100,0,357.4050819999975,,,,,357.3862162000005,357.4050819999975,358.3883474000031,358.40199860000575,359.05274729999655,up,1,0.655358799995156,None,0,359.0561652000033,359.0685492000048,359.0685492000048,361.23546540000825,4.007407407407407,2.163068800000474,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
101,0,101,up,1,0.7203905000060331,None,0,5,1.1973107999947388,101,0,101,0,361.2543704999989,,,,,361.23565940000117,361.2543704999989,362.23788040000363,362.251474100005,362.96885720000137,up,1,0.7203905000060331,None,0,362.9718450000073,362.98460379999597,362.98460379999597,364.1853203000064,5,1.1973107999947388,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
102,0,102,up,1,0.7789953000028618,None,0,5,1.2631263000075705,102,0,102,0,364.20439759999863,,,,,364.1855335,364.20439759999863,365.1875405000028,365.2013069000095,365.96860800001014,up,1,0.7789953000028618,None,0,365.97210410000116,365.98416750000615,365.98416750000615,367.2516775999975,5,1.2631263000075705,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
103,0,103,up,0,0.6276665000041248,None,0,5,1.494163399998797,103,0,103,0,367.2706038000033,,,,,367.2518587000086,367.2706038000033,368.25413230000413,368.26785720000044,368.88622850000684,up,0,0.6276665000041248,None,0,368.89054710000346,368.9027635000093,368.9027635000093,370.40167259999726,5,1.494163399998797,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
104,0,104,down,1,0.48646100000769366,None,9,5,1.494629699998768,104,0,104,0,370.42058639999595,,,,,370.4018824000086,370.42058639999595,371.40377610000724,371.41733160000877,371.90142419999756,down,1,0.48646100000769366,None,9,371.9064772999991,371.91690180001024,371.91690180001024,373.41765190000297,5,1.494629699998768,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
105,0,105,up,1,0.6252269999968121,None,0,4.011111111111111,2.2136583999963477,105,0,105,0,373.43652210000437,,,,,373.4178763000091,373.43652210000437,374.420074499998,374.43386279999686,375.0506583999959,up,1,0.6252269999968121,None,0,375.05394199999864,375.0667326999974,375.0667326999974,377.28409159999865,4.011111111111111,2.2136583999963477,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
106,0,106,down,1,1.041282100006356,None,5,5,1.131037799990736,106,0,106,0,377.302763700005,,,,,377.28432299999986,377.302763700005,378.2863609000051,378.299986500002,379.33357909999904,down,1,1.041282100006356,None,5,379.3365651000058,379.3497814000002,379.3497814000002,380.4838999000058,5,1.131037799990736,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
107,0,107,up,1,0.6600673999928404,None,0,3.9925925925925925,3.579005200008396,107,0,107,0,380.5024193999998,,,,,380.4841260999965,380.5024193999998,381.48645310000575,381.49954119999893,382.15068570000585,up,1,0.6600673999928404,None,0,382.1551557000057,382.16609159999643,382.16609159999643,385.7498901000072,3.9925925925925925,3.579005200008396,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
108,0,108,down,1,0.8279755000112345,None,9,5,1.1455514999979641,108,0,108,0,385.7685787000082,,,,,385.75012759999663,385.7685787000082,386.75234370000544,386.76578300000983,387.58328269999765,down,1,0.8279755000112345,None,9,387.5875207000063,387.60020440000517,387.60020440000517,388.74960490000376,5,1.1455514999979641,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
109,0,109,down,1,0.5729183999937959,None,-6,5,1.4799720000009984,109,0,109,0,388.76846880000085,,,,,388.74985580000794,388.76846880000085,389.7519522000075,389.7655415000045,390.33278589999827,down,1,0.5729183999937959,None,-6,390.3358518000023,390.3486753000034,390.3486753000034,391.83242489999975,5,1.4799720000009984,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
110,0,110,down,1,0.5532238999876427,None,-6,5,1.7793092999927467,110,0,110,0,391.8513146000041,,,,,391.8326837000059,391.8513146000041,392.83494329999667,392.84853689999727,393.3996441000054,down,1,0.5532238999876427,None,-6,393.40322350000497,393.4147738000029,393.4147738000029,395.1988090000086,5,1.7793092999927467,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
111,0,111,down,1,0.5061085000052117,None,6,5,1.3631212000036612,111,0,111,0,395.21754480000527,,,,,395.19901150000806,395.21754480000527,396.20119340000383,396.21482249999826,396.7156946000032,down,1,0.5061085000052117,None,6,396.71905790000164,396.7329025000072,396.7329025000072,398.09869260000414,5,1.3631212000036612,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
112,0,112,up,1,0.7126684999966528,None,0,4.011111111111111,3.179728299990529,112,0,112,0,398.1177086000098,,,,,398.09888430000865,398.1177086000098,399.10098810000636,399.11474859999726,399.81522970000515,up,1,0.7126684999966528,None,0,399.81875140000193,399.8309866000054,399.8309866000054,403.0147549999965,4.011111111111111,3.179728299990529,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
113,0,113,up,1,0.728078900006949,None,0,5,1.1960112000087975,113,0,113,0,403.033811900008,,,,,403.0149569000059,403.033811900008,404.01691050000954,404.030808800002,404.7486291999958,up,1,0.728078900006949,None,0,404.75269920000574,404.7639201999991,404.7639201999991,405.9645707000018,5,1.1960112000087975,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
114,0,114,up,1,0.5988189000054263,None,0,5,1.7126436999969883,114,0,114,0,405.9834853000066,,,,,405.96481279999716,405.9834853000066,406.9669403000007,406.9805622999993,407.5813254000095,up,1,0.5988189000054263,None,0,407.58519470000465,407.59703220000665,407.59703220000665,409.314177200009,5,1.7126436999969883,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
115,0,115,up,0,0.661658199998783,None,1,5,1.2622420999978203,115,0,115,0,409.33288309999625,,,,,409.3143648999976,409.33288309999625,410.31656170000497,410.3301727000071,410.9816476999986,up,0,0.661658199998783,None,1,410.98530310000933,410.9965947000019,410.9965947000019,412.2638799999986,5,1.2622420999978203,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
116,0,116,up,1,0.5203249000041978,None,0,4.996296296296296,1.4128723000030732,116,0,116,0,412.28278890000365,,,,,412.2641242999962,412.28278890000365,413.266254400005,413.2798910999991,413.7973695999972,up,1,0.5203249000041978,None,0,413.80073640000774,413.81295659999887,413.81295659999887,415.23012990001007,4.996296296296296,1.4128723000030732,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
117,0,117,down,1,0.7479878000012832,None,-4,5,1.6135928000003332,117,0,117,0,415.24961660000554,,,,,415.23032129999774,415.24961660000554,416.2324937000085,416.2462053000054,416.99680680000165,down,1,0.7479878000012832,None,-4,417.0001976000058,417.0126461000036,417.0126461000036,418.63003149999713,5,1.6135928000003332,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
118,0,118,up,1,0.6233378000033554,None,0,5,1.3962479000038002,118,0,118,0,418.6488628000079,,,,,418.6302824000013,418.6488628000079,419.6323140000022,419.6458675000031,420.26323830000183,up,1,0.6233378000033554,None,0,420.26665689999936,420.2789121000096,420.2789121000096,421.6796733000083,5,1.3962479000038002,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
119,0,119,down,1,0.5550188000052003,None,4,5,2.063611400008085,119,0,119,0,421.6984957000095,,,,,421.67992609999783,421.6984957000095,422.6820214000036,422.69569190000766,423.24621209999896,down,1,0.5550188000052003,None,4,423.24914310000895,423.2619879999984,423.2619879999984,425.3292720000027,5,2.063611400008085,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
120,0,120,up,1,0.5419262000068557,None,0,4.014814814814815,1.9305812999955378,120,0,120,0,425.3480161000043,,,,,425.3295078000083,425.3480161000043,426.33153300000413,426.3451012000005,426.87901760000386,up,1,0.5419262000068557,None,0,426.8824997000047,426.89497090000077,426.89497090000077,428.82869340000616,4.014814814814815,1.9305812999955378,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
121,0,121,down,1,0.9493755000003148,None,7,5,1.2130684000003384,121,0,121,0,428.84787470000447,,,,,428.8288923000073,428.84787470000447,429.83122130000265,429.8449340000079,430.7957313000079,down,1,0.9493755000003148,None,7,430.79913549999765,430.81134909999673,430.81134909999673,432.02909830000135,5,1.2130684000003384,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
122,0,122,down,1,0.5904077000013785,None,-6,5,1.2627589000039734,122,0,122,0,432.04731720000564,,,,,432.02934360000654,432.04731720000564,433.0308603000012,433.04426680000324,433.62859619999654,down,1,0.5904077000013785,None,-6,433.6324122000078,433.644303100009,433.644303100009,434.9116759000026,5,1.2627589000039734,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
123,0,123,down,1,0.5295990000013262,None,-5,5,1.4449033999990206,123,0,123,0,434.9305594000034,,,,,434.91190500000084,434.9305594000034,435.91412840000703,435.92763900000136,436.44564060000994,down,1,0.5295990000013262,None,-5,436.4501198000071,436.46075539999583,436.46075539999583,437.9113498000079,5,1.4449033999990206,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
124,0,124,down,0,0.8113984000083292,None,0,1,2.811145100000431,124,0,124,0,437.93029590000515,,,,,437.9116568000027,437.93029590000515,438.91401439999754,438.9276252999989,439.72824799999944,down,0,0.8113984000083292,None,0,439.73317200000747,439.7435397000081,439.7435397000081,442.56112450000364,1,2.811145100000431,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
125,0,125,up,1,1.008008000004338,None,0,5,1.2299471000005724,125,0,125,0,442.579894399998,,,,,442.5612811000028,442.579894399998,443.5631310000026,443.57663409999805,444.57786810000835,up,1,1.008008000004338,None,0,444.58054670000274,444.59298970000236,444.59298970000236,445.8271153999958,5,1.2299471000005724,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
126,0,126,up,1,0.5151708999910625,None,0,5,1.312111699997331,126,0,126,0,445.846183200003,,,,,445.8274541999999,445.846183200003,446.8297382000019,446.8432334000099,447.36083640001016,up,1,0.5151708999910625,None,0,447.3648647000082,447.37641340000846,447.37641340000846,448.69347410000046,5,1.312111699997331,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
127,0,127,up,1,0.8048173999995925,None,0,5,1.6625152000051457,127,0,127,0,448.7122620000009,,,,,448.6936993999989,448.7122620000009,449.69609510000737,449.7096128999983,450.5106195999979,up,1,0.8048173999995925,None,0,450.5145402000053,450.5262075000064,450.5262075000064,452.19348519999767,5,1.6625152000051457,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
