delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation2.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.4,1000,exp,0,0,0,space,0.5687094,None,200,1,[8.727677499991842],[8.727686300000641],0,0,0,10,0.0239925,,0.0198453,0.0239925,1.014828,1.014828,1.0310738,1.6996922,space,0.5687094,None,1.7004203,0.4149249,0.7147743,2.4315448,2.433712,2.5063711,2.5063711,2.5063711,11.2344086,200,1,[8.727677499991842],[8.727686300000641],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,1,1,0,space,1.8472843,None,400,1,[6.637814699992305],[6.637821999989683],0,1,1,11,11.2465289,,11.2347383,11.2465289,12.2465379,12.2465379,12.2465379,14.0984884,space,1.8472843,None,14.1011234,0.7147318,1.0145357,15.1304026,15.1313334,15.1585525,15.1585525,15.1585525,21.7967491,400,1,[6.637814699992305],[6.637821999989683],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,400,unexp,2,2,0,space,1.6485793,None,500,1,[4.012036200001603],[4.0120470999972895],0,2,2,2,21.8119154,,21.7969952,21.8119154,22.8120245,22.8120245,22.8120245,24.4632356,space,1.6485793,None,24.4649227,0.6990127,0.9989451,25.4799255,25.4808175,25.5175177,25.5175177,25.5175177,29.5301077,500,1,[4.012036200001603],[4.0120470999972895],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,3,3,0,space,1.5634243,None,400,1,[8.466045300010592],[8.466052200004924],0,3,3,8,29.5449222,,29.53046,29.5449222,30.544561,30.544561,30.544561,32.1117481,space,1.5634243,None,32.1128103,0.6992609,0.9990815,33.128806,33.1292364,33.1450399,33.1450399,33.1450399,41.6114045,400,1,[8.466045300010592],[8.466052200004924],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,4,4,0,space,0.5949573,None,200,1,[5.897888400009833],[5.897895000001881],0,4,4,9,41.626748,,41.6116117,41.626748,42.6271702,42.6271702,42.6271702,43.227834,space,0.5949573,None,43.2293849,0.0990364,0.3990911,43.6394445,43.6400859,43.6624106,43.6624106,43.6624106,49.56062,200,1,[5.897888400009833],[5.897895000001881],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,5,5,0,space,0.3244755,None,200,1,[2.7557585000176914],[2.755774699995527],0,5,5,4,49.5761442,,49.5608512,49.5761442,50.5758546,50.5758546,50.5758546,50.9102846,space,0.3244755,None,50.9120611,0.4153581,0.7153233,51.6421973,51.6425344,51.6543944,51.6543944,51.6543944,54.4109219,200,1,[2.7557585000176914],[2.755774699995527],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,6,6,0,space,0.3732834,None,100,1,[4.217990600009216],[4.21799760000431],0,6,6,6,54.4253667,,54.4114017,54.4253667,55.4255967,55.4255967,55.4255967,55.809175,space,0.3732834,None,55.8100481,0.099687,0.3998861,56.219126,56.2200478,56.2584458,56.2584458,56.2584458,60.4767621,100,1,[4.217990600009216],[4.21799760000431],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,400,unexp,7,7,0,space,0.3636302,None,400,1,[3.8575243999948725],[3.8575337999791373],0,7,7,0,60.4916716,,60.4770126,60.4916716,61.4914032,61.4914032,61.4914032,61.8595257,space,0.3636302,None,61.8618066,0.0990744,0.3991532,62.2714796,62.2728054,62.3181841,62.3181841,62.3181841,66.1762682,400,1,[3.8575243999948725],[3.8575337999791373],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,8,8,0,space,0.423868,None,300,1,[3.2491794000088703],[3.2491940000036266],0,8,8,5,66.1910753,,66.176714,66.1910753,67.1912419,67.1912419,67.1912419,67.6255349,space,0.423868,None,67.6281069,0.6991542,0.9991286,68.6423832,68.6434026,68.6766429,68.6766429,68.6766429,71.9263491,300,1,[3.2491794000088703],[3.2491940000036266],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,400,unexp,9,9,0,space,0.3284047,None,500,1,[3.735688199987635],[3.735702500009211],0,9,9,1,71.9405696,,71.9267836,71.9405696,72.940647,72.940647,72.940647,73.2748794,space,0.3284047,None,73.2784065,0.4151261,0.7156809,74.0022568,74.0031569,74.0387056,74.0387056,74.0387056,77.7749976,500,1,[3.735688199987635],[3.735702500009211],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,10,10,0,space,0.3246266,None,200,1,[3.58721319999313],[3.587220499990508],0,10,10,7,77.7897175,,77.7760046,77.7897175,78.7898651,78.7898651,78.7898651,79.1235488,space,0.3246266,None,79.1244585,0.3998943,0.6997333,79.8430092,79.8439198,79.8702481,79.8702481,79.8702481,83.4577664,200,1,[3.58721319999313],[3.587220499990508],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,11,11,0,space,0.5177198,None,100,1,[2.4967697999964003],[2.4967808999936096],0,11,11,3,83.4729109,,83.4580779,83.4729109,84.4728494,84.4728494,84.4728494,85.0094072,space,0.5177198,None,85.0111645,0.113008,0.4131209,85.4400298,85.4409678,85.4767123,85.4767123,85.4767123,87.9739444,100,1,[2.4967697999964003],[2.4967808999936096],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,12,0,1,space,0.2779729,None,100,1,[4.258580199995777],[4.258586599986302],1,0,12,3,87.9888194,,87.9742598,87.9888194,88.9888147,88.9888147,88.9888147,89.2730037,space,0.2779729,None,89.2743991,0.0993144,0.3992525,89.6900445,89.6907666,89.7139214,89.7139214,89.7139214,93.9727924,100,1,[4.258580199995777],[4.258586599986302],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,400,unexp,13,1,1,space,0.2625479,None,400,1,[3.5186684000073],[3.518674299994018],1,1,13,0,93.9880894,,93.9729961,93.9880894,94.9879937,94.9879937,94.9879937,95.255506,space,0.2625479,None,95.2571379,0.0995759,0.3992938,95.6715106,95.6721679,95.7033637,95.7033637,95.7033637,99.2222764,400,1,[3.5186684000073],[3.518674299994018],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,14,2,1,space,0.838086,None,200,1,[2.614512600004673],[2.6145207999798004],1,2,14,6,99.2376107,,99.2224679,99.2376107,100.2214067,100.2214067,100.2379149,101.0720975,space,0.838086,None,101.073818,0.0990487,0.3990186,101.4822088,101.4831231,101.5068863,101.5068863,101.5068863,104.1218712,200,1,[2.614512600004673],[2.6145207999798004],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,15,3,1,space,0.3757747,None,400,1,[2.5163547999982256],[2.5163607000140473],1,3,15,5,104.1372026,,104.1220784,104.1372026,105.1376123,105.1376123,105.1376123,105.5215486,space,0.3757747,None,105.5236332,0.7150819,1.0161624,106.5514932,106.552508,106.5878854,106.5878854,106.5878854,109.1047035,400,1,[2.5163547999982256],[2.5163607000140473],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,400,unexp,16,4,1,space,0.348455,None,200,1,[5.649930299987318],[5.649936500005424],1,4,16,1,109.1199331,,109.1048914,109.1199331,110.1198299,110.1198299,110.1198299,110.4705792,space,0.348455,None,110.4717043,0.3992261,0.69934,111.1792999,111.1799316,111.2033977,111.2033977,111.2033977,116.8536448,200,1,[5.649930299987318],[5.649936500005424],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,400,unexp,17,5,1,space,0.3051232,None,500,1,[3.0415023999812547],[3.041510799987009],1,5,17,2,116.8693335,,116.8539368,116.8693335,117.869361,117.869361,117.869361,118.1870974,space,0.3051232,None,118.1903764,0.6991478,0.998638,119.2036681,119.2044792,119.2277181,119.2277181,119.2277181,122.2695715,500,1,[3.0415023999812547],[3.041510799987009],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,18,6,1,space,0.3185954,None,400,1,[2.0021427999890875],[2.002148799976567],1,6,18,8,122.2854497,,122.269866,122.2854497,123.2685527,123.2685527,123.2853889,123.6024435,space,0.3185954,None,123.6037459,0.6995498,0.9996724,124.6205271,124.6213151,124.6506232,124.6506232,124.6506232,126.6530447,400,1,[2.0021427999890875],[2.002148799976567],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,19,7,1,space,0.2586288,None,100,1,[3.0293539999984205],[3.0293865999847185],1,7,19,9,126.6680056,,126.6532618,126.6680056,127.6681216,127.6681216,127.6681216,127.9356351,space,0.2586288,None,127.9371113,0.0992446,0.399017,128.3511744,128.3517702,128.3729549,128.3729549,128.3729549,131.4027174,100,1,[3.0293539999984205],[3.0293865999847185],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,20,8,1,space,0.2759891,None,200,1,[2.726888399978634],[2.726901199988788],1,8,20,4,131.4177393,,131.403016,131.4177393,132.4182592,132.4182592,132.4182592,132.7025927,space,0.2759891,None,132.7048329,0.4155071,0.714975,133.4282899,133.4286274,133.441721,133.441721,133.441721,136.1694224,200,1,[2.726888399978634],[2.726901199988788],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,21,9,1,space,0.3602121,None,300,1,[2.1961082000052556],[2.196121699991636],1,9,21,10,136.1838329,,136.1700003,136.1838329,137.1841506,137.1841506,137.1841506,137.5511727,space,0.3602121,None,137.5525979,0.3994592,0.6995773,138.2710574,138.2719837,138.3049119,138.3049119,138.3049119,140.5015593,300,1,[2.1961082000052556],[2.196121699991636],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,22,10,1,space,0.2876797,None,400,1,[2.167060700012371],[2.167066900001373],1,10,22,11,140.5167402,,140.5019726,140.5167402,141.5171648,141.5171648,141.5171648,141.8183538,space,0.2876797,None,141.8205222,0.6996159,0.9993005,142.8334164,142.8344685,142.8667772,142.8667772,142.8667772,145.0341368,400,1,[2.167060700012371],[2.167066900001373],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,23,11,1,space,0.4633627,None,300,1,[2.040213300002506],[2.0402204999991227],1,11,23,7,145.0500583,,145.0343484,145.0500583,146.0497385,146.0497385,146.0497385,146.5167868,space,0.4633627,None,146.5173566,0.3993995,0.7000806,147.2301676,147.231186,147.2765534,147.2765534,147.2765534,149.3170746,300,1,[2.040213300002506],[2.0402204999991227],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,24,0,2,space,0.3993584,None,400,1,[2.6884611999848858],[2.688467400002992],2,0,24,5,149.3327429,,149.3173137,149.3327429,150.3326736,150.3326736,150.3326736,150.7333007,space,0.3993584,None,150.7344521,0.6992552,0.9997157,151.7513371,151.7522372,151.7786621,151.7786621,151.7786621,154.467388,400,1,[2.6884611999848858],[2.688467400002992],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,25,1,2,space,0.5411574,None,400,1,[3.386698599992087],[3.386708500009263],2,1,25,4,154.4823605,,154.4676023,154.4823605,155.4824992,155.4824992,155.4824992,156.0332989,space,0.5411574,None,156.0349814,0.3990795,0.6989442,156.7424872,156.743384,156.7793298,156.7793298,156.7793298,160.1665337,400,1,[3.386698599992087],[3.386708500009263],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,26,2,2,space,0.2726397,None,300,1,[4.046435299998848],[4.046447499975329],2,2,26,10,160.1818658,,160.1667654,160.1818658,161.1815898,161.1815898,161.1815898,161.4657128,space,0.2726397,None,161.4673355,0.3994688,0.6989015,162.1810934,162.1819208,162.2021942,162.2021942,162.2021942,166.249126,300,1,[4.046435299998848],[4.046447499975329],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,27,3,2,space,0.3312087,None,400,1,[4.311795299989171],[4.311801899981219],2,3,27,7,166.263983,,166.2495149,166.263983,167.2642583,167.2642583,167.2642583,167.5981487,space,0.3312087,None,167.5993118,0.3997818,0.6997443,168.3082884,168.3091699,168.3362574,168.3362574,168.3362574,172.648338,400,1,[4.311795299989171],[4.311801899981219],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,400,unexp,28,4,2,space,0.3490114,None,600,1,[6.2294559000001755],[6.229464000003645],2,4,28,2,172.6637753,,172.6485332,172.6637753,173.6639914,173.6639914,173.6639914,174.0148457,space,0.3490114,None,174.0167404,0.7155991,1.0155437,175.048878,175.0498142,175.0848604,175.0848604,175.0848604,181.3146795,600,1,[6.2294559000001755],[6.229464000003645],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,400,unexp,29,5,2,space,1.5135775,None,200,1,[3.868203399993945],[3.868210899992846],2,5,29,0,181.3296241,,181.3150932,181.3296241,182.3292615,182.3292615,182.3292615,183.8466919,space,1.5135775,None,183.848079,0.0994434,0.4000356,184.2591157,184.2600658,184.2963417,184.2963417,184.2963417,188.1649663,200,1,[3.868203399993945],[3.868210899992846],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,30,6,2,space,0.3253003,None,200,1,[2.199865200003842],[2.199871399992844],2,6,30,6,188.1787592,,188.1652076,188.1787592,189.1786055,189.1786055,189.1786055,189.5132988,space,0.3253003,None,189.5150428,0.0990722,0.3990395,189.9290978,189.9300246,189.9627298,189.9627298,189.9627298,192.1628918,200,1,[2.199865200003842],[2.199871399992844],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,31,7,2,space,0.2983921,None,400,1,[6.350508200004697],[6.350514999998268],2,7,31,8,192.1783727,,192.163092,192.1783727,193.1782423,193.1782423,193.1782423,193.4786886,space,0.2983921,None,193.4792765,0.6998942,0.9999461,194.4889262,194.490025,194.5273128,194.5273128,194.5273128,200.8783783,400,1,[6.350508200004697],[6.350514999998268],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,32,8,2,space,0.3019853,None,100,1,[1.7811722999904305],[1.781180799996946],2,8,32,9,200.8939244,,200.8786326,200.8939244,201.893761,201.893761,201.893761,202.2108808,space,0.3019853,None,202.2117477,0.0995051,0.3994895,202.6196235,202.6199125,202.6300342,202.6300342,202.6300342,204.4115185,100,1,[1.7811722999904305],[1.781180799996946],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,33,9,2,space,0.2325168,None,300,1,[2.429091400001198],[2.42909800002235],2,9,33,11,204.4268768,,204.4118354,204.4268768,205.4268253,205.4268253,205.4268253,205.6606844,space,0.2325168,None,205.6615267,0.6993937,0.9996139,206.6695988,206.6699279,206.6818111,206.6818111,206.6818111,209.1111955,300,1,[2.429091400001198],[2.42909800002235],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,400,unexp,34,10,2,space,0.296923,None,200,1,[2.9039251999929547],[2.903932799992617],2,10,34,1,209.1267025,,209.1114076,209.1267025,210.1267417,210.1267417,210.1267417,210.42784,space,0.296923,None,210.42901,0.3993096,0.69943,211.1415283,211.1424626,211.1740285,211.1740285,211.1740285,214.078252,200,1,[2.9039251999929547],[2.903932799992617],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,35,11,2,space,0.2970484,None,100,1,[1.846773299999768],[1.8467833000177052],2,11,35,3,214.0931037,,214.0784835,214.0931037,215.0927453,215.0927453,215.0927453,215.3932004,space,0.2970484,None,215.3940957,0.0994016,0.3994703,215.8123917,215.8129079,215.830618,215.830618,215.830618,217.6777868,100,1,[1.846773299999768],[1.8467833000177052],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,36,0,3,space,0.2731141,None,300,1,[2.4762368999945465],[2.476246700010961],3,0,36,7,217.6924604,,217.67809,217.6924604,218.6927755,218.6927755,218.6927755,218.977919,space,0.2731141,None,218.9798527,0.4147229,0.714494,219.7099074,219.7108164,219.7336017,219.7336017,219.7336017,222.2102037,300,1,[2.4762368999945465],[2.476246700010961],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,37,1,3,space,0.2571075,None,400,1,[1.7213281000149436],[1.7213417000020854],3,1,37,8,222.2250594,,222.2104822,222.2250594,223.2255467,223.2255467,223.2255467,223.4928381,space,0.2571075,None,223.4942175,0.6992812,0.9989602,224.5105588,224.5113216,224.5400044,224.5400044,224.5400044,226.2619143,400,1,[1.7213281000149436],[1.7213417000020854],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,38,2,3,space,0.2755232,None,100,1,[1.5942629000055604],[1.5942756999866106],3,2,38,3,226.275015,,226.2623636,226.275015,227.2752917,227.2752917,227.2752917,227.5597501,space,0.2755232,None,227.5618904,0.1152379,0.4154655,227.9886599,227.9897504,228.0148675,228.0148675,228.0148675,229.609611,100,1,[1.5942629000055604],[1.5942756999866106],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,39,3,3,space,0.3723758,None,400,1,[2.371771300007822],[2.3717802000173833],3,3,39,5,229.624733,,229.6100057,229.624733,230.6245075,230.6245075,230.6245075,231.0098264,space,0.3723758,None,231.0121987,0.7147775,1.0146957,232.0397014,232.0404866,232.0703293,232.0703293,232.0703293,234.4424287,400,1,[2.371771300007822],[2.3717802000173833],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,400,unexp,40,4,3,space,0.2777744,None,500,1,[2.1197923999861814],[2.119799200008856],3,4,40,2,234.4577968,,234.4426663,234.4577968,235.4571679,235.4571679,235.4571679,235.7412103,space,0.2777744,None,235.7423656,0.6999386,0.9992079,236.7579445,236.7583211,236.771057,236.771057,236.771057,238.8911089,500,1,[2.1197923999861814],[2.119799200008856],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,400,unexp,41,5,3,space,0.4034352,None,200,1,[2.531912000005832],[2.5319221000245307],3,5,41,1,238.9070065,,238.8913104,238.9070065,239.8904985,239.8904985,239.9072825,240.309004,space,0.4034352,None,240.3109159,0.4148165,0.7145662,241.0402652,241.0413182,241.0765798,241.0765798,241.0765798,243.6089377,200,1,[2.531912000005832],[2.5319221000245307],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,400,unexp,42,6,3,space,0.4474689,None,100,1,[1.8167577999993227],[1.8167636999860406],3,6,42,0,243.6229144,,243.6092204,243.6229144,244.6230705,244.6230705,244.6230705,245.0731867,space,0.4474689,None,245.0737577,0.0997334,0.4003386,245.4900784,245.4909779,245.5233996,245.5233996,245.5233996,247.3404019,100,1,[1.8167577999993227],[1.8167636999860406],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,43,7,3,space,0.3457245,None,400,1,[2.617448200006038],[2.6174581999948714],3,7,43,10,247.3564691,,247.3406506,247.3564691,248.3560883,248.3560883,248.3560883,248.7072655,space,0.3457245,None,248.709054,0.4152671,0.7151305,249.4403681,249.4408189,249.4555975,249.4555975,249.4555975,252.0734238,400,1,[2.617448200006038],[2.6174581999948714],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,44,8,3,space,0.5273151,None,100,1,[2.0352367000014056],[2.0352427999896463],3,8,44,9,252.0890391,,252.0737568,252.0890391,253.0727121,253.0727121,253.0892918,253.6078586,space,0.5273151,None,253.6101725,0.1143821,0.414722,254.0326354,254.033536,254.0713085,254.0713085,254.0713085,256.1067962,100,1,[2.0352367000014056],[2.0352427999896463],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,45,9,3,space,0.2514707,None,200,1,[2.833485099981772],[2.833491499972297],3,9,45,4,256.1218252,,256.1070711,256.1218252,257.1223263,257.1223263,257.1223263,257.3897541,space,0.2514707,None,257.39188,0.4158105,0.7157272,258.1221693,258.1230937,258.1556967,258.1556967,258.1556967,260.9894977,200,1,[2.833485099981772],[2.833491499972297],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,46,10,3,space,0.2788385,None,300,1,[1.4701261000009254],[1.4701333999983035],3,10,46,11,261.0049338,,260.9896943,261.0049338,262.005091,262.005091,262.005091,262.2889989,space,0.2788385,None,262.2909599,0.6990068,0.9990281,263.297633,263.2982631,263.3208058,263.3208058,263.3208058,264.7912397,300,1,[1.4701261000009254],[1.4701333999983035],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,47,11,3,space,0.3050852,None,200,1,[1.630017699993914],[1.6300294999964535],3,11,47,6,264.8045759,,264.7914665,264.8045759,265.8046648,265.8046648,265.8046648,266.1213998,space,0.3050852,None,266.1220799,0.0997553,0.3999672,266.5390262,266.5399149,266.5772619,266.5772619,266.5772619,268.2078401,200,1,[1.630017699993914],[1.6300294999964535],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,48,0,4,space,0.2723689,None,300,1,[3.21860100000049],[3.2186077999940608],4,0,48,4,268.2210122,,268.208182,268.2210122,269.2208516,269.2208516,269.2208516,269.5050503,space,0.2723689,None,269.5074569,0.3991322,0.6991541,270.2180745,270.2189463,270.2527786,270.2527786,270.2527786,273.4716916,300,1,[3.21860100000049],[3.2186077999940608],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,1000,exp,49,1,4,space,0.5151633,None,200,1,[4.398273900005734],[4.39828269998543],4,1,49,5,273.4872277,,273.471899,273.4872277,274.4872946,274.4872946,274.4872946,275.0051695,space,0.5151633,None,275.0099396,0.714815,1.0147368,276.0317542,276.0323658,276.0553733,276.0553733,276.0553733,280.45403,200,1,[4.398273900005734],[4.39828269998543],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,400,unexp,50,2,4,space,0.3894901,None,100,1,[3.047797500010347],[3.0478049000084866],4,2,50,0,280.4694543,,280.4544532,280.4694543,281.4694125,281.4694125,281.4694125,281.8699377,space,0.3894901,None,281.8710136,0.0992659,0.3997517,282.2830806,282.2842635,282.3225366,282.3225366,282.3225366,285.3706568,100,1,[3.047797500010347],[3.0478049000084866],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.7,400,unexp,51,3,4,space,0.3303683,None,300,1,[2.406988000002457],[2.406994399992982],4,3,51,2,285.385813,,285.370866,285.385813,286.3860416,286.3860416,286.3860416,286.7191723,space,0.3303683,None,286.7197473,0.7000286,0.999464,287.7298868,287.7303537,287.7460466,287.7460466,287.7460466,290.1533467,300,1,[2.406988000002457],[2.406994399992982],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.1,1000,exp,52,4,4,space,0.4006093,None,300,1,[3.253938699985156],[3.253948900004616],4,4,52,3,290.1685814,,290.1535425,290.1685814,291.1684248,291.1684248,291.1684248,291.5706914,space,0.4006093,None,291.5725439,0.1150293,0.4148768,292.0013893,292.0023608,292.0318299,292.0318299,292.0318299,295.2862033,300,1,[3.253938699985156],[3.253948900004616],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,1000,exp,53,5,4,space,0.2457282,None,200,1,[2.6458226999966428],[2.6458362999837846],4,5,53,7,295.301318,,295.2864142,295.301318,296.301623,296.301623,296.301623,296.552449,space,0.2457282,None,296.5541818,0.3990557,0.6988645,297.2710561,297.2722682,297.3055565,297.3055565,297.3055565,299.9520262,200,1,[2.6458226999966428],[2.6458362999837846],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
0.4,400,unexp,54,6,4,space,0.2859237,None,400,1,[2.4896863999892958],[2.489717499993276],4,6,54,1,299.9672622,,299.9524978,299.9672622,300.9678169,300.9678169,300.9678169,301.2690408,space,0.2859237,None,301.2707706,0.4153336,0.7154117,301.9995775,302.0004859,302.0364522,302.0364522,302.0364522,304.5272968,400,1,[2.4896863999892958],[2.489717499993276],1,1,2025-10-21_19h07.32.983,intentional_binding_exp,,2025.1.1,60.24956575,2025-10-21 19h07.44.775889 +0530
