imagefile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,image.started,Fixation.stopped,image.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
D:\happyimage1.jpeg,124,12,8,down,1,0.6143653,None,-6,5,3.2956193,8,12,124,0,549.0063302,,,,,,,,,548.9768358,549.0063302,549.9715424,550.0183196,550.4846382,550.5680167,551.1862016,down,1,0.6143653,None,-6,551.1897247,551.2012891,551.2012891,554.5014332,5,3.2956193,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,125,13,8,down,0,1.7009978,None,0,4.011111111,2.6450704,8,13,125,9,554.5207961,,,,,,,,,554.5039662,554.5207961,555.5043585,555.5178916,556.0171446,556.1008618,557.8185989,down,0,1.7009978,None,0,557.8233657,557.833597,557.833597,560.4842875,4.011111111,2.6450704,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,126,0,9,up,1,1.1311296,None,0,3.007407407,3.3435751,9,0,126,13,560.5033829,,,,,,,,,560.4869897,560.5033829,561.4868129,561.5005939,562.0000753,562.1003298,563.2353955,up,1,1.1311296,None,0,563.2402607,563.2502053,563.2502053,566.6004431,3.007407407,3.3435751,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,127,1,9,down,0,0.5829555,None,0,2.966666667,2.3938925,9,1,127,11,566.619737,,,,,,,,,566.6027954,566.619737,567.603277,567.6169521,568.1160578,568.2162667,568.8015578,down,0,0.5829555,None,0,568.806405,568.815831,568.815831,571.2164146,2.966666667,2.3938925,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,128,2,9,down,0,1.2183505,None,0,2,2.3943222,9,2,128,7,571.2360098,,,,,,,,,571.2187257,571.2360098,572.2193904,572.2330096,572.7324384,572.8159076,574.0510795,down,0,1.2183505,None,0,574.0553556,574.0653882,574.0653882,576.4659946,2,2.3943222,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,129,3,9,down,1,0.7867952,None,6,5,1.2800197,9,3,129,1,576.4855845,,,,,,,,,576.468504,576.4855845,577.468434,577.4822576,577.9813698,578.081613,578.8830714,down,1,0.7867952,None,6,578.8864098,578.8981203,578.8981203,580.1842615,5,1.2800197,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,130,4,9,down,1,0.7442977,None,2,4.003703704,3.6988779,9,4,130,8,580.2017717,,,,,,,,,580.1876924,580.2017717,581.1850826,581.1986689,581.6977178,581.7980489,582.5480776,down,1,0.7442977,None,2,582.549678,582.5642578,582.5642578,586.2649507,4.003703704,3.6988779,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,131,5,9,down,1,2.655929,None,-3,5,1.7294785,9,5,131,5,586.2843523,,,,,,,,,586.2675921,586.2843523,587.2675452,587.2813287,587.7808069,587.8644384,590.5316906,down,1,2.655929,None,-3,590.5355445,590.5473431,590.5473431,592.2811637,5,1.7294785,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,132,6,9,up,1,0.840032,None,0,5,0.9123077,9,6,132,0,592.3000134,,,,,,,,,592.2837344,592.3000134,593.2837285,593.2973514,593.7968954,593.8804098,594.7313182,up,1,0.840032,None,0,594.7351969,594.7468704,594.7468704,595.664086,5,0.9123077,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,133,7,9,down,1,1.6428555,None,2,4,2.4128376,9,7,133,10,595.9480332,,,,,,,,,595.9307717,595.9480332,596.6683172,596.9484209,597.1797339,597.2633673,598.9140967,down,1,1.6428555,None,2,598.9178431,598.9295048,598.9295048,601.3466296,4,2.4128376,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,134,8,9,up,1,0.741958,None,0,5,1.5308322,9,8,134,4,601.3848739,,,,,,,,,601.3541377,601.3848739,602.3494615,602.3964125,602.8628707,602.9463112,603.6967062,up,1,0.741958,None,0,603.6996617,603.7126524,603.7126524,605.2465009,5,1.5308322,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,135,9,9,up,1,1.93424,None,0,5,0.962335,9,9,135,2,605.2655935,,,,,,,,,605.2486648,605.2655935,606.2490033,606.2627355,606.7622822,606.8457304,608.7964961,up,1,1.93424,None,0,608.8004436,608.8122852,608.8122852,609.779312,5,0.962335,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,136,10,9,up,0,0.9516136,None,2,3.996296296,2.7285914,9,10,136,12,609.7988734,,,,,,,,,609.781669,609.7988734,610.7822185,610.7958362,611.2951337,611.3790022,612.3464241,up,0,0.9516136,None,2,612.3504993,612.3618161,612.3618161,615.0957919,3.996296296,2.7285914,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,137,11,9,down,0,0.8737901,None,0,4.007407407,1.4468782,9,11,137,9,615.1147544,,,,,,,,,615.0992164,615.1147544,616.0980827,616.1120326,616.6112901,616.7115265,617.595595,down,0,0.8737901,None,0,617.5986175,617.6113995,617.6113995,619.0617455,4.007407407,1.4468782,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,138,12,9,down,1,1.1601216,None,-2,5,1.6099693,9,12,138,6,619.0806454,,,,,,,,,619.065195,619.0806454,620.0645024,620.0781322,620.5775357,620.661095,621.8296251,down,1,1.1601216,None,-2,621.8350889,621.8473091,621.8473091,623.4612964,5,1.6099693,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,139,13,9,up,1,2.1770432,None,0,4.988888889,1.6457661,9,13,139,3,623.4806355,,,,,,,,,623.4734563,623.4806355,624.4641455,624.4777406,624.9772837,625.06081,627.2449668,up,1,2.1770432,None,0,627.2490778,627.2603074,627.2603074,628.9109783,4.988888889,1.6457661,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,140,0,10,down,1,0.8565674,None,-8,2.996296296,1.7282766,10,0,140,8,628.930212,,,,,,,,,628.9134182,628.930212,629.9137225,629.9273113,630.4267269,630.5103399,631.3781635,down,1,0.8565674,None,-8,631.382546,631.3933111,631.3933111,633.1272194,2.996296296,1.7282766,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,141,1,10,up,1,0.716034,None,0,5,0.9001185,10,1,141,2,633.1465088,,,,,,,,,633.1303516,633.1465088,634.1342399,634.1431202,634.6424722,634.8503048,635.5761272,up,1,0.716034,None,0,635.5770751,635.5924939,635.5924939,636.4933763,5,0.9001185,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,142,2,10,up,1,0.8918222,None,0,3.988888889,1.2492157,10,2,142,10,636.7953826,,,,,,,,,636.7785331,636.7953826,637.4981895,637.794644,638.0087268,638.1094123,639.0092587,up,1,0.8918222,None,0,639.0105708,639.0256216,639.0256216,640.2763256,3.988888889,1.2492157,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,143,3,10,down,1,1.9857043,None,0,3.977777778,2.779306,10,3,143,7,640.3143114,,,,,,,,,640.2844772,640.3143114,641.2792494,641.3259811,641.7921984,641.8755901,643.8764257,down,1,1.9857043,None,0,643.8798331,643.8919627,643.8919627,646.6757168,3.977777778,2.779306,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,144,4,10,down,1,0.9673208,None,-4,3.996296296,1.0288298,10,4,144,11,646.6948067,,,,,,,,,646.6783087,646.6948067,647.6784881,647.6923209,648.1919808,648.2753076,649.2594944,down,1,0.9673208,None,-4,649.2637844,649.274965,649.274965,650.3088311,3.996296296,1.0288298,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,145,5,10,up,1,0.7490586,None,0,5,1.079866,10,5,145,6,650.328248,,,,,,,,,650.3111878,650.328248,651.3115294,651.325016,651.8245711,651.9247757,652.6755139,up,1,0.7490586,None,0,652.6796067,652.6911207,652.6911207,653.7749654,5,1.079866,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,146,6,10,down,0,0.8540835,None,0,4.003703704,3.1292462,10,6,146,13,653.7941197,,,,,,,,,653.7773631,653.7941197,654.7777828,654.7913652,655.2907671,655.374293,656.2415819,down,0,0.8540835,None,0,656.2457075,656.257503,656.257503,659.3912652,4.003703704,3.1292462,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,147,7,10,down,1,0.7669967,None,4,5,1.466058,10,7,147,0,659.410301,,,,,,,,,659.3937278,659.410301,660.3939272,660.4077104,660.9065854,661.0065341,661.7901403,down,1,0.7669967,None,4,661.7920261,661.806407,661.806407,663.3003672,5,1.466058,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,148,8,10,up,1,0.5539297,None,0,5,0.8823292,10,8,148,5,663.3117622,,,,,,,,,663.3041968,663.3117622,664.3097144,664.3237308,664.8229377,664.9063059,665.4735842,up,1,0.5539297,None,0,665.4756374,665.4895129,665.4895129,666.3737424,5,0.8823292,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,149,9,10,up,1,1.2713719,None,0,5,1.2163023,10,9,149,3,666.3928154,,,,,,,,,666.3861377,666.3928154,667.3764318,667.3902997,667.8892667,667.9894531,669.2729083,up,1,1.2713719,None,0,669.2746286,669.2892692,669.2892692,670.506651,5,1.2163023,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,150,10,10,up,1,0.243613,None,0,5,1.046694,10,10,150,4,670.5261754,,,,,,,,,670.5092316,670.5261754,671.5093574,671.5232389,672.0226205,672.1059189,672.3570957,up,1,0.243613,None,0,672.3604532,672.372582,672.372582,673.4230906,5,1.046694,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,151,11,10,down,1,6.2471801,None,-1,4.003703704,3.9272657,10,11,151,1,673.4420685,,,,,,,,,673.4254359,673.4420685,674.4256607,674.4393591,674.9390815,675.0224279,681.2733392,down,1,6.2471801,None,-1,681.2785015,681.291235,681.291235,685.2222222,4.003703704,3.9272657,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,152,12,10,down,0,1.792594,None,0,4.003703704,30.6257531,10,12,152,12,685.2411145,,,,,,,,,685.2278096,685.2411145,686.2246453,686.2382733,686.7376186,686.8378117,688.6388265,down,0,1.792594,None,0,688.6431787,688.6542151,688.6542151,719.2852055,4.003703704,30.6257531,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,153,13,10,down,1,0.7702366,None,-2,4.014814815,1.01232,10,13,153,9,719.3046784,,,,,,,,,719.288139,719.3046784,720.2878156,720.3016741,720.8009669,720.8847615,721.6691514,down,1,0.7702366,None,-2,721.6742562,721.6846615,721.6846615,722.7014091,4.014814815,1.01232,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.7015403,722.7172872,727.7173168,727.7017718,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
