imagefile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,image.started,Fixation.stopped,image.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
D:\sadimage3.jpeg,9,9,0,down,1,0.5927321000490338,None,4,2.0037037037037035,2.896376400021836,0,9,9,9,53.55809379997663,,,,,,,,,53.54121589998249,53.55809379997663,54.5415340999607,54.555254700011574,55.05464959994424,55.13812769996002,55.73877529997844,down,1,0.5927321000490338,None,4,55.742111500003375,55.754582899971865,55.754582899971865,58.654968199902214,2.0037037037037035,2.896376400021836,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\happyimage4.jpeg,10,10,0,down,1,0.5334603000665084,None,7,5,2.662468900089152,0,10,10,3,58.674422599957325,,,,,,,,,58.66763949999586,58.674422599957325,59.65755779994652,59.671309700002894,60.170675099943765,60.25424609996844,60.78883879992645,down,1,0.5334603000665084,None,7,60.79222770000342,60.8042116999859,60.8042116999859,63.47104059997946,5,2.662468900089152,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage4.jpg,11,11,0,up,1,0.9847641999367625,None,0,2.9814814814814814,2.4965870999731123,0,11,11,10,63.74440470000263,,,,,,,,,63.726810499909334,63.74440470000263,64.47544859990012,64.75550580001436,64.98681519995444,65.0701362999389,66.07106919994112,up,1,0.9847641999367625,None,0,66.07454429997597,66.08698319992982,66.08698319992982,68.58743029995821,2.9814814814814814,2.4965870999731123,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage6.jpeg,12,12,0,down,1,1.0390043000224978,None,-7,3.0,1.9613930999767035,0,12,12,12,68.75695459998678,,,,,,,,,68.74980559991673,68.75695459998678,69.59012599999551,69.75368409999646,70.10305189993232,70.20324780000374,71.2544083999237,down,1,1.0390043000224978,None,-7,71.25911179999821,71.27006709994748,71.27006709994748,73.23692329996265,3.0,1.9613930999767035,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage2.jpeg,13,13,0,down,1,1.6958663000259548,None,-2,1,2.2118529999861494,0,13,13,8,73.25629649998154,,,,,,,,,73.23941089992877,73.25629649998154,74.23959569993895,74.25316600000951,74.7525900999317,74.8360735999886,76.53705819998868,down,1,1.6958663000259548,None,-2,76.54161680000834,76.55293779994827,76.55293779994827,78.76978899992537,1,2.2118529999861494,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\happyimage1.jpeg,14,0,1,up,1,1.8233715000096709,None,0,5,1.8272747000446543,1,0,14,0,78.78893299994525,,,,,,,,,78.77225539996289,78.78893299994525,79.77248869999312,79.78600500000175,80.28536699991673,80.38559169997461,82.22028479992878,up,1,1.8233715000096709,None,0,82.22540719993412,82.23694530001376,82.23694530001376,84.06891489995178,5,1.8272747000446543,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\happyimage5.jpeg,15,1,1,down,0,2.1774987000972033,None,0,3.025925925925926,2.026662899996154,1,1,15,4,84.08803849993274,,,,,,,,,84.07146939996164,84.08803849993274,85.07193999993615,85.08569179999176,85.58509389997926,85.66840620001312,87.85296359995846,down,0,2.1774987000972033,None,0,87.85881369991694,87.87133579992224,87.87133579992224,89.90193349996116,3.025925925925926,2.026662899996154,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage5.jpeg,16,2,1,down,1,2.2115761999739334,None,-9,4.022222222222222,3.461382200010121,1,2,16,11,89.92125709995162,,,,,,,,,89.90428819996305,89.92125709995162,90.90465989999939,90.91811139998026,91.41760669997893,91.50107519992162,93.71908009995241,down,1,2.2115761999739334,None,-9,93.72380389994942,93.73581629991531,93.73581629991531,97.2015975000104,4.022222222222222,3.461382200010121,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage3.jpeg,17,3,1,up,1,0.7825245999265462,None,0,2.948148148148148,2.281200999976136,1,3,17,9,97.22863109991886,,,,,,,,,97.20496989996172,97.22863109991886,98.20368419995066,98.23385319998488,98.71653789991979,98.81676700001117,99.6007668999955,up,1,0.7825245999265462,None,0,99.60343459993601,99.616439800011,99.616439800011,101.9007941999007,2.948148148148148,2.281200999976136,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage7.jpeg,18,4,1,up,0,1.7106384999351576,None,2,1,1.6301102000288665,1,4,18,13,101.91954809997696,,,,,,,,,101.90442789997905,101.91954809997696,102.90318139991723,102.91670009994414,103.41627299995162,103.51650929998141,105.23390029999427,up,0,1.7106384999351576,None,2,105.23697739990894,105.24971429992002,105.24971429992002,106.88360039994586,1,1.6301102000288665,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage6.jpeg,19,5,1,up,0,3.2678245999850333,None,0,3.0,4.010633300058544,1,5,19,12,106.90314869990107,,,,,,,,,106.88609269994777,106.90314869990107,107.88629119994584,107.90005870000459,108.39933039993048,108.48280959995463,111.76763669995125,up,0,3.2678245999850333,None,0,111.77255699993111,111.78360019996762,111.78360019996762,115.79919409996364,3.0,4.010633300058544,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage2.jpeg,20,6,1,down,1,0.7388971000909805,None,-8,2.0074074074074075,9.945727899903432,1,6,20,8,115.81865609996021,,,,,,,,,115.80157339992002,115.81865609996021,116.80201189999934,116.81564669997897,117.31471229996532,117.39855449995957,118.14910249994136,down,1,0.7388971000909805,None,-8,118.15280619997066,118.16516639990732,118.16516639990732,128.11484529997688,2.0074074074074075,9.945727899903432,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\happyimage2.jpeg,21,7,1,up,0,0.6956481999950483,None,-1,4.574074074074074,1.4684630000265315,1,7,21,1,128.133909999975,,,,,,,,,128.11810670001432,128.133909999975,129.11722979997285,129.13102299999446,129.63063019991387,129.73067139997147,130.43143899994902,up,0,0.6956481999950483,None,-1,130.43439049995504,130.44711019995157,130.44711019995157,131.91436369996518,4.574074074074074,1.4684630000265315,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\sadimage4.jpg,22,8,1,up,1,1.5890894000185654,None,0,2.988888888888889,1.9800019999966025,1,8,22,10,132.24145729991142,,,,,,,,,132.2238548999885,132.24145729991142,132.9185386999743,133.24884849996306,133.43006829998922,133.51365739991888,135.11462000000756,up,1,1.5890894000185654,None,0,135.11839839990716,135.13008149992675,135.13008149992675,137.11383119993843,2.988888888888889,1.9800019999966025,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
D:\happyimage7.jpeg,23,9,1,up,0,1.6286857000086457,None,-2,5,1.8449266999959946,1,9,23,6,137.15216449997388,,,,,,,,,137.1265885999892,137.15216449997388,138.11680959991645,138.1636836999096,138.6295017999364,138.713184799999,140.34786899993196,up,0,1.6286857000086457,None,-2,140.3525123000145,140.36398319993168,140.36398319993168,142.21366379992105,5,1.8449266999959946,,,,,emo04,001,2025-11-17_16h44.52.779,solo project_version2,,2025.1.1,59.721102441479964,2025-11-17 16h45.10.999511 +0530,
