thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,text.stopped,Instructions.stopped,trial.started,Fixation.started,Fixation.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,down,1,0.5977564000058919,None,5,5,1.9625492000195663,9,0,9,0,42.07430119998753,,,,,,42.05522660000133,42.07430119998753,43.07094099998358,43.05800469999667,43.67190419998951,down,1,0.5977564000058919,None,5,43.67583629998262,43.68774920000578,43.68774920000578,45.65492569998605,5,1.9625492000195663,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
10,0,10,up,1,0.5951086000131909,None,0,5,1.2625478000263683,10,0,10,0,45.67357789998641,,,,,,45.65518179998617,45.67357789998641,46.67092989999219,46.65725570000359,47.25493150000693,up,1,0.5951086000131909,None,0,47.25906300000497,47.27032129999134,47.27032129999134,48.537890399980824,5,1.2625478000263683,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
11,0,11,down,1,0.7206735000072513,None,-9,5,1.647323499986669,11,0,11,0,48.55674739999813,,,,,,48.538165499980096,48.55674739999813,49.55383210000582,49.54059910000069,50.271024499990745,down,1,0.7206735000072513,None,-9,50.274444499984384,50.28724599999259,50.28724599999259,51.93782679998549,5,1.647323499986669,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
12,0,12,down,1,0.6818340999889188,None,-5,4.992592592592593,1.0444904000032693,12,0,12,0,51.95626519998768,,,,,,51.93804380000802,51.95626519998768,52.953735499992035,52.94026109998231,53.6381049999909,down,1,0.6818340999889188,None,-5,53.64273089999915,53.65311980000115,53.65311980000115,54.70393530000001,4.992592592592593,1.0444904000032693,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
13,0,13,up,1,0.8689825000183191,None,0,5.0,0.9452850999950897,13,0,13,0,54.72268589999294,,,,,,54.70416269998532,54.72268589999294,55.72002419998171,55.70640769999591,56.58723469998222,up,1,0.8689825000183191,None,0,56.59183190000476,56.60314789999393,56.60314789999393,57.55374609999126,5.0,0.9452850999950897,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
14,0,14,up,0,0.5280067000130657,None,-1,5,0.9455847000062931,14,0,14,0,57.57289630000014,,,,,,57.554001099983,57.57289630000014,58.56953690000228,58.556163000001106,59.08736059998046,up,0,0.5280067000130657,None,-1,59.09108549999655,59.102772599988384,59.102772599988384,60.05312060000142,5,0.9455847000062931,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
15,0,15,down,1,0.5915778999915347,None,-5,5,1.067557400005171,15,0,15,0,60.072270300006494,,,,,,60.053325499990024,60.072270300006494,61.06934079999337,61.05559099998209,61.652216699993005,down,1,0.5915778999915347,None,-5,61.6531444999855,61.668794099998195,61.668794099998195,62.736492299998645,5,1.067557400005171,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
16,0,16,down,1,0.8186049000069033,None,-5,5,0.9465328000078443,16,0,16,0,62.7551770999853,,,,,,62.73673679999774,62.7551770999853,63.75241559999995,63.738963699986925,64.5696498999896,down,1,0.8186049000069033,None,-5,64.57316349999746,64.58556229999522,64.58556229999522,65.53614929999458,5,0.9465328000078443,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
17,0,17,down,1,0.5811666999943554,None,-4,5,0.8801457000081427,17,0,17,0,65.55528870000853,,,,,,65.53640089998953,65.55528870000853,66.55220249999547,66.53870559998904,67.13605939998524,down,1,0.5811666999943554,None,-4,67.13925390000804,67.15208790000179,67.15208790000179,68.03616029999102,5,0.8801457000081427,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
18,0,18,up,1,0.5699777000118047,None,0,5,0.9130963000061456,18,0,18,0,68.05536880000727,,,,,,68.0365601000085,68.05536880000727,69.05155229999218,69.03805959998863,69.61915620000218,up,1,0.5699777000118047,None,0,69.62261230000877,69.63490569998976,69.63490569998976,70.55226359999506,5,0.9130963000061456,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
19,0,19,down,1,0.4550838000141084,None,1,1,2.465588299994124,19,0,19,0,70.57115450000856,,,,,,70.5525102999818,70.57115450000856,71.56828799998038,71.55465839998215,72.01844889999484,down,1,0.4550838000141084,None,1,72.01999599998817,72.03464420000091,72.03464420000091,74.50179280000157,1,2.465588299994124,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
20,0,20,up,1,1.57912129999022,None,0,5,1.4280154000152834,20,0,20,0,74.52118029998383,,,,,,74.50199769999017,74.52118029998383,75.51819619999151,75.50460660000681,77.08563019998837,up,1,1.57912129999022,None,0,77.09051459998591,77.10196359999827,77.10196359999827,78.53488490000018,5,1.4280154000152834,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
21,0,21,down,1,0.9473755999933928,None,-5,4.944444444444445,0.9464259000087623,21,0,21,0,78.55335939998622,,,,,,78.53512300000875,78.55335939998622,79.55084280000301,79.53721690000384,80.5016221999831,down,1,0.9473755999933928,None,-5,80.50500400000601,80.51744599998347,80.51744599998347,81.46805150000728,4.944444444444445,0.9464259000087623,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
22,0,22,up,1,0.9074536999978591,None,0,4.007407407407407,2.1296466999920085,22,0,22,0,81.48699109998415,,,,,,81.46827499999199,81.48699109998415,82.48424339998746,82.47073999998975,83.3843377000012,up,1,0.9074536999978591,None,0,83.38793019999866,83.40017829998396,83.40017829998396,85.53423059999477,4.007407407407407,2.1296466999920085,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
23,0,23,down,1,0.48481080000055954,None,-5,5,1.2800255000183824,23,0,23,0,85.5528720000002,,,,,,85.53444560000207,85.5528720000002,86.55030709999846,86.53692449998925,87.03406539998832,down,1,0.48481080000055954,None,-5,87.03725540000596,87.05011879999074,87.05011879999074,88.33375550000346,5,1.2800255000183824,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
24,0,24,up,1,0.7426344999985304,None,0,5,1.080649400013499,24,0,24,0,88.35316569998395,,,,,,88.33395999998902,88.35316569998395,89.34996269998373,89.33615009998903,90.08349170000292,up,1,0.7426344999985304,None,0,90.08654649998061,90.099756599986,90.099756599986,91.18380269999034,5,1.080649400013499,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
25,0,25,up,1,0.7123127999948338,None,0,5,1.0131344000110403,25,0,25,0,91.20240670000203,,,,,,91.18396819999907,91.20240670000203,92.19959440000821,92.18594269998721,92.90013880000333,up,1,0.7123127999948338,None,0,92.90367239998886,92.91612889998942,92.91612889998942,93.93314399998053,5,1.0131344000110403,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
26,0,26,down,1,0.46724910000921227,None,8,5,0.9130809000052977,26,0,26,0,93.95238329999847,,,,,,93.93335010000737,93.95238329999847,94.9497335999913,94.93600230000447,95.41658499999903,down,1,0.46724910000921227,None,8,95.42008609999903,95.43265239999164,95.43265239999164,96.34962009999435,5,0.9130809000052977,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
27,0,27,down,1,0.5364536999841221,None,-7,5,0.8810097000095993,27,0,27,0,96.36866139998892,,,,,,96.349847400008,96.36866139998892,97.36574599999585,97.35215269998298,97.89968470000895,down,1,0.5364536999841221,None,-7,97.90278730000136,97.91559289998258,97.91559289998258,98.79965159998392,5,0.8810097000095993,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
28,0,28,up,1,0.7370279000024311,None,0,5,0.9795010999951046,28,0,28,0,98.81813390000025,,,,,,98.79989709999063,98.81813390000025,99.81566309998743,99.80184400000144,100.54962410000735,up,1,0.7370279000024311,None,0,100.55348159998539,100.56546589999925,100.56546589999925,101.54900759999873,5,0.9795010999951046,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
29,0,29,up,1,0.7245105000038166,None,0,5,0.7966707999876235,29,0,29,0,101.56799879999016,,,,,,101.5492280999897,101.56799879999016,102.56516319999355,102.5517525000032,103.28273579999222,up,1,0.7245105000038166,None,0,103.28611429999,103.29848739999579,103.29848739999579,104.0988018999924,5,0.7966707999876235,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
30,0,30,up,0,0.5134079999988899,None,0,5,1.0287926999735646,30,0,30,0,104.11823079999886,,,,,,104.09896189998835,104.11823079999886,105.11498660000507,105.10119849999319,105.61602290000883,up,0,0.5134079999988899,None,0,105.61986139998771,105.63133720000042,105.63133720000042,106.6649916000024,5,1.0287926999735646,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
31,0,31,down,1,0.3915431999776047,None,6,5,0.9465460999927018,31,0,31,0,106.68419460000587,,,,,,106.66518779998296,106.68419460000587,107.68133849999867,107.6677795999858,108.06543439999223,down,1,0.3915431999776047,None,6,108.06903159999638,108.08115199999884,108.08115199999884,109.0317495999916,5,0.9465460999927018,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
32,0,32,down,1,0.42236359999515116,None,8,5,0.929986100003589,32,0,32,0,109.05076549999649,,,,,,109.03195430000778,109.05076549999649,110.04793830000563,110.03410109999822,110.46492579998448,down,1,0.42236359999515116,None,8,110.46844639998744,110.48095709999325,110.48095709999325,111.41485979998833,5,0.929986100003589,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
33,0,33,down,1,0.48453729998436756,None,7,5,0.9159819000051357,33,0,33,0,111.43378870000015,,,,,,111.41503269999521,111.43378870000015,112.43064989999402,112.41725800000131,112.91425879998133,down,1,0.48453729998436756,None,7,112.91540939998231,112.93068889999995,112.93068889999995,113.84813840000425,5,0.9159819000051357,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
34,0,34,up,1,0.5498084999853745,None,0,4.003703703703704,1.4305581000226084,34,0,34,0,113.8668897000025,,,,,,113.84838409998338,113.8668897000025,114.86411429999862,114.85039010000764,115.41449910000665,up,1,0.5498084999853745,None,0,115.41759060000186,115.43062249998911,115.43062249998911,116.864162199985,4.003703703703704,1.4305581000226084,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
35,0,35,down,1,0.4709752000053413,None,7,5,1.363887599989539,35,0,35,0,116.88305810000747,,,,,,116.8643679000088,116.88305810000747,117.88033119999454,117.86668390000705,118.3476057999942,down,1,0.4709752000053413,None,7,118.35110379999969,118.36359930000617,118.36359930000617,119.73054930000217,5,1.363887599989539,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
36,0,36,up,1,0.636175199993886,None,0,5,0.9973764999886043,36,0,36,0,119.74966109998059,,,,,,119.73072200000752,119.74966109998059,120.74674579998828,120.73316760000307,121.38060730000143,up,1,0.636175199993886,None,0,121.38373050000519,121.39668219999294,121.39668219999294,122.39718129998073,5,0.9973764999886043,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
37,0,37,up,1,0.6578305000148248,None,0,5,0.9132405999989714,37,0,37,0,122.41595029999735,,,,,,122.39737329998752,122.41595029999735,123.41318199998932,123.39967379998416,124.06383880000794,up,1,0.6578305000148248,None,0,124.06734109998797,124.07969569999841,124.07969569999841,124.99707089998992,5,0.9132405999989714,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
38,0,38,down,1,0.4429214999836404,None,3,5,0.9301099999865983,38,0,38,0,125.0157646999869,,,,,,124.99725409998791,125.0157646999869,126.0129828999925,125.99942439998267,126.44675659999484,down,1,0.4429214999836404,None,3,126.4503662000061,126.46269230000325,126.46269230000325,127.39648609998403,5,0.9301099999865983,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
39,0,39,up,0,0.722127899993211,None,0,5,0.8635728000081144,39,0,39,0,127.41538429999491,,,,,,127.39671780000208,127.41538429999491,128.41240400000243,128.39879619999556,129.12997229999746,up,0,0.722127899993211,None,0,129.13303440000163,129.14588019999792,129.14588019999792,130.01291799999308,5,0.8635728000081144,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
40,0,40,up,1,0.7049794000049587,None,0,5,0.8138825999922119,40,0,40,0,130.0320223000017,,,,,,130.01311470000655,130.0320223000017,131.02907469999627,131.0155773999868,131.72966650000308,up,1,0.7049794000049587,None,0,131.73316099998192,131.74567529998603,131.74567529998603,132.5627220000024,5,0.8138825999922119,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
41,0,41,up,1,0.6621112000138965,None,0,5,0.8788279000145849,41,0,41,0,132.58168460000888,,,,,,132.56294599999092,132.58168460000888,133.5788360000006,133.56512719998136,134.22964380000485,up,1,0.6621112000138965,None,0,134.2337072000082,134.24673089999123,134.24673089999123,135.12934310000855,5,0.8788279000145849,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
42,0,42,up,1,0.5589045000087935,None,0,5,0.9121554000012111,42,0,42,0,135.14811129998998,,,,,,135.12956400000257,135.14811129998998,136.145071499981,136.1317579000024,136.69635339998058,up,1,0.5589045000087935,None,0,136.70061349999742,136.71192030000384,136.71192030000384,137.62866550000035,5,0.9121554000012111,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
43,0,43,up,1,0.5118616999825463,None,0,5,0.9625605000182986,43,0,43,0,137.6477624999825,,,,,,137.62883979998878,137.6477624999825,138.64507749999757,138.631418200006,139.14615620000404,up,1,0.5118616999825463,None,0,139.1503499999817,139.1612732000067,139.1612732000067,140.12855459999992,5,0.9625605000182986,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
44,0,44,up,0,0.5409364000079222,None,3,1,2.080280899972422,44,0,44,0,140.14718669999274,,,,,,140.12875239999266,140.14718669999274,141.1445291999844,141.1311594999861,141.6785384999821,up,0,0.5409364000079222,None,3,141.68163109998568,141.69462130000466,141.69462130000466,143.77854229998775,1,2.080280899972422,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
45,0,45,down,1,0.7952743000059854,None,-7,5,1.0283776000142097,45,0,45,0,143.79708489999757,,,,,,143.7789211999916,143.79708489999757,144.794103799999,144.78089769999497,145.57917839998845,down,1,0.7952743000059854,None,-7,145.58301659999415,145.59399639998446,145.59399639998446,146.62813639998785,5,1.0283776000142097,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
46,0,46,down,0,1.8156964000081643,None,0,4.977777777777778,0.9963832999928854,46,0,46,0,146.64670310000656,,,,,,146.62836400000378,146.64670310000656,147.6440737999801,147.63043779999134,149.46151960000861,down,0,1.8156964000081643,None,0,149.46490749999066,149.4773578000022,149.4773578000022,150.47806100000162,4.977777777777778,0.9963832999928854,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
47,0,47,up,1,0.6945072000089567,None,0,5,0.780091699998593,47,0,47,0,150.49636109999847,,,,,,150.47828619999927,150.49636109999847,151.49390349999885,151.4803047000023,152.17750950000482,up,1,0.6945072000089567,None,0,152.18105939999805,152.19362939998973,152.19362939998973,152.97772979998263,5,0.780091699998593,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
48,0,48,up,1,0.6834573000087403,None,0,5,0.8801777999906335,48,0,48,0,152.99670299998252,,,,,,152.97792489998392,152.99670299998252,153.9936394999968,153.98011929998756,154.67749499998172,up,1,0.6834573000087403,None,0,154.68090589999338,154.69328780000797,154.69328780000797,155.576982700004,5,0.8801777999906335,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
49,0,49,down,1,0.456794900004752,None,-6,5,1.863236200006213,49,0,49,0,155.59608950000256,,,,,,155.57724139999482,155.59608950000256,156.5931503000029,156.5795696999994,157.04376860000775,down,1,0.456794900004752,None,-6,157.0471574999974,157.05983579999884,157.05983579999884,158.92680699998164,5,1.863236200006213,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
50,0,50,down,1,0.6234134999976959,None,-1,5,0.8626878000213765,50,0,50,0,158.94551009999122,,,,,,158.92702229999122,158.94551009999122,159.94293140000082,159.92945349999354,160.56041869998444,down,1,0.6234134999976959,None,-1,160.5641956999898,160.57598029999644,160.57598029999644,161.4431360999879,5,0.8626878000213765,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
51,0,51,up,0,0.51960319999489,None,0,5,1.7441412000043783,51,0,51,0,161.46230059998925,,,,,,161.44335299998056,161.46230059998925,162.4594397000037,162.4456824999943,162.97777319999295,up,0,0.51960319999489,None,0,162.98245119999046,162.99211980000837,162.99211980000837,164.74289090000093,5,1.7441412000043783,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
52,0,52,up,1,1.7313351999910083,None,0,3.0,1.877705099992454,52,0,52,0,164.76171220000833,,,,,,164.74311909999233,164.76171220000833,165.7590884999954,165.74541969998972,167.4934179999982,up,1,1.7313351999910083,None,0,167.4978990999807,167.50866910000332,167.50866910000332,169.39239459999953,3.0,1.877705099992454,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
53,0,53,up,1,1.4323451000091154,None,0,4.996296296296296,1.079635000001872,53,0,53,0,169.41139079999994,,,,,,169.39256239999668,169.41139079999994,170.4086597999849,170.3952297999931,171.8426392999827,up,1,1.4323451000091154,None,0,171.84600950000458,171.85838259998127,171.85838259998127,172.9425951000012,4.996296296296296,1.079635000001872,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
54,0,54,up,1,0.6840384000097401,None,0,4.0,2.7477452000021003,54,0,54,0,172.96160769998096,,,,,,172.94276939998963,172.96160769998096,173.95827109998208,173.94437399998424,174.6419462999911,up,1,0.6840384000097401,None,0,174.644945499982,174.658104800008,174.658104800008,177.40843609999865,4.0,2.7477452000021003,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
55,0,55,up,1,0.5875640999875031,None,0,4.003703703703704,1.1966803999966942,55,0,55,0,177.42722739998135,,,,,,177.40868480000063,177.42722739998135,178.42434339999454,178.41083059998346,179.00832860000082,up,1,0.5875640999875031,None,0,179.01174270000774,179.02425960000255,179.02425960000255,180.22456430000602,4.003703703703704,1.1966803999966942,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
56,0,56,up,1,0.5836844999867026,None,0,5,1.329043100005947,56,0,56,0,180.24375829999917,,,,,,180.22476989999996,180.24375829999917,181.24075939998147,181.22720789999585,181.82514800000354,up,1,0.5836844999867026,None,0,181.82900820000214,181.84090360000846,181.84090360000846,183.17428079998353,5,1.329043100005947,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
57,0,57,up,1,0.7862656000070274,None,0,5,1.0288054999837186,57,0,57,0,183.19344209998962,,,,,,183.17452380000032,183.19344209998962,184.19047090000822,184.17704700000468,184.97462429999723,up,1,0.7862656000070274,None,0,184.97889319999376,184.99029630000587,184.99029630000587,186.0244190999947,5,1.0288054999837186,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
58,0,58,down,0,0.8801812999881804,None,0,5.0,1.9937717999855522,58,0,58,0,186.04310370000894,,,,,,186.02464489999693,186.04310370000894,187.04006319999462,187.02650139998877,187.90868860000046,down,0,0.8801812999881804,None,0,187.91356799998903,187.92303649999667,187.92303649999667,189.9237518000009,5.0,1.9937717999855522,,,,,04,001,2025-11-10_12h49.45.448,solo project,,2025.1.1,60.09615385072823,2025-11-10 12h49.53.364987 +0530,
